 ,Area,X,Y
1,0.015,0.340,0.109
2,0.010,0.307,0.352
3,0.019,0.205,0.602
4,0.014,1.120,0.452
5,0.012,1.347,0.442
6,0.010,1.396,0.640
7,0.017,0.862,1.542
8,0.015,0.964,1.315
9,0.013,0.464,2.358
10,0.007,1.554,0.562
11,0.011,1.586,0.738
12,0.015,1.444,0.852
13,0.018,1.185,1.314
14,0.018,1.384,1.148
15,0.017,2.174,0.273
16,0.016,4.508,2.084
17,0.014,4.733,1.867
18,0.016,4.276,1.932
19,0.017,4.059,2.899
20,0.014,4.536,0.283
21,0.016,4.013,0.408
22,0.013,3.585,1.803
23,0.018,3.420,0.442
24,0.009,2.453,2.286
25,0.010,2.907,2.309
26,0.013,3.103,2.215
27,0.012,2.662,1.866
28,0.009,2.012,2.532
29,0.008,3.133,0.523
30,0.012,3.683,0.127
31,0.013,3.950,1.184
32,0.009,4.197,1.548
33,0.009,3.436,1.621
34,0.015,2.533,2.129
35,0.013,2.247,1.579
36,0.015,2.759,2.900
37,0.012,2.502,0.429
38,0.013,2.343,0.900
39,0.007,1.299,2.732
40,0.011,3.893,4.367
41,0.010,4.043,4.170
42,0.014,3.337,4.478
43,0.017,6.014,2.356
44,0.013,6.006,3.860
45,0.016,6.200,3.933
46,0.013,6.392,3.921
47,0.011,7.361,3.793
48,0.016,7.634,4.076
49,0.016,4.761,4.863
50,0.011,3.759,4.516
51,0.010,3.574,3.411
52,0.013,4.947,3.276
53,0.014,4.841,2.485
54,0.010,5.028,2.518
55,0.012,5.132,2.353
56,0.019,5.675,2.996
57,0.009,6.485,2.674
58,0.013,6.593,2.468
59,0.009,6.254,4.398
60,0.012,5.129,3.918
61,0.012,4.132,3.891
62,0.017,5.984,3.097
63,0.014,5.100,3.476
64,0.012,4.501,3.555
65,0.011,4.504,4.295
66,0.018,3.107,4.404
67,0.014,6.137,2.773
68,0.010,6.582,2.913
69,0.007,4.537,4.841
70,0.013,6.612,3.668
71,0.020,5.731,0.420
72,0.013,6.350,1.009
73,0.012,5.448,1.265
74,0.013,4.724,1.275
75,0.010,4.866,1.358
76,0.014,5.077,1.397
77,0.012,6.186,1.711
78,0.018,6.729,1.978
79,0.016,7.269,0.987
80,0.017,6.917,0.605
81,0.012,6.787,0.815
82,0.010,6.545,0.595
83,0.011,6.209,0.825
84,0.011,7.309,1.380
85,0.011,4.724,0.401
86,0.010,4.766,0.170
87,0.012,5.270,1.116
88,0.011,6.517,1.977
89,0.012,6.204,0.278
90,0.010,6.095,0.687
