 ,Area,X,Y
1,0.011,0.403,0.309
2,0.010,0.647,0.604
3,0.015,1.074,0.597
4,0.012,0.848,0.685
5,0.013,0.229,1.141
6,0.004,0.375,1.141
7,0.012,0.568,1.410
8,0.014,0.825,1.288
9,0.014,0.163,2.484
10,0.008,0.321,2.397
11,0.014,0.130,2.694
12,0.014,0.589,2.299
13,0.012,1.679,2.636
14,0.012,1.480,2.786
15,0.012,1.423,0.134
16,0.013,1.711,0.722
17,0.018,2.346,0.116
18,0.010,4.224,3.115
19,0.008,3.521,2.994
20,0.007,3.578,2.792
21,0.010,3.738,2.654
22,0.010,2.835,2.854
23,0.012,2.332,3.020
24,0.010,2.331,2.572
25,0.011,3.938,0.493
26,0.013,4.629,0.903
27,0.013,3.982,1.358
28,0.011,3.754,1.642
29,0.008,3.645,1.955
30,0.012,3.460,2.293
31,0.011,2.855,2.240
32,0.011,3.940,2.654
33,0.011,3.489,2.635
34,0.011,2.201,1.995
35,0.014,2.059,0.274
36,0.009,3.081,3.069
37,0.013,1.838,2.065
38,0.013,6.909,4.940
39,0.011,5.230,5.032
40,0.013,4.470,4.435
41,0.011,4.931,4.267
42,0.008,7.331,4.702
43,0.015,5.604,3.306
44,0.012,6.254,2.957
45,0.009,7.152,3.517
46,0.009,7.209,4.472
47,0.014,6.910,4.483
48,0.014,6.525,4.269
49,0.010,6.117,3.988
50,0.007,5.666,4.042
51,0.012,5.854,3.488
52,0.011,5.578,3.859
53,0.008,6.493,3.012
54,0.008,6.301,4.597
55,0.007,6.022,4.677
56,0.007,5.631,4.771
57,0.008,5.307,4.427
58,0.007,5.365,4.146
59,0.012,5.033,3.975
60,0.012,4.841,4.586
61,0.011,4.660,4.986
62,0.008,5.444,4.562
63,0.005,5.601,3.533
64,0.006,5.744,3.712
65,0.008,6.009,3.629
66,0.010,6.852,3.196
67,0.011,4.657,2.260
68,0.010,6.419,1.988
69,0.009,6.695,1.982
70,0.009,6.257,1.946
71,0.010,6.984,0.455
72,0.010,7.104,1.198
73,0.006,7.358,0.977
74,0.015,4.820,0.222
75,0.009,4.466,0.680
76,0.008,4.895,1.015
77,0.015,5.230,0.911
78,0.013,5.722,1.564
79,0.012,5.248,1.832
80,0.011,5.203,2.094
81,0.012,6.377,1.056
82,0.017,7.210,0.743
83,0.014,5.836,0.476
84,0.014,6.553,0.257
85,0.012,6.323,0.791
86,0.012,6.754,1.177
87,0.015,7.276,1.942
88,0.011,5.843,1.257
89,0.019,2.321,3.653
90,0.015,2.400,3.334
91,0.013,0.676,4.042
92,0.015,2.312,4.013
93,0.012,0.399,3.020
94,0.014,1.328,2.970
95,0.012,2.703,3.715
96,0.012,3.024,3.971
97,0.016,4.192,4.538
98,0.014,3.426,3.460
99,0.013,2.409,4.796
100,0.012,3.047,4.658
