 ,Area,X,Y
1,0.008,0.097,0.276
2,0.012,0.803,0.328
3,0.011,1.356,0.424
4,0.011,1.796,1.590
5,0.013,1.040,1.784
6,0.009,1.416,1.838
7,0.020,2.167,2.784
8,0.015,5.126,2.742
9,0.011,4.856,2.512
10,0.009,4.519,2.473
11,0.011,3.393,2.311
12,0.014,4.988,0.951
13,0.013,4.871,0.456
14,0.007,4.912,1.103
15,0.007,5.725,2.295
16,0.008,5.324,3.276
17,0.007,8.698,0.312
18,0.007,9.304,0.835
19,0.008,8.549,2.980
20,0.005,8.138,3.053
21,0.007,7.471,3.491
22,0.009,6.109,1.974
23,0.011,6.318,1.884
24,0.013,7.092,1.572
25,0.008,7.330,1.562
26,0.009,7.247,1.451
27,0.010,7.472,1.011
28,0.009,7.451,0.834
29,0.010,9.119,0.838
30,0.009,9.415,0.395
31,0.011,9.399,1.089
32,0.011,9.080,3.082
33,0.017,7.841,2.705
34,0.011,11.310,3.588
35,0.011,11.372,3.740
36,0.010,11.524,4.961
37,0.010,11.495,5.851
38,0.009,7.829,3.714
39,0.009,8.678,3.679
40,0.009,6.905,4.414
41,0.007,6.281,3.439
42,0.008,6.382,5.929
43,0.011,8.046,6.045
44,0.015,8.248,5.465
45,0.012,10.213,5.479
46,0.012,10.454,5.953
47,0.011,8.385,4.068
48,0.009,9.675,2.842
49,0.007,7.903,5.827
50,0.015,9.413,4.705
