file	x	y	area	sample	number	diameter	T	sub_thick	sub_age	time
ML17_05_um.csv	1.016	1.725	0.013	ML17	05	0.128655019651614	750	5	old	10
ML17_05_um.csv	1.036	2.011	0.014	ML17	05	0.133511623562491	750	5	old	10
ML17_05_um.csv	0.526	1.597	0.014	ML17	05	0.133511623562491	750	5	old	10
ML17_05_um.csv	0.15	2.208	0.01	ML17	05	0.112837916709551	750	5	old	10
ML17_05_um.csv	0.79	0.659	0.013	ML17	05	0.128655019651614	750	5	old	10
ML17_05_um.csv	3.38	0.182	0.012	ML17	05	0.123607744647421	750	5	old	10
ML17_05_um.csv	3.657	0.493	0.017	ML17	05	0.147122643602193	750	5	old	10
ML17_05_um.csv	4.366	2.858	0.014	ML17	05	0.133511623562491	750	5	old	10
ML17_05_um.csv	3.801	2.399	0.014	ML17	05	0.133511623562491	750	5	old	10
ML17_05_um.csv	3.448	2.193	0.017	ML17	05	0.147122643602193	750	5	old	10
ML17_05_um.csv	2.714	2.008	0.013	ML17	05	0.128655019651614	750	5	old	10
ML17_05_um.csv	2.172	2.526	0.013	ML17	05	0.128655019651614	750	5	old	10
ML17_05_um.csv	2.427	2.785	0.016	ML17	05	0.142729929292222	750	5	old	10
ML17_05_um.csv	3.064	2.634	0.01	ML17	05	0.112837916709551	750	5	old	10
ML17_05_um.csv	2.731	2.782	0.01	ML17	05	0.112837916709551	750	5	old	10
ML17_05_um.csv	3.161	0.717	0.012	ML17	05	0.123607744647421	750	5	old	10
ML17_05_um.csv	4.363	0.26	0.014	ML17	05	0.133511623562491	750	5	old	10
ML17_05_um.csv	2.021	1.699	0.009	ML17	05	0.107047446969166	750	5	old	10
ML17_05_um.csv	1.568	1.826	0.013	ML17	05	0.128655019651614	750	5	old	10
ML17_05_um.csv	1.831	1.949	0.01	ML17	05	0.112837916709551	750	5	old	10
ML17_05_um.csv	1.015	2.656	0.013	ML17	05	0.128655019651614	750	5	old	10
ML17_05_um.csv	6.393	4.579	0.015	ML17	05	0.138197659788534	750	5	old	10
ML17_05_um.csv	4.199	4.839	0.016	ML17	05	0.142729929292222	750	5	old	10
ML17_05_um.csv	4.527	4.82	0.016	ML17	05	0.142729929292222	750	5	old	10
ML17_05_um.csv	3.578	4.395	0.017	ML17	05	0.147122643602193	750	5	old	10
ML17_05_um.csv	4.2	3.585	0.01	ML17	05	0.112837916709551	750	5	old	10
ML17_05_um.csv	4.06	3.635	0.011	ML17	05	0.118345405454064	750	5	old	10
ML17_05_um.csv	3.558	3.622	0.013	ML17	05	0.128655019651614	750	5	old	10
ML17_05_um.csv	3.696	3.372	0.013	ML17	05	0.128655019651614	750	5	old	10
ML17_05_um.csv	5.838	3.934	0.01	ML17	05	0.112837916709551	750	5	old	10
ML17_05_um.csv	7.414	4.274	0.013	ML17	05	0.128655019651614	750	5	old	10
ML17_05_um.csv	6.433	4.044	0.012	ML17	05	0.123607744647421	750	5	old	10
ML17_05_um.csv	4.765	3.856	0.013	ML17	05	0.128655019651614	750	5	old	10
ML17_05_um.csv	5.636	3.144	0.015	ML17	05	0.138197659788534	750	5	old	10
ML17_05_um.csv	5.381	2.542	0.015	ML17	05	0.138197659788534	750	5	old	10
ML17_05_um.csv	5.002	3.701	0.013	ML17	05	0.128655019651614	750	5	old	10
ML17_05_um.csv	6.782	2.594	0.014	ML17	05	0.133511623562491	750	5	old	10
ML17_05_um.csv	6.037	3.032	0.011	ML17	05	0.118345405454064	750	5	old	10
ML17_05_um.csv	6.287	3.723	0.013	ML17	05	0.128655019651614	750	5	old	10
ML17_05_um.csv	5.637	3.826	0.012	ML17	05	0.123607744647421	750	5	old	10
ML17_05_um.csv	6.897	3.187	0.012	ML17	05	0.123607744647421	750	5	old	10
ML17_05_um.csv	7.059	4.848	0.014	ML17	05	0.133511623562491	750	5	old	10
ML17_05_um.csv	5.631	4.872	0.013	ML17	05	0.128655019651614	750	5	old	10
ML17_05_um.csv	3.914	4.304	0.012	ML17	05	0.123607744647421	750	5	old	10
ML17_05_um.csv	3.793	5.024	0.012	ML17	05	0.123607744647421	750	5	old	10
ML17_05_um.csv	3.128	1.971	0.017	ML17	05	0.147122643602193	750	5	old	10
ML17_05_um.csv	3.539	1.952	0.01	ML17	05	0.112837916709551	750	5	old	10
ML17_05_um.csv	3.474	2.613	0.009	ML17	05	0.107047446969166	750	5	old	10
ML17_05_um.csv	3.538	2.902	0.011	ML17	05	0.118345405454064	750	5	old	10
ML17_05_um.csv	5.507	1.411	0.013	ML17	05	0.128655019651614	750	5	old	10
ML17_05_um.csv	5.664	0.784	0.015	ML17	05	0.138197659788534	750	5	old	10
ML17_05_um.csv	4.82	1.775	0.015	ML17	05	0.138197659788534	750	5	old	10
ML17_05_um.csv	5.06	1.62	0.013	ML17	05	0.128655019651614	750	5	old	10
ML17_05_um.csv	6.248	2.484	0.01	ML17	05	0.112837916709551	750	5	old	10
ML17_05_um.csv	6.513	2.488	0.011	ML17	05	0.118345405454064	750	5	old	10
ML17_05_um.csv	6.315	1.551	0.012	ML17	05	0.123607744647421	750	5	old	10
ML17_05_um.csv	7.37	0.586	0.013	ML17	05	0.128655019651614	750	5	old	10
ML17_05_um.csv	6.852	0.09	0.013	ML17	05	0.128655019651614	750	5	old	10
ML17_05_um.csv	7.326	2.596	0.012	ML17	05	0.123607744647421	750	5	old	10
ML17_05_um.csv	6.214	2.236	0.01	ML17	05	0.112837916709551	750	5	old	10
ML17_05_um.csv	5.194	0.364	0.011	ML17	05	0.118345405454064	750	5	old	10
ML17_05_um.csv	4.932	0.231	0.011	ML17	05	0.118345405454064	750	5	old	10
ML17_05_um.csv	4.605	1.134	0.012	ML17	05	0.123607744647421	750	5	old	10
ML17_05_um.csv	4.092	1.129	0.012	ML17	05	0.123607744647421	750	5	old	10
ML17_05_um.csv	4.426	1.832	0.014	ML17	05	0.133511623562491	750	5	old	10
ML17_05_um.csv	4.498	2.361	0.012	ML17	05	0.123607744647421	750	5	old	10
ML17_05_um.csv	6.254	0.953	0.013	ML17	05	0.128655019651614	750	5	old	10
ML17_05_um.csv	1.488	1.38	0.015	ML17	05	0.138197659788534	750	5	old	10
ML17_05_um.csv	1.833	1.049	0.013	ML17	05	0.128655019651614	750	5	old	10
ML17_05_um.csv	2.71	1.22	0.015	ML17	05	0.138197659788534	750	5	old	10
ML17_05_um.csv	2.556	1.09	0.005	ML17	05	0.0797884560802865	750	5	old	10
ML17_05_um.csv	2.243	1.264	0.008	ML17	05	0.100925300880806	750	5	old	10
ML17_05_um.csv	2.048	1.263	0.008	ML17	05	0.100925300880806	750	5	old	10
ML17_05_um.csv	3.555	1.351	0.009	ML17	05	0.107047446969166	750	5	old	10
ML17_05_um.csv	3.147	0.906	0.01	ML17	05	0.112837916709551	750	5	old	10
ML17_05_um.csv	3.656	0.792	0.01	ML17	05	0.112837916709551	750	5	old	10
ML17_05_um.csv	1.573	0.267	0.011	ML17	05	0.118345405454064	750	5	old	10
ML17_05_um.csv	2.361	2.149	0.012	ML17	05	0.123607744647421	750	5	old	10
ML17_05_um.csv	3.047	2.299	0.011	ML17	05	0.118345405454064	750	5	old	10
ML17_05_um.csv	3.284	1.549	0.011	ML17	05	0.118345405454064	750	5	old	10
ML17_05_um.csv	3.12	1.244	0.009	ML17	05	0.107047446969166	750	5	old	10
ML17_05_um.csv	3.299	0.846	0.006	ML17	05	0.0874038744473663	750	5	old	10
ML17_05_um.csv	2.508	0.853	0.013	ML17	05	0.128655019651614	750	5	old	10
ML17_05_um.csv	1.976	0.679	0.013	ML17	05	0.128655019651614	750	5	old	10
ML17_05_um.csv	0.216	2.007	0.011	ML17	05	0.118345405454064	750	5	old	10
ML17_05_um.csv	0.751	1.822	0.011	ML17	05	0.118345405454064	750	5	old	10
ML17_05_um.csv	0.747	2.132	0.01	ML17	05	0.112837916709551	750	5	old	10
ML17_05_um.csv	1.122	2.447	0.012	ML17	05	0.123607744647421	750	5	old	10
ML17_05_um.csv	1.505	2.337	0.01	ML17	05	0.112837916709551	750	5	old	10
ML17_05_um.csv	0.817	0.175	0.014	ML17	05	0.133511623562491	750	5	old	10
ML17_05_um.csv	1.938	0.495	0.009	ML17	05	0.107047446969166	750	5	old	10
ML17_05_um.csv	2.263	0.734	0.009	ML17	05	0.107047446969166	750	5	old	10
ML17_06_um.csv	0.616	0.228	0.011	ML17	06	0.118345405454064	750	5	old	10
ML17_06_um.csv	0.3	0.48	0.01	ML17	06	0.112837916709551	750	5	old	10
ML17_06_um.csv	0.354	0.182	0.01	ML17	06	0.112837916709551	750	5	old	10
ML17_06_um.csv	0.208	1.461	0.011	ML17	06	0.118345405454064	750	5	old	10
ML17_06_um.csv	1.436	0.516	0.011	ML17	06	0.118345405454064	750	5	old	10
ML17_06_um.csv	0.759	1.291	0.014	ML17	06	0.133511623562491	750	5	old	10
ML17_06_um.csv	1.183	1.711	0.013	ML17	06	0.128655019651614	750	5	old	10
ML17_06_um.csv	0.644	2.057	0.014	ML17	06	0.133511623562491	750	5	old	10
ML17_06_um.csv	0.383	2.361	0.01	ML17	06	0.112837916709551	750	5	old	10
ML17_06_um.csv	0.18	2.561	0.014	ML17	06	0.133511623562491	750	5	old	10
ML17_06_um.csv	2.65	1.226	0.013	ML17	06	0.128655019651614	750	5	old	10
ML17_06_um.csv	2.338	1.317	0.018	ML17	06	0.15138795132121	750	5	old	10
ML17_06_um.csv	3.238	2.612	0.017	ML17	06	0.147122643602193	750	5	old	10
ML17_06_um.csv	3.652	0.558	0.013	ML17	06	0.128655019651614	750	5	old	10
ML17_06_um.csv	3.431	0.651	0.014	ML17	06	0.133511623562491	750	5	old	10
ML17_06_um.csv	3.625	2.377	0.016	ML17	06	0.142729929292222	750	5	old	10
ML17_06_um.csv	2.743	2.691	0.015	ML17	06	0.138197659788534	750	5	old	10
ML17_06_um.csv	2.455	3.011	0.013	ML17	06	0.128655019651614	750	5	old	10
ML17_06_um.csv	1.586	0.945	0.016	ML17	06	0.142729929292222	750	5	old	10
ML17_06_um.csv	1.003	1.476	0.016	ML17	06	0.142729929292222	750	5	old	10
ML17_06_um.csv	0.796	2.927	0.014	ML17	06	0.133511623562491	750	5	old	10
ML17_06_um.csv	2.927	0.655	0.012	ML17	06	0.123607744647421	750	5	old	10
ML17_06_um.csv	2.939	1.499	0.011	ML17	06	0.118345405454064	750	5	old	10
ML17_06_um.csv	1.956	2.235	0.015	ML17	06	0.138197659788534	750	5	old	10
ML17_06_um.csv	3.305	2.011	0.014	ML17	06	0.133511623562491	750	5	old	10
ML17_06_um.csv	4.039	2.02	0.012	ML17	06	0.123607744647421	750	5	old	10
ML17_06_um.csv	4.623	1.907	0.014	ML17	06	0.133511623562491	750	5	old	10
ML17_06_um.csv	4.233	1.394	0.013	ML17	06	0.128655019651614	750	5	old	10
ML17_06_um.csv	3.35	0.388	0.012	ML17	06	0.123607744647421	750	5	old	10
ML17_06_um.csv	2.269	1.038	0.011	ML17	06	0.118345405454064	750	5	old	10
ML17_06_um.csv	2.349	1.787	0.012	ML17	06	0.123607744647421	750	5	old	10
ML17_06_um.csv	4.609	3.735	0.011	ML17	06	0.118345405454064	750	5	old	10
ML17_06_um.csv	5.678	3.753	0.014	ML17	06	0.133511623562491	750	5	old	10
ML17_06_um.csv	4.743	4.295	0.014	ML17	06	0.133511623562491	750	5	old	10
ML17_06_um.csv	6.151	4.544	0.013	ML17	06	0.128655019651614	750	5	old	10
ML17_06_um.csv	5.126	2.307	0.014	ML17	06	0.133511623562491	750	5	old	10
ML17_06_um.csv	6.643	2.807	0.01	ML17	06	0.112837916709551	750	5	old	10
ML17_06_um.csv	5.764	3.292	0.013	ML17	06	0.128655019651614	750	5	old	10
ML17_06_um.csv	6.863	3.645	0.011	ML17	06	0.118345405454064	750	5	old	10
ML17_06_um.csv	6.954	3.302	0.01	ML17	06	0.112837916709551	750	5	old	10
ML17_06_um.csv	6.965	2.375	0.009	ML17	06	0.107047446969166	750	5	old	10
ML17_06_um.csv	4.396	4.073	0.01	ML17	06	0.112837916709551	750	5	old	10
ML17_06_um.csv	5.051	3.774	0.013	ML17	06	0.128655019651614	750	5	old	10
ML17_06_um.csv	4.262	3.167	0.012	ML17	06	0.123607744647421	750	5	old	10
ML17_06_um.csv	4.582	3.244	0.01	ML17	06	0.112837916709551	750	5	old	10
ML17_06_um.csv	6.035	3.214	0.014	ML17	06	0.133511623562491	750	5	old	10
ML17_06_um.csv	5.248	4.286	0.012	ML17	06	0.123607744647421	750	5	old	10
ML17_06_um.csv	6.606	4.26	0.012	ML17	06	0.123607744647421	750	5	old	10
ML17_06_um.csv	6.181	3.488	0.01	ML17	06	0.112837916709551	750	5	old	10
ML17_06_um.csv	5.711	2.703	0.017	ML17	06	0.147122643602193	750	5	old	10
ML17_06_um.csv	5.504	2.389	0.011	ML17	06	0.118345405454064	750	5	old	10
ML17_06_um.csv	6.222	3.004	0.008	ML17	06	0.100925300880806	750	5	old	10
ML17_06_um.csv	6.266	2.804	0.007	ML17	06	0.094406974388263	750	5	old	10
ML17_06_um.csv	5.511	3.009	0.008	ML17	06	0.100925300880806	750	5	old	10
ML17_06_um.csv	5.282	3.313	0.009	ML17	06	0.107047446969166	750	5	old	10
ML17_06_um.csv	4.883	3.858	0.005	ML17	06	0.0797884560802865	750	5	old	10
ML17_06_um.csv	7.049	3.091	0.008	ML17	06	0.100925300880806	750	5	old	10
ML17_06_um.csv	7.225	2.955	0.009	ML17	06	0.107047446969166	750	5	old	10
ML17_06_um.csv	0.947	4.643	0.016	ML17	06	0.142729929292222	750	5	old	10
ML17_06_um.csv	0.665	4.075	0.01	ML17	06	0.112837916709551	750	5	old	10
ML17_06_um.csv	1.215	3.932	0.01	ML17	06	0.112837916709551	750	5	old	10
ML17_06_um.csv	1.376	4.109	0.011	ML17	06	0.118345405454064	750	5	old	10
ML17_06_um.csv	1.926	3.976	0.012	ML17	06	0.123607744647421	750	5	old	10
ML17_06_um.csv	1.653	3.993	0.01	ML17	06	0.112837916709551	750	5	old	10
ML17_06_um.csv	1.195	4.306	0.01	ML17	06	0.112837916709551	750	5	old	10
ML17_06_um.csv	3.288	4.469	0.01	ML17	06	0.112837916709551	750	5	old	10
ML17_06_um.csv	2.679	4.458	0.015	ML17	06	0.138197659788534	750	5	old	10
ML17_06_um.csv	3.392	3.768	0.014	ML17	06	0.133511623562491	750	5	old	10
ML17_06_um.csv	3.183	3.169	0.01	ML17	06	0.112837916709551	750	5	old	10
ML17_06_um.csv	3.474	3.077	0.011	ML17	06	0.118345405454064	750	5	old	10
ML17_06_um.csv	2.411	2.7	0.009	ML17	06	0.107047446969166	750	5	old	10
ML17_06_um.csv	1.813	3.753	0.01	ML17	06	0.112837916709551	750	5	old	10
ML17_06_um.csv	2.361	4.708	0.012	ML17	06	0.123607744647421	750	5	old	10
ML17_06_um.csv	2.625	4.642	0.01	ML17	06	0.112837916709551	750	5	old	10
ML17_06_um.csv	2.917	4.494	0.013	ML17	06	0.128655019651614	750	5	old	10
ML17_06_um.csv	2.817	4.652	0.01	ML17	06	0.112837916709551	750	5	old	10
ML17_06_um.csv	1.219	3.692	0.008	ML17	06	0.100925300880806	750	5	old	10
ML17_06_um.csv	1.33	3.122	0.013	ML17	06	0.128655019651614	750	5	old	10
ML17_06_um.csv	0.6	3.216	0.01	ML17	06	0.112837916709551	750	5	old	10
ML17_06_um.csv	2.261	2.728	0.009	ML17	06	0.107047446969166	750	5	old	10
ML17_06_um.csv	1.409	2.769	0.012	ML17	06	0.123607744647421	750	5	old	10
ML17_06_um.csv	2.127	3.438	0.009	ML17	06	0.107047446969166	750	5	old	10
ML17_06_um.csv	1.605	3.702	0.01	ML17	06	0.112837916709551	750	5	old	10
ML17_06_um.csv	2.27	3.759	0.012	ML17	06	0.123607744647421	750	5	old	10
ML17_06_um.csv	1.235	4.879	0.012	ML17	06	0.123607744647421	750	5	old	10
ML17_06_um.csv	4.357	1.673	0.02	ML17	06	0.159576912160573	750	5	old	10
ML17_06_um.csv	4.841	2.129	0.012	ML17	06	0.123607744647421	750	5	old	10
ML17_06_um.csv	6.517	1.599	0.01	ML17	06	0.112837916709551	750	5	old	10
ML17_06_um.csv	7.168	1.573	0.013	ML17	06	0.128655019651614	750	5	old	10
ML17_06_um.csv	6.934	1.029	0.013	ML17	06	0.128655019651614	750	5	old	10
ML17_06_um.csv	6.458	0.667	0.014	ML17	06	0.133511623562491	750	5	old	10
ML17_06_um.csv	6.202	0.853	0.013	ML17	06	0.128655019651614	750	5	old	10
ML17_06_um.csv	5.344	0.849	0.011	ML17	06	0.118345405454064	750	5	old	10
ML17_06_um.csv	5.229	0.598	0.013	ML17	06	0.128655019651614	750	5	old	10
ML17_06_um.csv	6.639	0.221	0.013	ML17	06	0.128655019651614	750	5	old	10
ML17_06_um.csv	6.79	0.556	0.011	ML17	06	0.118345405454064	750	5	old	10
ML17_06_um.csv	5.631	0.581	0.014	ML17	06	0.133511623562491	750	5	old	10
ML17_06_um.csv	5.047	0.565	0.012	ML17	06	0.123607744647421	750	5	old	10
ML17_06_um.csv	4.481	0.555	0.01	ML17	06	0.112837916709551	750	5	old	10
ML17_06_um.csv	3.864	0.948	0.01	ML17	06	0.112837916709551	750	5	old	10
ML17_06_um.csv	5.323	1.091	0.01	ML17	06	0.112837916709551	750	5	old	10
ML17_06_um.csv	5.801	1.636	0.011	ML17	06	0.118345405454064	750	5	old	10
ML17_06_um.csv	6.068	1.402	0.01	ML17	06	0.112837916709551	750	5	old	10
ML17_06_um.csv	6.478	1.171	0.009	ML17	06	0.107047446969166	750	5	old	10
ML17_06_um.csv	5.628	1.804	0.008	ML17	06	0.100925300880806	750	5	old	10
ML18_01_um.csv	0.184	0.396	0.007	ML18	01	0.094406974388263	850	5	old	10
ML18_01_um.csv	0.473	0.379	0.011	ML18	01	0.118345405454064	850	5	old	10
ML18_01_um.csv	0.497	0.606	0.009	ML18	01	0.107047446969166	850	5	old	10
ML18_01_um.csv	0.683	0.519	0.008	ML18	01	0.100925300880806	850	5	old	10
ML18_01_um.csv	0.889	0.623	0.012	ML18	01	0.123607744647421	850	5	old	10
ML18_01_um.csv	0.847	0.834	0.009	ML18	01	0.107047446969166	850	5	old	10
ML18_01_um.csv	0.684	1.193	0.009	ML18	01	0.107047446969166	850	5	old	10
ML18_01_um.csv	1.084	0.961	0.009	ML18	01	0.107047446969166	850	5	old	10
ML18_01_um.csv	1.815	0.474	0.007	ML18	01	0.094406974388263	850	5	old	10
ML18_01_um.csv	1.758	0.638	0.008	ML18	01	0.100925300880806	850	5	old	10
ML18_01_um.csv	1.126	1.738	0.006	ML18	01	0.0874038744473663	850	5	old	10
ML18_01_um.csv	0.106	2.113	0.006	ML18	01	0.0874038744473663	850	5	old	10
ML18_01_um.csv	0.281	2	0.008	ML18	01	0.100925300880806	850	5	old	10
ML18_01_um.csv	0.411	2.281	0.006	ML18	01	0.0874038744473663	850	5	old	10
ML18_01_um.csv	2.095	0.079	0.008	ML18	01	0.100925300880806	850	5	old	10
ML18_01_um.csv	2.408	0.115	0.007	ML18	01	0.094406974388263	850	5	old	10
ML18_01_um.csv	3.373	0.302	0.009	ML18	01	0.107047446969166	850	5	old	10
ML18_01_um.csv	3.678	1.123	0.011	ML18	01	0.118345405454064	850	5	old	10
ML18_01_um.csv	3.044	1.257	0.008	ML18	01	0.100925300880806	850	5	old	10
ML18_01_um.csv	3.015	1.439	0.008	ML18	01	0.100925300880806	850	5	old	10
ML18_01_um.csv	2.853	1.336	0.007	ML18	01	0.094406974388263	850	5	old	10
ML18_01_um.csv	3.653	2.219	0.007	ML18	01	0.094406974388263	850	5	old	10
ML18_01_um.csv	3.387	2.36	0.009	ML18	01	0.107047446969166	850	5	old	10
ML18_01_um.csv	2.763	1.675	0.008	ML18	01	0.100925300880806	850	5	old	10
ML18_01_um.csv	2.156	1.621	0.008	ML18	01	0.100925300880806	850	5	old	10
ML18_01_um.csv	2.142	1.438	0.007	ML18	01	0.094406974388263	850	5	old	10
ML18_01_um.csv	1.686	1.743	0.006	ML18	01	0.0874038744473663	850	5	old	10
ML18_01_um.csv	1.561	1.703	0.008	ML18	01	0.100925300880806	850	5	old	10
ML18_01_um.csv	1.596	2.015	0.007	ML18	01	0.094406974388263	850	5	old	10
ML18_01_um.csv	2.896	0.351	0.009	ML18	01	0.107047446969166	850	5	old	10
ML18_01_um.csv	3.211	0.449	0.006	ML18	01	0.0874038744473663	850	5	old	10
ML18_01_um.csv	3.701	0.329	0.007	ML18	01	0.094406974388263	850	5	old	10
ML18_01_um.csv	9.606	2.004	0.008	ML18	01	0.100925300880806	850	5	old	10
ML18_01_um.csv	7.316	0.519	0.01	ML18	01	0.112837916709551	850	5	old	10
ML18_01_um.csv	8.21	0.413	0.006	ML18	01	0.0874038744473663	850	5	old	10
ML18_01_um.csv	8.065	0.334	0.01	ML18	01	0.112837916709551	850	5	old	10
ML18_01_um.csv	8.09	0.548	0.009	ML18	01	0.107047446969166	850	5	old	10
ML18_01_um.csv	9.334	0.538	0.006	ML18	01	0.0874038744473663	850	5	old	10
ML18_01_um.csv	10.008	0.487	0.007	ML18	01	0.094406974388263	850	5	old	10
ML18_01_um.csv	9.937	1.278	0.011	ML18	01	0.118345405454064	850	5	old	10
ML18_01_um.csv	9.786	2.388	0.008	ML18	01	0.100925300880806	850	5	old	10
ML18_01_um.csv	9.387	2.372	0.009	ML18	01	0.107047446969166	850	5	old	10
ML18_01_um.csv	8.467	2.383	0.01	ML18	01	0.112837916709551	850	5	old	10
ML18_01_um.csv	7.479	2.56	0.008	ML18	01	0.100925300880806	850	5	old	10
ML18_01_um.csv	7.218	2.145	0.005	ML18	01	0.0797884560802865	850	5	old	10
ML18_01_um.csv	7.81	1.903	0.011	ML18	01	0.118345405454064	850	5	old	10
ML18_01_um.csv	8.199	1.955	0.009	ML18	01	0.107047446969166	850	5	old	10
ML18_01_um.csv	8.494	1.793	0.009	ML18	01	0.107047446969166	850	5	old	10
ML18_01_um.csv	8.866	1.671	0.009	ML18	01	0.107047446969166	850	5	old	10
ML18_01_um.csv	9.361	1.138	0.01	ML18	01	0.112837916709551	850	5	old	10
ML18_01_um.csv	9.151	0.85	0.012	ML18	01	0.123607744647421	850	5	old	10
ML18_01_um.csv	7.95	1.234	0.006	ML18	01	0.0874038744473663	850	5	old	10
ML18_01_um.csv	7.55	1.444	0.006	ML18	01	0.0874038744473663	850	5	old	10
ML18_01_um.csv	8.41	6.941	0.007	ML18	01	0.094406974388263	850	5	old	10
ML18_01_um.csv	8.285	5.703	0.007	ML18	01	0.094406974388263	850	5	old	10
ML18_01_um.csv	8.694	5.376	0.011	ML18	01	0.118345405454064	850	5	old	10
ML18_01_um.csv	9.543	5.333	0.009	ML18	01	0.107047446969166	850	5	old	10
ML18_01_um.csv	9.215	5.937	0.01	ML18	01	0.112837916709551	850	5	old	10
ML18_01_um.csv	9.957	5.435	0.009	ML18	01	0.107047446969166	850	5	old	10
ML18_01_um.csv	10.635	5.728	0.008	ML18	01	0.100925300880806	850	5	old	10
ML18_01_um.csv	10.913	5.769	0.01	ML18	01	0.112837916709551	850	5	old	10
ML18_01_um.csv	10.86	6.566	0.01	ML18	01	0.112837916709551	850	5	old	10
ML18_01_um.csv	10.67	6.611	0.004	ML18	01	0.0713649646461108	850	5	old	10
ML18_01_um.csv	10.436	6.656	0.007	ML18	01	0.094406974388263	850	5	old	10
ML18_01_um.csv	10.381	6.806	0.007	ML18	01	0.094406974388263	850	5	old	10
ML18_01_um.csv	10.469	6.426	0.009	ML18	01	0.107047446969166	850	5	old	10
ML18_01_um.csv	10.117	6.337	0.007	ML18	01	0.094406974388263	850	5	old	10
ML18_01_um.csv	9.985	6.409	0.007	ML18	01	0.094406974388263	850	5	old	10
ML18_01_um.csv	9.637	6.439	0.007	ML18	01	0.094406974388263	850	5	old	10
ML18_01_um.csv	9.742	6.356	0.005	ML18	01	0.0797884560802865	850	5	old	10
ML18_01_um.csv	9.326	6.157	0.004	ML18	01	0.0713649646461108	850	5	old	10
ML18_01_um.csv	9.576	6.005	0.006	ML18	01	0.0874038744473663	850	5	old	10
ML18_01_um.csv	9.856	5.98	0.007	ML18	01	0.094406974388263	850	5	old	10
ML18_01_um.csv	9.03	5.518	0.008	ML18	01	0.100925300880806	850	5	old	10
ML18_01_um.csv	9.077	6.157	0.006	ML18	01	0.0874038744473663	850	5	old	10
ML18_01_um.csv	9.246	6.663	0.005	ML18	01	0.0797884560802865	850	5	old	10
ML18_01_um.csv	9.032	6.693	0.008	ML18	01	0.100925300880806	850	5	old	10
ML18_01_um.csv	0.409	7.222	0.01	ML18	01	0.112837916709551	850	5	old	10
ML18_01_um.csv	0.187	6.598	0.007	ML18	01	0.094406974388263	850	5	old	10
ML18_01_um.csv	3.136	7.416	0.007	ML18	01	0.094406974388263	850	5	old	10
ML18_01_um.csv	3.028	6.406	0.008	ML18	01	0.100925300880806	850	5	old	10
ML18_01_um.csv	3.572	5.68	0.008	ML18	01	0.100925300880806	850	5	old	10
ML18_01_um.csv	2.742	5.394	0.006	ML18	01	0.0874038744473663	850	5	old	10
ML18_01_um.csv	2.446	5.517	0.007	ML18	01	0.094406974388263	850	5	old	10
ML18_01_um.csv	1.967	5.699	0.01	ML18	01	0.112837916709551	850	5	old	10
ML18_01_um.csv	1.789	5.672	0.007	ML18	01	0.094406974388263	850	5	old	10
ML18_01_um.csv	1.349	6.324	0.009	ML18	01	0.107047446969166	850	5	old	10
ML18_01_um.csv	1.479	6.438	0.005	ML18	01	0.0797884560802865	850	5	old	10
ML18_01_um.csv	1.924	6.511	0.007	ML18	01	0.094406974388263	850	5	old	10
ML18_01_um.csv	2.263	6.389	0.007	ML18	01	0.094406974388263	850	5	old	10
ML18_01_um.csv	1.361	5.743	0.007	ML18	01	0.094406974388263	850	5	old	10
ML18_01_um.csv	1.382	5.899	0.007	ML18	01	0.094406974388263	850	5	old	10
ML18_01_um.csv	1.169	5.669	0.008	ML18	01	0.100925300880806	850	5	old	10
ML18_01_um.csv	1.258	6.632	0.007	ML18	01	0.094406974388263	850	5	old	10
ML18_01_um.csv	1.018	6.806	0.006	ML18	01	0.0874038744473663	850	5	old	10
ML18_01_um.csv	0.958	7.057	0.006	ML18	01	0.0874038744473663	850	5	old	10
ML18_01_um.csv	1.704	6.578	0.008	ML18	01	0.100925300880806	850	5	old	10
ML18_01_um.csv	1.826	6.164	0.008	ML18	01	0.100925300880806	850	5	old	10
ML18_01_um.csv	2.01	6.255	0.006	ML18	01	0.0874038744473663	850	5	old	10
ML18_01_um.csv	2.045	5.392	0.007	ML18	01	0.094406974388263	850	5	old	10
ML18_01_um.csv	2.511	5.389	0.006	ML18	01	0.0874038744473663	850	5	old	10
ML18_01_um.csv	3.099	5.804	0.006	ML18	01	0.0874038744473663	850	5	old	10
ML18_01_um.csv	2.977	5.931	0.007	ML18	01	0.094406974388263	850	5	old	10
ML18_01_um.csv	3.193	5.921	0.007	ML18	01	0.094406974388263	850	5	old	10
ML18_01_um.csv	1.337	6.118	0.005	ML18	01	0.0797884560802865	850	5	old	10
ML18_02_um.csv	0.468	0.482	0.008	ML18	02	0.100925300880806	850	5	old	10
ML18_02_um.csv	0.637	0.606	0.005	ML18	02	0.0797884560802865	850	5	old	10
ML18_02_um.csv	0.729	0.838	0.004	ML18	02	0.0713649646461108	850	5	old	10
ML18_02_um.csv	0.991	0.938	0.006	ML18	02	0.0874038744473663	850	5	old	10
ML18_02_um.csv	1.107	0.853	0.006	ML18	02	0.0874038744473663	850	5	old	10
ML18_02_um.csv	0.973	0.714	0.007	ML18	02	0.094406974388263	850	5	old	10
ML18_02_um.csv	0.456	1.961	0.008	ML18	02	0.100925300880806	850	5	old	10
