 ,Area,X,Y
1,0.014,0.451,0.585
2,0.019,0.592,0.769
3,0.013,0.369,1.261
4,0.015,1.028,1.056
5,0.011,0.420,1.836
6,0.014,4.186,0.062
7,0.012,4.387,0.274
8,0.011,3.984,0.633
9,0.017,3.820,0.454
10,0.022,3.667,0.949
11,0.018,3.936,1.027
12,0.016,4.012,1.284
13,0.014,3.731,1.276
14,0.023,2.870,0.950
15,0.016,1.987,0.194
16,0.013,2.426,0.258
17,0.018,2.362,0.704
18,0.017,1.699,0.740
19,0.021,0.833,0.918
20,0.023,1.010,1.336
21,0.013,0.989,1.750
22,0.017,1.124,1.576
23,0.017,0.303,2.376
24,0.011,1.402,2.217
25,0.014,1.552,2.543
26,0.018,1.591,2.317
27,0.012,2.117,2.002
28,0.020,2.281,1.834
29,0.023,2.855,1.862
30,0.017,3.115,1.870
31,0.016,3.472,1.680
32,0.015,2.732,3.111
33,0.022,2.014,3.107
34,0.014,4.171,2.928
35,0.014,4.410,2.789
36,0.015,4.665,2.702
37,0.016,4.450,2.522
38,0.016,3.686,2.372
39,0.013,3.900,2.386
40,0.014,4.410,1.610
41,0.010,4.521,1.447
42,0.017,2.682,2.174
43,0.012,6.814,5.091
44,0.015,7.210,4.999
45,0.018,6.924,4.906
46,0.013,7.563,3.374
47,0.011,5.183,2.961
48,0.013,4.816,3.247
49,0.018,5.363,3.297
50,0.018,5.287,3.652
51,0.017,5.622,4.740
52,0.015,4.574,4.237
53,0.016,4.412,4.434
54,0.013,4.445,4.655
55,0.013,4.365,4.862
56,0.015,6.188,3.079
57,0.012,6.030,3.554
58,0.017,5.243,4.139
59,0.020,5.977,3.831
60,0.014,7.128,3.814
61,0.013,7.487,3.747
62,0.016,6.029,4.168
63,0.012,5.695,4.593
64,0.012,6.680,4.614
65,0.014,7.063,3.407
66,0.013,4.765,1.513
67,0.017,5.578,1.003
68,0.017,5.192,0.812
69,0.020,7.133,0.577
70,0.018,6.756,2.463
71,0.017,5.393,2.406
72,0.020,5.323,2.068
73,0.019,5.741,1.231
74,0.019,7.089,1.404
75,0.022,5.158,1.299
76,0.013,4.355,2.248
77,0.012,4.993,1.414
78,0.016,5.528,1.771
79,0.013,3.754,3.796
80,0.011,2.669,3.846
81,0.014,1.134,4.018
82,0.015,2.883,2.272
83,0.015,3.129,2.660
84,0.020,4.106,2.107
85,0.018,3.448,2.754
86,0.020,1.788,1.986
87,0.011,1.734,3.263
88,0.019,2.418,3.716
89,0.011,2.670,3.681
90,0.010,3.664,3.275
91,0.010,2.965,2.958
92,0.020,2.447,4.241
93,0.018,2.090,4.259
94,0.016,0.869,4.674
95,0.012,1.276,4.830
96,0.009,0.506,3.621
97,0.013,0.236,4.849
98,0.019,0.665,5.000
99,0.016,2.572,4.715
100,0.013,2.988,3.150
