 ,Area,X,Y
1,0.024,0.422,0.284
2,0.014,0.548,0.479
3,0.011,0.754,0.487
4,0.016,1.029,0.801
5,0.028,0.781,0.981
6,0.012,0.647,1.448
7,0.015,0.355,1.536
8,0.010,0.269,1.324
9,0.018,0.925,1.410
10,0.014,1.101,1.171
11,0.020,1.470,0.806
12,0.008,1.685,0.737
13,0.013,2.028,0.619
14,0.013,1.072,1.869
15,0.010,0.412,2.297
16,0.017,0.338,3.106
17,0.013,0.770,2.502
18,0.016,1.036,3.003
19,0.020,1.229,1.617
20,0.009,1.458,1.240
21,0.018,2.292,0.690
22,0.013,2.746,0.700
23,0.013,2.746,0.700
24,0.008,3.564,0.490
25,0.017,3.973,0.728
26,0.021,3.936,1.042
27,0.013,3.667,1.608
28,0.010,3.444,1.635
29,0.015,3.863,1.560
30,0.014,3.147,3.098
31,0.012,2.880,2.866
32,0.017,2.433,2.772
33,0.011,2.654,2.345
34,0.016,2.661,2.147
35,0.013,2.872,2.481
36,0.012,3.134,2.490
37,0.013,4.269,2.822
38,0.014,4.015,2.117
39,0.012,4.622,3.146
40,0.014,4.527,1.563
41,0.023,6.636,4.698
42,0.009,6.344,4.554
43,0.015,7.047,4.166
44,0.013,7.196,4.011
45,0.012,7.470,4.038
46,0.013,3.218,4.522
47,0.022,3.142,4.823
48,0.012,3.644,4.581
49,0.015,4.167,4.670
50,0.018,3.800,3.824
51,0.013,3.763,3.567
52,0.013,3.925,3.508
53,0.014,3.253,3.397
54,0.016,3.849,3.052
55,0.016,5.139,4.548
56,0.015,5.042,2.345
57,0.015,6.816,2.700
58,0.009,7.470,2.789
59,0.011,6.842,2.953
60,0.012,6.069,3.739
61,0.010,5.933,3.575
62,0.012,5.765,3.113
63,0.010,5.590,3.047
64,0.012,5.389,3.041
65,0.016,5.896,2.654
66,0.014,6.147,2.668
67,0.012,6.299,2.955
68,0.012,5.796,2.419
69,0.019,4.796,4.097
70,0.011,4.536,4.170
71,0.021,3.953,4.134
72,0.012,3.489,4.263
73,0.015,0.134,4.936
74,0.013,0.337,4.842
75,0.011,1.241,3.199
76,0.013,2.112,3.295
77,0.009,3.052,3.245
78,0.010,3.596,3.122
79,0.016,2.345,4.100
80,0.012,2.038,4.125
81,0.015,1.815,4.591
82,0.016,1.104,5.072
