 ,Area,X,Y
1,0.007,0.184,0.396
2,0.011,0.473,0.379
3,0.009,0.497,0.606
4,0.008,0.683,0.519
5,0.012,0.889,0.623
6,0.009,0.847,0.834
7,0.009,0.684,1.193
8,0.009,1.084,0.961
9,0.007,1.815,0.474
10,0.008,1.758,0.638
11,0.006,1.126,1.738
12,0.006,0.106,2.113
13,0.008,0.281,2.000
14,0.006,0.411,2.281
15,0.008,2.095,0.079
16,0.007,2.408,0.115
17,0.009,3.373,0.302
18,0.011,3.678,1.123
19,0.008,3.044,1.257
20,0.008,3.015,1.439
21,0.007,2.853,1.336
22,0.007,3.653,2.219
23,0.009,3.387,2.360
24,0.008,2.763,1.675
25,0.008,2.156,1.621
26,0.007,2.142,1.438
27,0.006,1.686,1.743
28,0.008,1.561,1.703
29,0.007,1.596,2.015
30,0.009,2.896,0.351
31,0.006,3.211,0.449
32,0.007,3.701,0.329
33,0.008,9.606,2.004
34,0.010,7.316,0.519
35,0.006,8.210,0.413
36,0.010,8.065,0.334
37,0.009,8.090,0.548
38,0.006,9.334,0.538
39,0.007,10.008,0.487
40,0.011,9.937,1.278
41,0.008,9.786,2.388
42,0.009,9.387,2.372
43,0.010,8.467,2.383
44,0.008,7.479,2.560
45,0.005,7.218,2.145
46,0.011,7.810,1.903
47,0.009,8.199,1.955
48,0.009,8.494,1.793
49,0.009,8.866,1.671
50,0.010,9.361,1.138
51,0.012,9.151,0.850
52,0.006,7.950,1.234
53,0.006,7.550,1.444
54,0.007,8.410,6.941
55,0.007,8.285,5.703
56,0.011,8.694,5.376
57,0.009,9.543,5.333
58,0.010,9.215,5.937
59,0.009,9.957,5.435
60,0.008,10.635,5.728
61,0.010,10.913,5.769
62,0.010,10.860,6.566
63,0.004,10.670,6.611
64,0.007,10.436,6.656
65,0.007,10.381,6.806
66,0.009,10.469,6.426
67,0.007,10.117,6.337
68,0.007,9.985,6.409
69,0.007,9.637,6.439
70,0.005,9.742,6.356
71,0.004,9.326,6.157
72,0.006,9.576,6.005
73,0.007,9.856,5.980
74,0.008,9.030,5.518
75,0.006,9.077,6.157
76,0.005,9.246,6.663
77,0.008,9.032,6.693
78,0.010,0.409,7.222
79,0.007,0.187,6.598
80,0.007,3.136,7.416
81,0.008,3.028,6.406
82,0.008,3.572,5.680
83,0.006,2.742,5.394
84,0.007,2.446,5.517
85,0.010,1.967,5.699
86,0.007,1.789,5.672
87,0.009,1.349,6.324
88,0.005,1.479,6.438
89,0.007,1.924,6.511
90,0.007,2.263,6.389
91,0.007,1.361,5.743
92,0.007,1.382,5.899
93,0.008,1.169,5.669
94,0.007,1.258,6.632
95,0.006,1.018,6.806
96,0.006,0.958,7.057
97,0.008,1.704,6.578
98,0.008,1.826,6.164
99,0.006,2.010,6.255
100,0.007,2.045,5.392
101,0.006,2.511,5.389
102,0.006,3.099,5.804
103,0.007,2.977,5.931
104,0.007,3.193,5.921
105,0.005,1.337,6.118
