 ,Area,X,Y
1,0.013,0.938,0.295
2,0.023,1.157,0.652
3,0.015,0.694,1.217
4,0.017,0.582,1.640
5,0.019,0.189,1.597
6,0.017,0.459,1.817
7,0.017,1.071,1.638
8,0.022,0.559,2.268
9,0.021,0.706,2.532
10,0.012,0.562,3.008
11,0.020,1.984,0.685
12,0.015,2.124,0.863
13,0.010,1.502,1.459
14,0.013,1.391,1.637
15,0.025,1.397,2.000
16,0.017,1.134,2.703
17,0.020,1.077,3.003
18,0.019,1.681,0.598
19,0.020,2.536,1.101
20,0.022,2.368,2.155
21,0.017,2.230,2.861
22,0.020,3.285,0.175
23,0.019,3.543,0.283
24,0.018,3.686,0.572
25,0.020,4.415,0.561
26,0.014,4.461,0.262
27,0.025,4.408,1.305
28,0.022,4.418,2.558
29,0.017,4.541,2.863
30,0.018,3.648,2.919
31,0.015,3.215,2.440
32,0.015,2.688,2.245
33,0.017,2.765,0.413
34,0.016,4.657,0.961
35,0.012,4.007,1.442
36,0.013,3.796,2.641
37,0.011,2.128,2.570
38,0.017,7.170,4.609
39,0.020,6.271,4.886
40,0.023,7.111,2.093
41,0.017,6.698,2.543
42,0.022,6.638,3.455
43,0.016,5.668,3.363
44,0.014,5.930,3.497
45,0.017,5.012,4.141
46,0.013,5.437,4.164
47,0.018,6.051,3.808
48,0.017,6.764,4.118
49,0.018,6.978,4.431
50,0.021,3.714,3.722
51,0.015,5.654,2.352
52,0.015,7.169,2.768
53,0.015,7.024,2.615
54,0.023,6.516,2.830
55,0.015,5.145,3.426
56,0.015,5.233,3.992
57,0.013,5.601,4.544
58,0.015,3.132,4.774
59,0.016,2.880,4.818
60,0.019,3.092,3.635
61,0.022,3.157,3.256
62,0.021,1.608,3.006
63,0.021,1.684,3.440
64,0.011,1.938,3.530
65,0.011,0.914,4.091
66,0.018,0.610,4.164
67,0.018,0.315,4.358
68,0.021,1.568,4.026
69,0.012,0.729,4.887
70,0.009,0.900,5.014
