 ,Area,X,Y
1,3069.465,119.911,162.269
2,2041.117,110.208,249.929
3,1480.199,160.821,311.025
4,1760.658,163.393,375.289
5,2430.643,827.816,641.358
6,1869.725,655.381,298.053
7,2228.089,667.795,1048.197
8,2383.900,985.002,998.727
9,1994.374,1004.183,245.287
10,2025.536,394.485,601.171
11,2072.279,700.316,575.339
12,1620.428,773.326,705.767
13,2399.481,832.287,1028.267
14,2430.643,1430.865,190.558
15,2368.319,1351.841,637.850
16,1916.468,1718.753,1119.568
17,2492.967,1484.869,795.575
18,2586.453,1261.537,701.927
19,2586.453,812.189,513.622
20,3022.722,1208.459,1237.270
21,1916.468,1719.972,478.504
22,1994.374,1834.222,538.557
23,2415.062,1842.681,157.446
24,1900.887,1134.812,202.800
25,2228.089,840.840,742.351
26,1838.563,253.964,1153.878
27,2757.845,2620.070,485.861
28,2305.994,3558.982,62.836
29,2492.967,3052.952,167.735
30,2290.413,3737.527,579.405
31,2461.805,3874.558,1075.660
32,2570.872,3322.954,1095.682
33,2477.386,3088.699,1057.686
34,2477.386,2080.727,960.518
35,2789.007,2149.582,994.396
36,1838.563,2441.160,694.086
37,3209.695,2721.556,145.130
38,1854.144,2805.407,724.260
39,1651.591,2728.652,737.174
40,2056.698,2857.295,1096.597
41,2477.386,2792.306,1181.243
42,2461.805,2772.442,54.862
43,2539.710,3198.207,458.793
44,2337.156,3035.750,660.354
45,1900.887,2845.862,345.549
46,3116.209,3259.351,246.942
47,3178.533,2852.802,1259.125
48,2975.979,3542.314,2385.699
49,2617.615,3089.642,2415.408
50,2087.860,2380.683,1525.036
51,2929.236,2796.272,2614.613
52,2524.129,2853.715,2421.804
53,2742.264,2475.687,2255.401
54,2383.900,2349.343,1670.642
55,2243.670,3435.150,2340.766
56,2430.643,3350.408,1794.875
57,3131.790,3781.134,1823.851
58,2492.967,3913.534,2612.583
59,2243.670,3773.465,2174.240
60,1932.049,3679.664,1500.477
61,2259.251,2508.526,1547.839
62,2041.117,2560.536,1961.935
63,2305.994,2967.183,1894.829
64,2041.117,3062.474,1653.806
65,2041.117,2911.302,1501.188
66,2882.493,2982.834,1400.549
67,2757.845,3443.759,1808.357
68,2773.426,3276.334,2437.447
69,2368.319,2794.858,2324.950
70,3162.952,2114.295,2092.672
71,2072.279,266.353,2544.232
72,2196.927,1565.966,2279.612
73,2352.738,342.642,1549.465
74,3100.628,1295.314,1532.032
75,2492.967,1138.544,1757.306
76,3178.533,1897.714,1573.979
77,1978.792,1844.671,1658.558
78,2009.955,1797.804,1724.947
79,4144.557,1403.615,2047.750
80,1822.982,1301.811,2160.564
81,2383.900,1027.235,2006.832
82,2087.860,842.657,2190.595
83,2477.386,562.811,2472.377
84,3116.209,598.546,2207.439
85,2664.358,883.718,1662.810
86,2524.129,1257.624,1723.233
87,1978.792,1157.315,1549.588
88,2305.994,1485.885,1828.579
89,2648.777,1595.469,2194.109
90,1573.685,1861.300,2219.370
91,2835.750,1232.376,1426.184
92,1900.887,2410.140,1019.887
93,1651.591,2445.044,963.137
94,1417.875,2456.360,895.491
95,2150.184,2392.940,1589.811
96,2446.224,2625.936,1641.378
97,1636.010,1139.054,705.981
98,2648.777,1748.275,761.338
99,2259.251,1581.785,1737.118
100,2617.615,1448.206,1736.358
101,1791.820,1774.338,1431.062
102,1791.820,1918.843,1162.852
103,2711.101,1987.276,987.910
