 ,Area,X,Y
1,5653.221,230.631,520.456
2,4225.640,1019.742,366.090
3,8793.900,1046.550,463.901
4,4225.640,481.789,1001.871
5,3140.679,602.404,1145.660
6,9422.036,1490.061,100.321
7,5082.189,1658.774,1163.260
8,6909.493,1358.296,1010.876
9,3883.021,1706.140,1435.434
10,5710.325,194.886,1343.047
11,6623.977,5439.434,625.966
12,3768.814,5603.156,1433.592
13,6909.493,4295.467,1533.910
14,4396.950,3728.333,805.865
15,7537.629,3781.884,1327.798
16,6509.770,6961.217,4433.710
17,4682.466,5930.603,3570.526
18,5253.499,5664.791,3633.608
19,7137.906,3486.496,4155.352
20,3883.021,3530.076,3149.464
21,4910.879,4624.330,3173.274
22,4225.640,4493.155,3283.373
23,4339.847,4414.785,3151.926
24,4967.983,5030.614,3724.352
25,6681.080,3950.233,3605.338
26,6452.667,1947.313,4292.355
27,5881.634,1946.136,3571.260
28,5082.189,2339.299,3521.535
29,3711.711,2383.083,3353.243
30,4511.157,1102.748,4035.692
31,7252.112,2091.264,2553.827
32,3654.608,1520.544,3273.691
33,7080.803,2845.269,2065.347
34,3140.679,1958.208,2384.266
