 ,Area,X,Y
1,1651.662,264.772,170.668
2,2274.931,244.818,269.773
3,1480.263,348.012,140.339
4,1495.845,334.334,214.145
5,2835.873,309.326,673.395
6,2757.964,282.705,1036.920
7,2415.166,404.274,1032.848
8,2041.205,149.804,1167.743
9,1947.715,486.616,1269.016
10,2617.729,995.042,75.235
11,3724.030,1869.095,123.665
12,3334.488,1622.811,203.806
13,2165.859,1563.996,287.945
14,2742.382,1032.551,357.416
15,2087.950,873.871,606.658
16,2415.166,911.295,681.609
17,2508.657,504.246,338.358
18,2539.820,1824.132,996.783
19,2446.330,1724.912,964.076
20,2150.277,1554.949,911.013
21,2913.781,1440.399,951.960
22,2368.421,999.282,730.081
23,2087.950,720.159,825.972
24,2087.950,663.629,587.333
25,2384.003,386.752,727.103
26,2446.330,427.711,649.066
27,2290.512,1414.836,137.231
28,2384.003,1722.381,215.931
29,2493.075,1530.025,535.016
30,2898.199,1387.564,1109.486
31,2555.402,1018.734,1048.195
32,2555.402,3574.511,1018.204
33,2368.421,3301.298,1219.789
34,3007.271,2809.003,713.952
35,1978.878,3033.832,692.701
36,2197.022,2312.892,368.239
37,1199.792,2195.070,656.314
38,1760.734,3013.816,312.908
39,2882.618,3085.252,407.528
40,2867.036,2899.192,753.261
41,2150.277,3830.406,334.783
42,2399.584,3651.649,273.214
43,2337.258,3679.263,566.632
44,3334.488,3395.770,1215.107
45,2150.277,2512.100,1238.959
46,1916.551,2056.916,1240.581
47,1480.263,2249.273,405.935
48,2274.931,2210.607,1388.771
49,2228.186,3293.416,1334.887
50,2539.820,3089.857,1555.663
51,1963.296,2397.650,2089.474
52,1589.335,2440.402,2363.971
53,2290.512,3673.080,1461.936
54,2181.440,3627.406,2212.444
55,1776.316,3413.539,2424.411
56,1947.715,3189.774,2156.511
57,2119.114,2900.416,2144.901
58,2804.709,2904.737,1950.329
59,2212.604,2689.576,1569.774
60,2306.094,3602.427,1508.268
61,2586.565,2997.337,1918.041
62,1854.224,3024.397,2034.105
63,2477.493,2777.197,1335.539
64,2695.637,3506.438,1289.363
65,2321.676,2746.693,1822.505
66,2384.003,287.758,2182.443
67,2056.787,1083.313,2328.559
68,2025.623,1378.451,2133.947
69,2181.440,447.124,1346.955
70,1947.715,323.005,1459.721
71,1776.316,409.003,1463.539
72,2415.166,1121.498,1520.514
73,1417.936,1047.072,1776.034
74,2524.238,1651.096,2376.340
75,2430.748,1776.999,1521.711
76,2181.440,1785.789,1806.964
77,2274.931,503.235,2298.369
78,2041.205,325.748,2259.447
79,2773.546,1166.824,1603.718
80,2119.114,838.206,1899.700
81,2306.094,1149.564,1964.216
82,2539.820,1548.979,1902.450
83,2072.368,1390.557,2229.803
84,1963.296,1794.956,2115.695
85,2087.950,1149.273,2396.877
86,1854.224,1145.815,1183.962
87,1978.878,1840.608,1336.837
88,2165.859,1932.066,1401.813
89,2617.729,2679.182,1122.744
90,2119.114,1446.943,811.242
91,2633.310,2866.222,1732.673
92,2072.368,2849.659,1127.597
93,2726.801,1990.568,1548.192
94,2119.114,1679.692,1797.852
95,2337.258,1151.184,1004.921
96,2384.003,2079.089,722.743
97,1963.296,2175.501,712.563
98,1932.133,1346.562,1808.372
99,1807.479,2074.206,1156.477
100,1620.499,1131.339,1113.499
