level,Nation_fk,Year,Region,Country,All Religions,Buddhists,Christians,Folk Religions,Hindus,Jews,Muslims,Other Religions,Unaffiliated
1,237,2020,Sub-Saharan Africa,South Sudan, 100,1.00,60.5,32.9,1.00,1.00, 6.2,1.00,1.00
1,238,2020,Latin America-Caribbean,Curacao, 100,1.00,93.9, 1.2,1.00,1.00,1.00,1.00, 3.3
1,239,2020,Latin America-Caribbean,Sint Maarten, 100,1.00,93.9, 1.2,1.00,1.00,1.00,1.00, 3.3
1,240,2020,Latin America-Caribbean,Caribbean Netherlands, 100,1.00,93.9, 1.2,1.00,1.00,1.00,1.00, 3.3
3,10000,2030, World, All Countries, 100, 6.1,31.0, 5.4,15.2,1.00,26.5,1.00,14.8
2,1001,2030,North America, All Countries, 100, 1.3,71.4,1.00, 1.0, 1.5, 1.7, 1.1,21.6
2,1002,2030,Latin America-Caribbean, All Countries, 100,1.00,89.3, 1.8,1.00,1.00,1.00,1.00, 8.3
2,1003,2030,Europe, All Countries,****,1.00,69.9,1.00,1.00,1.00, 7.8,1.00,21.2
2,1004,2030,Middle East-North Africa, All Countries, 100,1.00, 3.4,1.00,1.00, 1.5,93.3,1.00,1.00
2,1005,2030,Sub-Saharan Africa, All Countries,****,1.00,60.8, 3.2,1.00,1.00,32.8,1.00, 2.9
2,1006,2030,Asia-Pacific, All Countries, 100,10.7, 7.4, 8.2,26.7,1.00,27.0, 1.1,19.0
1,1,2030,Asia-Pacific,Afghanistan, 100,1.00,1.00,1.00,1.00,1.00,99.0,1.00,1.00
1,2,2030,Europe,Albania, 100,1.00,15.4,1.00,1.00,1.00,83.6,1.00,1.00
1,3,2030,Middle East-North Africa,Algeria, 100,1.00,1.00,1.00,1.00,1.00,97.9,1.00, 1.8
1,4,2030,Asia-Pacific,American Samoa, 100,1.00,98.3,1.00,1.00,1.00,1.00,1.00,1.00
1,5,2030,Europe,Andorra, 100,1.00,89.5,1.00,1.00,1.00,1.00,1.00, 8.8
1,6,2030,Sub-Saharan Africa,Angola, 100,1.00,90.5, 4.1,1.00,1.00,1.00,1.00, 5.2
1,7,2030,Latin America-Caribbean,Anguilla, 100,1.00,90.6, 2.9,1.00,1.00,1.00, 1.6, 4.0
1,8,2030,Latin America-Caribbean,Antigua and Barbuda, 100,1.00,93.0, 3.6,1.00,1.00,1.00,1.00, 1.7
1,9,2030,Latin America-Caribbean,Argentina, 100,1.00,85.6,1.00,1.00,1.00,1.00,1.00,12.1
1,10,2030,Asia-Pacific,Armenia, 100,1.00,98.0,1.00,1.00,1.00,1.00,1.00, 1.3
1,11,2030,Latin America-Caribbean,Aruba, 100,1.00,91.4, 1.4,1.00,1.00,1.00,1.00, 6.4
1,12,2030,Asia-Pacific,Australia, 100, 3.1,56.5,1.00, 1.9,1.00, 3.6,1.00,32.8
1,13,2030,Europe,Austria, 100,1.00,76.5,1.00,1.00,1.00, 7.1,1.00,15.4
1,14,2030,Asia-Pacific,Azerbaijan, 100,1.00, 2.3,1.00,1.00,1.00,97.6,1.00,1.00
1,15,2030,Latin America-Caribbean,Bahamas, 100,1.00,96.4,1.00,1.00,1.00,1.00,1.00, 2.8
1,16,2030,Middle East-North Africa,Bahrain, 100, 3.5,13.5,1.00,10.5,1.00,69.4,1.00, 2.1
1,17,2030,Asia-Pacific,Bangladesh, 100,1.00,1.00,1.00, 7.9,1.00,91.1,1.00,1.00
1,18,2030,Latin America-Caribbean,Barbados, 100,1.00,95.2,1.00,1.00,1.00,1.00, 1.4, 1.9
1,19,2030,Europe,Belarus, 100,1.00,70.7,1.00,1.00,1.00, 1.1,1.00,28.1
1,20,2030,Europe,Belgium, 100,1.00,57.3,1.00,1.00,1.00, 8.9,1.00,32.4
1,21,2030,Latin America-Caribbean,Belize, 100,1.00,87.5, 1.5,1.00, 1.1,1.00,1.00, 9.1
1,22,2030,Sub-Saharan Africa,Benin, 100,1.00,50.9,18.2,1.00,1.00,25.5,1.00, 5.4
1,23,2030,North America,Bermuda, 100,1.00,75.0, 3.0,1.00,1.00, 1.1,1.00,19.4
1,24,2030,Asia-Pacific,Bhutan, 100,74.7,1.00, 1.9,22.5,1.00,1.00,1.00,1.00
1,25,2030,Latin America-Caribbean,Bolivia, 100,1.00,94.1,1.00,1.00,1.00,1.00,1.00, 4.1
1,26,2030,Europe,Bosnia-Herzegovina, 100,1.00,50.0,1.00,1.00,1.00,47.7,1.00, 2.3
1,27,2030,Sub-Saharan Africa,Botswana, 100,1.00,79.9, 3.2,1.00,1.00, 1.2,1.00,15.0
1,28,2030,Latin America-Caribbean,Brazil, 100,1.00,87.4, 3.5,1.00,1.00,1.00,1.00, 8.8
1,29,2030,Latin America-Caribbean,British Virgin Islands, 100,1.00,84.5, 8.4, 1.2,1.00, 1.2,1.00, 3.9
1,30,2030,Asia-Pacific,Brunei, 100, 8.6, 9.4, 6.2,1.00,1.00,75.1,1.00,1.00
1,31,2030,Europe,Bulgaria, 100,1.00,80.0,1.00,1.00,1.00,14.6,1.00, 5.2
1,32,2030,Sub-Saharan Africa,Burkina Faso, 100,1.00,20.9,15.3,1.00,1.00,63.2,1.00,1.00
1,33,2030,Sub-Saharan Africa,Burundi, 100,1.00,90.9, 6.1,1.00,1.00, 3.0,1.00,1.00
1,34,2030,Asia-Pacific,Cambodia, 100,96.8,1.00,1.00,1.00,1.00, 2.0,1.00,1.00
1,35,2030,Sub-Saharan Africa,Cameroon, 100,1.00,68.9, 3.2,1.00,1.00,20.3, 2.7, 5.0
1,36,2030,North America,Canada, 100, 1.2,64.0, 1.3, 2.0, 1.2, 3.6, 1.5,25.2
1,37,2030,Sub-Saharan Africa,Cape Verde, 100,1.00,89.5, 1.4,1.00,1.00,1.00,1.00, 8.9
1,38,2030,Latin America-Caribbean,Cayman Islands, 100,1.00,83.5, 4.5,1.00,1.00,1.00,1.00, 9.4
1,39,2030,Sub-Saharan Africa,Central African Republic, 100,1.00,88.6,1.00,1.00,1.00, 9.4,1.00,1.00
1,40,2030,Sub-Saharan Africa,Chad, 100,1.00,41.4, 1.3,1.00,1.00,54.9,1.00, 2.2
1,41,2030,Europe,Channel Islands, 100,1.00,85.2,1.00,1.00,1.00,1.00,1.00,14.2
1,42,2030,Latin America-Caribbean,Chile, 100,1.00,87.5, 1.4,1.00,1.00,1.00,1.00,10.6
1,43,2030,Asia-Pacific,China, 100,18.4, 5.3,21.9,1.00,1.00, 2.2,1.00,51.6
1,44,2030,Latin America-Caribbean,Colombia, 100,1.00,92.1,1.00,1.00,1.00,1.00,1.00, 6.9
1,45,2030,Sub-Saharan Africa,Comoros, 100,1.00,1.00,1.00,1.00,1.00,98.3,1.00,1.00
1,46,2030,Sub-Saharan Africa,Republic of the Congo, 100,1.00,87.3, 2.7,1.00,1.00, 1.1, 1.0, 7.8
1,47,2030,Sub-Saharan Africa,Democratic Republic of the Congo, 100,1.00,95.8,1.00,1.00,1.00, 1.6,1.00, 1.7
1,48,2030,Asia-Pacific,Cook Islands, 100,1.00,96.0,1.00,1.00,1.00,1.00,1.00, 3.2
1,49,2030,Latin America-Caribbean,Costa Rica, 100,1.00,90.6,1.00,1.00,1.00,1.00,1.00, 8.2
1,50,2030,Sub-Saharan Africa,Ivory Coast, 100,1.00,43.3,11.0,1.00,1.00,37.1,1.00, 8.4
1,51,2030,Europe,Croatia, 100,1.00,93.4,1.00,1.00,1.00, 1.7,1.00, 4.8
1,52,2030,Latin America-Caribbean,Cuba, 100,1.00,58.5,17.8,1.00,1.00,1.00,1.00,23.3
1,53,2030,Asia-Pacific,Cyprus, 100,1.00,71.3,1.00,1.00,1.00,24.9,1.00, 2.5
1,54,2030,Europe,Czech Republic, 100,1.00,19.3,1.00,1.00,1.00,1.00,1.00,79.5
1,55,2030,Europe,Denmark, 100,1.00,80.9,1.00,1.00,1.00, 6.2,1.00,11.7
1,56,2030,Sub-Saharan Africa,Djibouti, 100,1.00, 2.3,1.00,1.00,1.00,96.9,1.00,1.00
1,57,2030,Latin America-Caribbean,Dominica, 100,1.00,94.4, 3.0,1.00,1.00,1.00, 1.7,1.00
1,58,2030,Latin America-Caribbean,Dominican Republic, 100,1.00,88.1,1.00,1.00,1.00,1.00,1.00,10.8
1,59,2030,Latin America-Caribbean,Ecuador, 100,1.00,93.9,1.00,1.00,1.00,1.00,1.00, 5.7
1,60,2030,Middle East-North Africa,Egypt, 100,1.00, 4.3,1.00,1.00,1.00,95.7,1.00,1.00
1,61,2030,Latin America-Caribbean,El Salvador, 100,1.00,87.9,1.00,1.00,1.00,1.00,1.00,11.3
1,62,2030,Sub-Saharan Africa,Equatorial Guinea, 100,1.00,88.7, 1.7,1.00,1.00, 4.0,1.00, 5.0
1,63,2030,Sub-Saharan Africa,Eritrea, 100,1.00,62.9,1.00,1.00,1.00,36.6,1.00,1.00
1,64,2030,Europe,Estonia, 100,1.00,39.3,1.00,1.00,1.00,1.00,1.00,60.2
1,65,2030,Sub-Saharan Africa,Ethiopia, 100,1.00,60.7, 2.0,1.00,1.00,37.3,1.00,1.00
1,66,2030,Europe,Faeroe Islands, 100,1.00,98.0,1.00,1.00,1.00,1.00,1.00, 1.7
1,67,2030,Latin America-Caribbean,Falkland Islands (Malvinas), 100,1.00,67.2,1.00,1.00,1.00,1.00,1.00,31.5
1,68,2030,Asia-Pacific,Fiji, 100,1.00,64.4,1.00,27.9,1.00, 6.3,1.00,1.00
1,69,2030,Europe,Finland, 100,1.00,75.8,1.00,1.00,1.00, 1.9,1.00,21.8
1,70,2030,Europe,France, 100,1.00,53.1,1.00,1.00,1.00, 9.1,1.00,36.1
1,71,2030,Latin America-Caribbean,French Guiana, 100,1.00,83.7, 8.1, 1.1,1.00, 1.6,1.00, 4.3
1,72,2030,Asia-Pacific,French Polynesia, 100,1.00,94.0,1.00,1.00,1.00,1.00,1.00, 4.9
1,73,2030,Sub-Saharan Africa,Gabon, 100,1.00,74.3, 5.7,1.00,1.00,13.4,1.00, 5.9
1,74,2030,Sub-Saharan Africa,Gambia, 100,1.00, 3.9,1.00,1.00,1.00,95.5,1.00,1.00
1,75,2030,Europe,Georgia, 100,1.00,86.8,1.00,1.00,1.00,12.4,1.00,1.00
1,76,2030,Europe,Germany, 100,1.00,63.7,1.00,1.00,1.00, 7.9,1.00,27.6
1,77,2030,Sub-Saharan Africa,Ghana, 100,1.00,71.9, 5.3,1.00,1.00,18.9,1.00, 3.7
1,78,2030,Europe,Gibraltar, 100,1.00,88.8,1.00, 1.8, 2.1, 4.0,1.00, 2.9
1,79,2030,Europe,Greece, 100,1.00,87.0,1.00,1.00,1.00, 6.5,1.00, 6.0
1,80,2030,North America,Greenland, 100,1.00,96.1,1.00,1.00,1.00,1.00,1.00, 2.5
1,81,2030,Latin America-Caribbean,Grenada, 100,1.00,96.6, 1.3,1.00,1.00,1.00,1.00,1.00
1,82,2030,Latin America-Caribbean,Guadeloupe, 100,1.00,95.9,1.00,1.00,1.00,1.00,1.00, 2.5
1,83,2030,Asia-Pacific,Guam, 100, 1.1,94.2, 1.5,1.00,1.00,1.00, 1.6, 1.7
1,84,2030,Latin America-Caribbean,Guatemala, 100,1.00,95.5,1.00,1.00,1.00,1.00,1.00, 3.8
1,85,2030,Sub-Saharan Africa,Guinea, 100,1.00,10.6, 2.6,1.00,1.00,84.9,1.00, 1.8
1,86,2030,Sub-Saharan Africa,Guinea-Bissau, 100,1.00,17.9,30.5,1.00,1.00,47.1,1.00, 4.4
1,87,2030,Latin America-Caribbean,Guyana, 100,1.00,69.8,1.00,21.7,1.00, 5.8,1.00, 1.9
1,88,2030,Latin America-Caribbean,Haiti, 100,1.00,86.8, 2.0,1.00,1.00,1.00,1.00,10.8
1,89,2030,Europe,Vatican City, 100,1.00,99.0,1.00,1.00,1.00,1.00,1.00,1.00
1,90,2030,Latin America-Caribbean,Honduras, 100,1.00,87.6, 1.2,1.00,1.00,1.00,1.00,10.3
1,91,2030,Asia-Pacific,Hong Kong, 100,13.4,15.9,13.2,1.00,1.00, 2.4, 1.4,53.2
1,92,2030,Europe,Hungary, 100,1.00,77.6,1.00,1.00,1.00,1.00,1.00,21.9
1,93,2030,Europe,Iceland, 100,1.00,92.9,1.00,1.00,1.00,1.00,1.00, 4.4
1,94,2030,Asia-Pacific,India, 100,1.00, 2.3,1.00,78.2,1.00,16.3, 1.9,1.00
1,95,2030,Asia-Pacific,Indonesia, 100,1.00,10.5,1.00, 1.5,1.00,86.8,1.00,1.00
1,96,2030,Asia-Pacific,Iran, 100,1.00,1.00,1.00,1.00,1.00,99.0,1.00,1.00
1,97,2030,Middle East-North Africa,Iraq, 100,1.00,1.00,1.00,1.00,1.00,99.0,1.00,1.00
1,98,2030,Europe,Ireland, 100,1.00,87.5,1.00,1.00,1.00, 2.0,1.00, 9.5
1,99,2030,Europe,Isle of Man, 100,1.00,84.1,1.00,1.00,1.00,1.00,1.00,15.4
1,100,2030,Middle East-North Africa,Israel, 100,1.00, 2.0,1.00,1.00,72.3,21.9,1.00, 3.1
1,101,2030,Europe,Italy, 100,1.00,78.3,1.00,1.00,1.00, 6.1,1.00,14.5
1,102,2030,Latin America-Caribbean,Jamaica, 100,1.00,77.2, 4.6,1.00,1.00,1.00,1.00,17.1
1,103,2030,Asia-Pacific,Japan, 100,30.1, 1.9,1.00,1.00,1.00,1.00, 4.2,63.0
1,104,2030,Middle East-North Africa,Jordan, 100,1.00, 2.1,1.00,1.00,1.00,97.0,1.00,1.00
1,105,2030,Asia-Pacific,Kazakhstan, 100,1.00,21.5,1.00,1.00,1.00,73.7,1.00, 3.7
1,106,2030,Sub-Saharan Africa,Kenya, 100,1.00,83.6, 1.4,1.00,1.00,11.6,1.00, 2.3
1,107,2030,Asia-Pacific,Kiribati, 100,1.00,97.0,1.00,1.00,1.00,1.00, 2.2,1.00
1,108,2030,Europe,Kosovo, 100,1.00, 5.2,1.00,1.00,1.00,94.7,1.00,1.00
1,109,2030,Middle East-North Africa,Kuwait, 100, 6.5,12.8,1.00,10.5,1.00,69.6,1.00,1.00
1,110,2030,Asia-Pacific,Kyrgyzstan, 100,1.00, 8.9,1.00,1.00,1.00,90.5,1.00,1.00
1,111,2030,Asia-Pacific,Laos, 100,61.6, 1.5,35.1,1.00,1.00,1.00,1.00,1.00
1,112,2030,Europe,Latvia, 100,1.00,53.3,1.00,1.00,1.00,1.00,1.00,46.2
1,113,2030,Middle East-North Africa,Lebanon, 100,1.00,38.4,1.00,1.00,1.00,61.2,1.00,1.00
1,114,2030,Sub-Saharan Africa,Lesotho, 100,1.00,97.1,1.00,1.00,1.00,1.00,1.00, 2.8
1,115,2030,Sub-Saharan Africa,Liberia, 100,1.00,85.9,1.00,1.00,1.00,11.9,1.00, 1.3
1,116,2030,Middle East-North Africa,Libya, 100,1.00, 2.7,1.00,1.00,1.00,96.6,1.00,1.00
1,117,2030,Europe,Liechtenstein, 100,1.00,91.9,1.00,1.00,1.00, 5.0,1.00, 2.9
1,118,2030,Europe,Lithuania, 100,1.00,90.1,1.00,1.00,1.00,1.00,1.00, 9.6
1,119,2030,Europe,Luxembourg, 100,1.00,70.7,1.00,1.00,1.00, 2.3,1.00,26.5
1,120,2030,Asia-Pacific,Macau, 100,17.3, 7.2,58.9,1.00,1.00,1.00,1.00,15.4
1,121,2030,Europe,Republic of Macedonia, 100,1.00,50.9,1.00,1.00,1.00,47.9,1.00, 1.2
1,122,2030,Sub-Saharan Africa,Madagascar, 100,1.00,84.1, 4.8,1.00,1.00, 3.1,1.00, 7.7
1,123,2030,Sub-Saharan Africa,Malawi, 100,1.00,83.7, 1.6,1.00,1.00,12.9,1.00, 1.7
1,124,2030,Asia-Pacific,Malaysia, 100,13.8, 9.4, 2.1, 5.5,1.00,68.4,1.00,1.00
1,125,2030,Asia-Pacific,Maldives, 100,1.00,1.00,1.00,1.00,1.00,98.4,1.00,1.00
1,126,2030,Sub-Saharan Africa,Mali, 100,1.00, 2.3, 3.0,1.00,1.00,94.1,1.00,1.00
1,127,2030,Europe,Malta, 100,1.00,97.0,1.00,1.00,1.00,1.00,1.00, 2.5
1,128,2030,Asia-Pacific,Marshall Islands, 100,1.00,97.5,1.00,1.00,1.00,1.00,1.00, 1.5
1,129,2030,Latin America-Caribbean,Martinique, 100,1.00,96.5,1.00,1.00,1.00,1.00,1.00, 2.3
1,130,2030,Sub-Saharan Africa,Mauritania, 100,1.00,1.00,1.00,1.00,1.00,99.0,1.00,1.00
1,131,2030,Sub-Saharan Africa,Mauritius, 100,1.00,32.8,1.00,48.2,1.00,17.4,1.00,1.00
1,132,2030,Sub-Saharan Africa,Mayotte, 100,1.00,1.00,1.00,1.00,1.00,98.6,1.00,1.00
1,133,2030,Latin America-Caribbean,Mexico, 100,1.00,93.1,1.00,1.00,1.00,1.00,1.00, 6.7
1,134,2030,Asia-Pacific,Federated States of Micronesia, 100,1.00,95.3, 2.7,1.00,1.00,1.00,1.00,1.00
1,135,2030,Europe,Moldova, 100,1.00,97.3,1.00,1.00,1.00,1.00,1.00, 1.3
1,136,2030,Europe,Monaco, 100,1.00,86.0,1.00,1.00, 1.7,1.00,1.00,11.7
1,137,2030,Asia-Pacific,Mongolia, 100,53.9, 2.3, 3.4,1.00,1.00, 3.6,1.00,36.8
1,138,2030,Europe,Montenegro, 100,1.00,75.1,1.00,1.00,1.00,21.9,1.00, 3.0
1,139,2030,Latin America-Caribbean,Montserrat, 100,1.00,93.5,1.00,1.00,1.00,1.00, 1.5, 4.8
1,140,2030,Middle East-North Africa,Morocco, 100,1.00,1.00,1.00,1.00,1.00,99.0,1.00,1.00
1,141,2030,Sub-Saharan Africa,Mozambique, 100,1.00,58.6, 7.7,1.00,1.00,16.4,1.00,17.1
1,142,2030,Asia-Pacific,Burma (Myanmar), 100,79.7, 7.8, 5.7, 1.7,1.00, 4.4,1.00,1.00
1,143,2030,Sub-Saharan Africa,Namibia, 100,1.00,97.5,1.00,1.00,1.00,1.00,1.00, 1.9
1,144,2030,Asia-Pacific,Nauru, 100, 1.1,79.0, 8.1,1.00,1.00,1.00, 7.4, 4.5
1,145,2030,Asia-Pacific,Nepal, 100, 9.7,1.00, 3.6,80.4,1.00, 5.5,1.00,1.00
1,146,2030,Europe,Netherlands, 100,1.00,44.6,1.00,1.00,1.00, 7.7,1.00,46.1
1,148,2030,Asia-Pacific,New Caledonia, 100,1.00,85.2,1.00,1.00,1.00, 2.8,1.00,10.4
1,149,2030,Asia-Pacific,New Zealand, 100, 2.0,49.7,1.00, 2.9,1.00, 1.9,1.00,41.9
1,150,2030,Latin America-Caribbean,Nicaragua, 100,1.00,84.9, 1.4,1.00,1.00,1.00,1.00,13.4
1,151,2030,Sub-Saharan Africa,Niger, 100,1.00,1.00,1.00,1.00,1.00,98.1,1.00,1.00
1,152,2030,Sub-Saharan Africa,Nigeria, 100,1.00,44.2, 1.6,1.00,1.00,53.7,1.00,1.00
1,153,2030,Asia-Pacific,Niue, 100,1.00,96.4,1.00,1.00,1.00,1.00,1.00, 3.3
1,154,2030,Asia-Pacific,North Korea, 100, 1.5, 2.0,12.3,1.00,1.00,1.00,12.9,71.3
1,155,2030,Asia-Pacific,Northern Mariana Islands, 100,10.6,81.3, 5.3,1.00,1.00,1.00, 1.1, 1.0
1,156,2030,Europe,Norway, 100, 1.1,79.0,1.00,1.00,1.00, 6.1,1.00,12.8
1,157,2030,Middle East-North Africa,Oman, 100,1.00, 6.1,1.00, 5.7,1.00,86.3,1.00,1.00
1,158,2030,Asia-Pacific,Pakistan, 100,1.00, 1.5,1.00, 2.0,1.00,96.4,1.00,1.00
1,159,2030,Asia-Pacific,Palau, 100,1.00,86.7,1.00,1.00,1.00,1.00,10.4, 1.2
1,160,2030,Middle East-North Africa,Palestinian territories, 100,1.00, 1.8,1.00,1.00,1.00,98.1,1.00,1.00
1,161,2030,Latin America-Caribbean,Panama, 100,1.00,92.4,1.00,1.00,1.00,1.00,1.00, 5.3
1,162,2030,Asia-Pacific,Papua New Guinea, 100,1.00,99.0,1.00,1.00,1.00,1.00,1.00,1.00
1,163,2030,Latin America-Caribbean,Paraguay, 100,1.00,96.8, 1.8,1.00,1.00,1.00,1.00, 1.1
1,164,2030,Latin America-Caribbean,Peru, 100,1.00,95.4,1.00,1.00,1.00,1.00,1.00, 3.2
1,165,2030,Asia-Pacific,Philippines, 100,1.00,92.2, 1.6,1.00,1.00, 5.8,1.00,1.00
1,167,2030,Europe,Poland, 100,1.00,90.8,1.00,1.00,1.00,1.00,1.00, 9.0
1,168,2030,Europe,Portugal, 100,1.00,89.1,1.00,1.00,1.00,1.00,1.00, 9.5
1,169,2030,Latin America-Caribbean,Puerto Rico, 100,1.00,96.3,1.00,1.00,1.00,1.00,1.00, 2.3
1,170,2030,Middle East-North Africa,Qatar, 100, 4.0,13.3,1.00,16.9,1.00,64.3,1.00,1.00
1,171,2030,Sub-Saharan Africa,Reunion, 100,1.00,87.6,1.00, 4.5,1.00, 4.2, 1.1, 2.0
1,172,2030,Europe,Romania, 100,1.00,99.0,1.00,1.00,1.00,1.00,1.00,1.00
1,173,2030,Europe,Russia, 100,1.00,72.4,1.00,1.00,1.00,13.1,1.00,13.9
1,174,2030,Sub-Saharan Africa,Rwanda, 100,1.00,93.6,1.00,1.00,1.00, 2.5,1.00, 3.1
1,175,2030,Sub-Saharan Africa,St. Helena, 100,1.00,96.5,1.00,1.00,1.00,1.00,1.00, 3.3
1,176,2030,Latin America-Caribbean,St. Kitts and Nevis, 100,1.00,94.6, 1.3, 1.5,1.00,1.00,1.00, 1.6
1,177,2030,Latin America-Caribbean,St. Lucia, 100,1.00,92.0,1.00,1.00,1.00,1.00, 1.7, 5.5
1,178,2030,North America,St. Pierre and Miquelon, 100,1.00,94.7,1.00,1.00,1.00,1.00, 1.3, 3.8
1,179,2030,Latin America-Caribbean,St. Vincent and the Grenadines, 100,1.00,88.7, 2.0, 3.4,1.00, 1.5, 2.0, 2.5
1,180,2030,Asia-Pacific,Samoa, 100,1.00,97.2,1.00,1.00,1.00,1.00,1.00, 2.1
1,181,2030,Europe,San Marino, 100,1.00,91.6,1.00,1.00,1.00,1.00,1.00, 7.2
1,182,2030,Sub-Saharan Africa,Sao Tome and Principe, 100,1.00,80.7, 3.1,1.00,1.00,1.00, 2.5,13.6
1,183,2030,Middle East-North Africa,Saudi Arabia, 100,1.00, 4.2,1.00, 1.4,1.00,92.8,1.00,1.00
1,184,2030,Sub-Saharan Africa,Senegal, 100,1.00, 3.0,1.00,1.00,1.00,96.9,1.00,1.00
1,185,2030,Europe,Serbia, 100,1.00,90.6,1.00,1.00,1.00, 6.0,1.00, 3.4
1,186,2030,Sub-Saharan Africa,Seychelles, 100,1.00,94.0,1.00, 2.1,1.00, 1.1,1.00, 2.1
1,187,2030,Sub-Saharan Africa,Sierra Leone, 100,1.00,19.8,1.00,1.00,1.00,79.1,1.00,1.00
1,188,2030,Asia-Pacific,Singapore, 100,30.4,17.4, 2.5, 7.7,1.00,17.8, 7.4,16.5
1,189,2030,Europe,Slovakia, 100,1.00,82.1,1.00,1.00,1.00,1.00,1.00,17.0
1,190,2030,Europe,Slovenia, 100,1.00,76.4,1.00,1.00,1.00, 4.3,1.00,19.2
1,191,2030,Asia-Pacific,Solomon Islands, 100,1.00,97.4, 1.3,1.00,1.00,1.00,1.00,1.00
1,192,2030,Sub-Saharan Africa,Somalia, 100,1.00,1.00,1.00,1.00,1.00,99.0,1.00,1.00
1,193,2030,Sub-Saharan Africa,South Africa, 100,1.00,80.5,1.00,1.00,1.00, 2.1,1.00,15.4
1,194,2030,Asia-Pacific,South Korea, 100,20.7,31.2,1.00,1.00,1.00,1.00,1.00,46.5
1,195,2030,Europe,Spain, 100,1.00,71.4,1.00,1.00,1.00, 4.6,1.00,23.5
1,196,2030,Asia-Pacific,Sri Lanka, 100,68.0, 7.1,1.00,13.8,1.00,11.1,1.00,1.00
1,197,2030,Middle East-North Africa,Sudan, 100,1.00, 5.4, 2.8,1.00,1.00,90.7,1.00, 1.0
1,198,2030,Latin America-Caribbean,Suriname, 100,1.00,53.1, 6.1,17.7,1.00,13.5, 1.9, 6.9
1,199,2030,Sub-Saharan Africa,Swaziland, 100,1.00,88.9, 1.0,1.00,1.00,1.00,1.00, 9.1
1,200,2030,Europe,Sweden, 100,1.00,59.1,1.00,1.00,1.00, 8.3,1.00,30.7
1,201,2030,Europe,Switzerland, 100,1.00,67.3,1.00,1.00,1.00, 6.3,1.00,24.7
1,202,2030,Middle East-North Africa,Syria, 100,1.00, 5.2,1.00,1.00,1.00,92.8,1.00, 2.0
1,203,2030,Asia-Pacific,Taiwan, 100,21.0, 6.0,43.3,1.00,1.00,1.00,14.9,14.8
1,204,2030,Asia-Pacific,Tajikistan, 100,1.00, 1.9,1.00,1.00,1.00,96.3,1.00, 1.5
1,205,2030,Sub-Saharan Africa,Tanzania, 100,1.00,64.4,1.00,1.00,1.00,33.0,1.00, 1.8
1,206,2030,Asia-Pacific,Thailand, 100,91.9,1.00,1.00,1.00,1.00, 6.6,1.00,1.00
1,207,2030,Asia-Pacific,Timor-Leste, 100,1.00,99.0,1.00,1.00,1.00,1.00,1.00,1.00
1,208,2030,Sub-Saharan Africa,Togo, 100,1.00,40.3,38.8,1.00,1.00,14.1,1.00, 6.3
1,209,2030,Asia-Pacific,Tokelau, 100,1.00,99.0,1.00,1.00,1.00,1.00,1.00,1.00
1,210,2030,Asia-Pacific,Tonga, 100,1.00,98.9,1.00,1.00,1.00,1.00,1.00,1.00
1,211,2030,Latin America-Caribbean,Trinidad and Tobago, 100,1.00,66.7, 2.0,21.9,1.00, 5.7, 1.5, 1.8
1,212,2030,Middle East-North Africa,Tunisia, 100,1.00,1.00,1.00,1.00,1.00,99.0,1.00,1.00
1,213,2030,Asia-Pacific,Turkey, 100,1.00,1.00,1.00,1.00,1.00,98.0,1.00, 1.2
1,214,2030,Asia-Pacific,Turkmenistan, 100,1.00, 6.4,1.00,1.00,1.00,93.0,1.00,1.00
1,215,2030,Latin America-Caribbean,Turks and Caicos Islands, 100,1.00,92.1, 2.7,1.00,1.00,1.00,1.00, 4.6
1,216,2030,Asia-Pacific,Tuvalu, 100,1.00,96.7,1.00,1.00,1.00,1.00, 1.9, 1.3
1,217,2030,Sub-Saharan Africa,Uganda, 100,1.00,85.4,1.00,1.00,1.00,12.8,1.00,1.00
1,218,2030,Europe,Ukraine, 100,1.00,87.0,1.00,1.00,1.00, 2.3,1.00,10.4
1,219,2030,Middle East-North Africa,United Arab Emirates, 100, 2.6,12.9,1.00, 8.4,1.00,74.1,1.00, 1.1
1,220,2030,Europe,United Kingdom, 100,1.00,54.3,1.00, 1.7,1.00, 7.7,1.00,34.2
1,221,2030,North America,United States, 100, 1.3,72.2,1.00,1.00, 1.6, 1.4, 1.1,21.2
1,222,2030,Latin America-Caribbean,U.S. Virgin Islands, 100,1.00,94.8,1.00,1.00,1.00,1.00,1.00, 3.7
1,223,2030,Latin America-Caribbean,Uruguay, 100,1.00,56.6,1.00,1.00,1.00,1.00,1.00,42.0
1,224,2030,Asia-Pacific,Uzbekistan, 100,1.00, 1.8,1.00,1.00,1.00,97.4,1.00,1.00
1,225,2030,Asia-Pacific,Vanuatu, 100,1.00,93.5, 4.0,1.00,1.00,1.00, 1.4, 1.1
1,226,2030,Latin America-Caribbean,Venezuela, 100,1.00,89.5,1.00,1.00,1.00,1.00,1.00, 9.5
1,227,2030,Asia-Pacific,Vietnam, 100,16.1, 8.5,44.7,1.00,1.00,1.00,1.00,30.1
1,228,2030,Asia-Pacific,Wallis and Futuna, 100,1.00,97.4, 1.2,1.00,1.00,1.00,1.00,1.00
1,229,2030,Middle East-North Africa,Western Sahara, 100,1.00,1.00,1.00,1.00,1.00,99.0,1.00,1.00
