level,Nation_fk,Year,Region,Country,All Religions,Buddhists,Christians,Folk Religions,Hindus,Jews,Muslims,Other Religions,Unaffiliated
1,240,2010,Latin America-Caribbean,Caribbean Netherlands, 100,1.00,93.9, 1.2,1.00,1.00,1.00,1.00, 3.3
3,10000,2020, World, All Countries,****, 6.6,31.1, 5.6,15.2,1.00,24.9,1.00,15.6
2,1001,2020,North America, All Countries, 100, 1.2,74.6,1.00,1.00, 1.6, 1.3,1.00,19.2
2,1002,2020,Latin America-Caribbean, All Countries, 100,1.00,89.7, 1.8,1.00,1.00,1.00,1.00, 8.0
2,1003,2020,Europe, All Countries, 100,1.00,72.2,1.00,1.00,1.00, 6.8,1.00,20.0
2,1004,2020,Middle East-North Africa, All Countries, 100,1.00, 3.6,1.00,1.00, 1.6,93.1,1.00,1.00
2,1005,2020,Sub-Saharan Africa, All Countries, 100,1.00,62.0, 3.2,1.00,1.00,31.4,1.00, 3.0
2,1006,2020,Asia-Pacific, All Countries, 100,11.3, 7.2, 8.6,26.0,1.00,25.7, 1.2,20.0
1,1,2020,Asia-Pacific,Afghanistan, 100,1.00,1.00,1.00,1.00,1.00,99.0,1.00,1.00
1,2,2020,Europe,Albania, 100,1.00,16.7,1.00,1.00,1.00,82.1,1.00,1.00
1,3,2020,Middle East-North Africa,Algeria, 100,1.00,1.00,1.00,1.00,1.00,97.9,1.00, 1.8
1,4,2020,Asia-Pacific,American Samoa, 100,1.00,98.3,1.00,1.00,1.00,1.00,1.00,1.00
1,5,2020,Europe,Andorra, 100,1.00,89.5,1.00,1.00,1.00,1.00,1.00, 8.8
1,6,2020,Sub-Saharan Africa,Angola, 100,1.00,90.5, 4.2,1.00,1.00,1.00,1.00, 5.2
1,7,2020,Latin America-Caribbean,Anguilla, 100,1.00,90.6, 2.9,1.00,1.00,1.00, 1.6, 4.0
1,8,2020,Latin America-Caribbean,Antigua and Barbuda, 100,1.00,93.0, 3.6,1.00,1.00,1.00,1.00, 1.7
1,9,2020,Latin America-Caribbean,Argentina, 100,1.00,85.4,1.00,1.00,1.00,1.00,1.00,12.1
1,10,2020,Asia-Pacific,Armenia, 100,1.00,98.3,1.00,1.00,1.00,1.00,1.00, 1.3
1,11,2020,Latin America-Caribbean,Aruba, 100,1.00,91.6, 1.3,1.00,1.00,1.00,1.00, 6.2
1,12,2020,Asia-Pacific,Australia, 100, 2.9,61.7,1.00, 1.7,1.00, 3.0,1.00,28.6
1,13,2020,Europe,Austria, 100,1.00,78.4,1.00,1.00,1.00, 6.2,1.00,14.5
1,14,2020,Asia-Pacific,Azerbaijan, 100,1.00, 2.6,1.00,1.00,1.00,97.3,1.00,1.00
1,15,2020,Latin America-Caribbean,Bahamas, 100,1.00,96.2,1.00,1.00,1.00,1.00,1.00, 3.0
1,16,2020,Middle East-North Africa,Bahrain, 100, 3.1,14.1,1.00,10.2,1.00,69.7,1.00, 2.0
1,17,2020,Asia-Pacific,Bangladesh, 100,1.00,1.00,1.00, 8.2,1.00,90.8,1.00,1.00
1,18,2020,Latin America-Caribbean,Barbados, 100,1.00,95.2,1.00,1.00,1.00,1.00, 1.4, 1.9
1,19,2020,Europe,Belarus, 100,1.00,70.7,1.00,1.00,1.00,1.00,1.00,28.6
1,20,2020,Europe,Belgium, 100,1.00,60.5,1.00,1.00,1.00, 7.5,1.00,31.0
1,21,2020,Latin America-Caribbean,Belize, 100,1.00,87.6, 1.5,1.00, 1.1,1.00,1.00, 9.0
1,22,2020,Sub-Saharan Africa,Benin, 100,1.00,52.2,17.9,1.00,1.00,24.6,1.00, 5.2
1,23,2020,North America,Bermuda, 100,1.00,75.0, 3.0,1.00,1.00, 1.1,1.00,19.4
1,24,2020,Asia-Pacific,Bhutan, 100,74.7,1.00, 1.9,22.5,1.00,1.00,1.00,1.00
1,25,2020,Latin America-Caribbean,Bolivia, 100,1.00,94.0,1.00,1.00,1.00,1.00,1.00, 4.1
1,26,2020,Europe,Bosnia-Herzegovina, 100,1.00,51.1,1.00,1.00,1.00,46.5,1.00, 2.4
1,27,2020,Sub-Saharan Africa,Botswana, 100,1.00,76.4, 4.4,1.00,1.00,1.00,1.00,17.5
1,28,2020,Latin America-Caribbean,Brazil, 100,1.00,88.1, 3.2,1.00,1.00,1.00,1.00, 8.4
1,29,2020,Latin America-Caribbean,British Virgin Islands, 100,1.00,84.5, 8.4, 1.2,1.00, 1.2,1.00, 3.9
1,30,2020,Asia-Pacific,Brunei, 100, 8.6, 9.4, 6.2,1.00,1.00,75.1,1.00,1.00
1,31,2020,Europe,Bulgaria, 100,1.00,81.0,1.00,1.00,1.00,14.2,1.00, 4.7
1,32,2020,Sub-Saharan Africa,Burkina Faso, 100,1.00,21.7,15.1,1.00,1.00,62.7,1.00,1.00
1,33,2020,Sub-Saharan Africa,Burundi, 100,1.00,91.0, 6.0,1.00,1.00, 2.9,1.00,1.00
1,34,2020,Asia-Pacific,Cambodia, 100,96.8,1.00,1.00,1.00,1.00, 2.0,1.00,1.00
1,35,2020,Sub-Saharan Africa,Cameroon, 100,1.00,69.6, 3.2,1.00,1.00,19.3, 2.7, 5.2
1,36,2020,North America,Canada, 100, 1.0,66.4, 1.2, 1.7, 1.1, 2.8, 1.2,24.5
1,37,2020,Sub-Saharan Africa,Cape Verde, 100,1.00,89.3, 1.4,1.00,1.00,1.00,1.00, 9.0
1,38,2020,Latin America-Caribbean,Cayman Islands, 100,1.00,83.5, 4.5,1.00,1.00,1.00,1.00, 9.4
1,39,2020,Sub-Saharan Africa,Central African Republic, 100,1.00,89.0, 1.0,1.00,1.00, 9.0,1.00,1.00
1,40,2020,Sub-Saharan Africa,Chad, 100,1.00,41.1, 1.3,1.00,1.00,55.1,1.00, 2.4
1,41,2020,Europe,Channel Islands, 100,1.00,85.2,1.00,1.00,1.00,1.00,1.00,14.2
1,42,2020,Latin America-Caribbean,Chile, 100,1.00,88.3, 1.5,1.00,1.00,1.00,1.00, 9.7
1,43,2020,Asia-Pacific,China, 100,18.3, 5.2,21.9,1.00,1.00, 2.0,1.00,51.8
1,44,2020,Latin America-Caribbean,Colombia, 100,1.00,92.3,1.00,1.00,1.00,1.00,1.00, 6.7
1,45,2020,Sub-Saharan Africa,Comoros, 100,1.00,1.00,1.00,1.00,1.00,98.3,1.00,1.00
1,46,2020,Sub-Saharan Africa,Republic of the Congo, 100,1.00,87.1, 2.7,1.00,1.00, 1.2, 1.0, 8.0
1,47,2020,Sub-Saharan Africa,Democratic Republic of the Congo, 100,1.00,95.8,1.00,1.00,1.00, 1.5,1.00, 1.7
1,48,2020,Asia-Pacific,Cook Islands, 100,1.00,96.0,1.00,1.00,1.00,1.00,1.00, 3.2
1,49,2020,Latin America-Caribbean,Costa Rica, 100,1.00,90.8,1.00,1.00,1.00,1.00,1.00, 8.0
1,50,2020,Sub-Saharan Africa,Ivory Coast, 100,1.00,44.0,10.5,1.00,1.00,37.2,1.00, 8.1
1,51,2020,Europe,Croatia, 100,1.00,93.3,1.00,1.00,1.00, 1.6,1.00, 5.1
1,52,2020,Latin America-Caribbean,Cuba, 100,1.00,58.9,17.6,1.00,1.00,1.00,1.00,23.2
1,53,2020,Asia-Pacific,Cyprus, 100,1.00,72.3,1.00,1.00,1.00,25.0,1.00, 1.9
1,54,2020,Europe,Czech Republic, 100,1.00,20.9,1.00,1.00,1.00,1.00,1.00,78.4
1,55,2020,Europe,Denmark, 100,1.00,81.9,1.00,1.00,1.00, 5.1,1.00,12.0
1,56,2020,Sub-Saharan Africa,Djibouti, 100,1.00, 2.3,1.00,1.00,1.00,96.9,1.00,1.00
1,57,2020,Latin America-Caribbean,Dominica, 100,1.00,94.4, 3.0,1.00,1.00,1.00, 1.7,1.00
1,58,2020,Latin America-Caribbean,Dominican Republic, 100,1.00,88.0,1.00,1.00,1.00,1.00,1.00,10.9
1,59,2020,Latin America-Caribbean,Ecuador, 100,1.00,94.0,1.00,1.00,1.00,1.00,1.00, 5.6
1,60,2020,Middle East-North Africa,Egypt, 100,1.00, 4.7,1.00,1.00,1.00,95.3,1.00,1.00
1,61,2020,Latin America-Caribbean,El Salvador, 100,1.00,88.0,1.00,1.00,1.00,1.00,1.00,11.2
1,62,2020,Sub-Saharan Africa,Equatorial Guinea, 100,1.00,88.7, 1.7,1.00,1.00, 4.0,1.00, 5.0
1,63,2020,Sub-Saharan Africa,Eritrea, 100,1.00,62.9,1.00,1.00,1.00,36.6,1.00,1.00
1,64,2020,Europe,Estonia, 100,1.00,39.3,1.00,1.00,1.00,1.00,1.00,60.2
1,65,2020,Sub-Saharan Africa,Ethiopia, 100,1.00,61.9, 2.1,1.00,1.00,35.9,1.00,1.00
1,66,2020,Europe,Faeroe Islands, 100,1.00,98.0,1.00,1.00,1.00,1.00,1.00, 1.7
1,67,2020,Latin America-Caribbean,Falkland Islands (Malvinas), 100,1.00,67.2,1.00,1.00,1.00,1.00,1.00,31.5
1,68,2020,Asia-Pacific,Fiji, 100,1.00,64.4,1.00,27.9,1.00, 6.3,1.00,1.00
1,69,2020,Europe,Finland, 100,1.00,77.7,1.00,1.00,1.00, 1.3,1.00,20.8
1,70,2020,Europe,France, 100,1.00,58.1,1.00,1.00,1.00, 8.3,1.00,31.9
1,71,2020,Latin America-Caribbean,French Guiana, 100,1.00,84.0, 8.6, 1.4,1.00, 1.3,1.00, 3.9
1,72,2020,Asia-Pacific,French Polynesia, 100,1.00,94.0,1.00,1.00,1.00,1.00,1.00, 4.9
1,73,2020,Sub-Saharan Africa,Gabon, 100,1.00,75.6, 5.7,1.00,1.00,12.2,1.00, 5.7
1,74,2020,Sub-Saharan Africa,Gambia, 100,1.00, 4.2,1.00,1.00,1.00,95.3,1.00,1.00
1,75,2020,Europe,Georgia, 100,1.00,87.6,1.00,1.00,1.00,11.6,1.00,1.00
1,76,2020,Europe,Germany, 100,1.00,66.0,1.00,1.00,1.00, 6.9,1.00,26.3
1,77,2020,Sub-Saharan Africa,Ghana, 100,1.00,73.6, 4.9,1.00,1.00,17.5,1.00, 3.8
1,78,2020,Europe,Gibraltar, 100,1.00,88.8,1.00, 1.8, 2.1, 4.0,1.00, 2.9
1,79,2020,Europe,Greece, 100,1.00,87.6,1.00,1.00,1.00, 5.9,1.00, 6.1
1,80,2020,North America,Greenland, 100,1.00,96.1,1.00,1.00,1.00,1.00,1.00, 2.5
1,81,2020,Latin America-Caribbean,Grenada, 100,1.00,96.6, 1.3,1.00,1.00,1.00,1.00,1.00
1,82,2020,Latin America-Caribbean,Guadeloupe, 100,1.00,95.9,1.00,1.00,1.00,1.00,1.00, 2.5
1,83,2020,Asia-Pacific,Guam, 100, 1.1,94.2, 1.5,1.00,1.00,1.00, 1.6, 1.7
1,84,2020,Latin America-Caribbean,Guatemala, 100,1.00,95.3,1.00,1.00,1.00,1.00,1.00, 3.9
1,85,2020,Sub-Saharan Africa,Guinea, 100,1.00,10.8, 2.7,1.00,1.00,84.6,1.00, 1.8
1,86,2020,Sub-Saharan Africa,Guinea-Bissau, 100,1.00,18.9,30.6,1.00,1.00,46.1,1.00, 4.4
1,87,2020,Latin America-Caribbean,Guyana, 100,1.00,67.9,1.00,23.3,1.00, 6.1,1.00, 2.0
1,88,2020,Latin America-Caribbean,Haiti, 100,1.00,87.0, 2.1,1.00,1.00,1.00,1.00,10.7
1,89,2020,Europe,Vatican City, 100,1.00,99.0,1.00,1.00,1.00,1.00,1.00,1.00
1,90,2020,Latin America-Caribbean,Honduras, 100,1.00,87.5, 1.1,1.00,1.00,1.00,1.00,10.5
1,91,2020,Asia-Pacific,Hong Kong, 100,13.3,14.9,13.0,1.00,1.00, 2.1, 1.5,54.7
1,92,2020,Europe,Hungary, 100,1.00,79.3,1.00,1.00,1.00,1.00,1.00,20.3
1,93,2020,Europe,Iceland, 100,1.00,94.0,1.00,1.00,1.00,1.00,1.00, 3.9
1,94,2020,Asia-Pacific,India, 100,1.00, 2.4,1.00,78.9,1.00,15.4, 2.1,1.00
1,95,2020,Asia-Pacific,Indonesia, 100,1.00,10.2,1.00, 1.6,1.00,87.0,1.00,1.00
1,96,2020,Asia-Pacific,Iran, 100,1.00,1.00,1.00,1.00,1.00,99.0,1.00,1.00
1,97,2020,Middle East-North Africa,Iraq, 100,1.00,1.00,1.00,1.00,1.00,99.0,1.00,1.00
1,98,2020,Europe,Ireland, 100,1.00,89.7,1.00,1.00,1.00, 1.5,1.00, 7.9
1,99,2020,Europe,Isle of Man, 100,1.00,84.1,1.00,1.00,1.00,1.00,1.00,15.4
1,100,2020,Middle East-North Africa,Israel, 100,1.00, 2.0,1.00,1.00,74.0,20.1,1.00, 3.2
1,101,2020,Europe,Italy, 100,1.00,80.8,1.00,1.00,1.00, 4.9,1.00,13.4
1,102,2020,Latin America-Caribbean,Jamaica, 100,1.00,77.3, 4.6,1.00,1.00,1.00,1.00,17.0
1,103,2020,Asia-Pacific,Japan, 100,33.2, 1.8,1.00,1.00,1.00,1.00, 4.5,60.0
1,104,2020,Middle East-North Africa,Jordan, 100,1.00, 2.1,1.00,1.00,1.00,97.1,1.00,1.00
1,105,2020,Asia-Pacific,Kazakhstan, 100,1.00,23.1,1.00,1.00,1.00,72.0,1.00, 4.0
1,106,2020,Sub-Saharan Africa,Kenya, 100,1.00,84.5, 1.5,1.00,1.00,10.5, 1.1, 2.3
1,107,2020,Asia-Pacific,Kiribati, 100,1.00,97.0,1.00,1.00,1.00,1.00, 2.2,1.00
1,108,2020,Europe,Kosovo, 100,1.00, 5.6,1.00,1.00,1.00,94.3,1.00,1.00
1,109,2020,Middle East-North Africa,Kuwait, 100, 5.4,13.6,1.00, 9.9,1.00,70.7,1.00,1.00
1,110,2020,Asia-Pacific,Kyrgyzstan, 100,1.00,10.0,1.00,1.00,1.00,89.4,1.00,1.00
1,111,2020,Asia-Pacific,Laos, 100,64.0, 1.5,32.8,1.00,1.00,1.00,1.00,1.00
1,112,2020,Europe,Latvia, 100,1.00,54.3,1.00,1.00,1.00,1.00,1.00,45.3
1,113,2020,Middle East-North Africa,Lebanon, 100,1.00,38.4,1.00,1.00,1.00,61.2,1.00,1.00
1,114,2020,Sub-Saharan Africa,Lesotho, 100,1.00,97.0,1.00,1.00,1.00,1.00,1.00, 2.8
1,115,2020,Sub-Saharan Africa,Liberia, 100,1.00,86.2,1.00,1.00,1.00,11.7,1.00, 1.4
1,116,2020,Middle East-North Africa,Libya, 100,1.00, 2.7,1.00,1.00,1.00,96.6,1.00,1.00
1,117,2020,Europe,Liechtenstein, 100,1.00,91.9,1.00,1.00,1.00, 5.0,1.00, 2.9
1,118,2020,Europe,Lithuania, 100,1.00,89.9,1.00,1.00,1.00,1.00,1.00, 9.8
1,119,2020,Europe,Luxembourg, 100,1.00,70.6,1.00,1.00,1.00, 2.3,1.00,26.7
1,120,2020,Asia-Pacific,Macau, 100,17.3, 7.2,58.9,1.00,1.00,1.00,1.00,15.4
1,121,2020,Europe,Republic of Macedonia, 100,1.00,55.1,1.00,1.00,1.00,43.6,1.00, 1.3
1,122,2020,Sub-Saharan Africa,Madagascar, 100,1.00,84.7, 4.7,1.00,1.00, 3.1,1.00, 7.3
1,123,2020,Sub-Saharan Africa,Malawi, 100,1.00,83.4, 1.7,1.00,1.00,12.8,1.00, 2.0
1,124,2020,Asia-Pacific,Malaysia, 100,15.7, 9.4, 2.2, 5.8,1.00,66.1,1.00,1.00
1,125,2020,Asia-Pacific,Maldives, 100,1.00,1.00,1.00,1.00,1.00,98.4,1.00,1.00
1,126,2020,Sub-Saharan Africa,Mali, 100,1.00, 2.4, 2.5,1.00,1.00,94.6,1.00,1.00
1,127,2020,Europe,Malta, 100,1.00,97.0,1.00,1.00,1.00,1.00,1.00, 2.5
1,128,2020,Asia-Pacific,Marshall Islands, 100,1.00,97.5,1.00,1.00,1.00,1.00,1.00, 1.5
1,129,2020,Latin America-Caribbean,Martinique, 100,1.00,96.5,1.00,1.00,1.00,1.00,1.00, 2.3
1,130,2020,Sub-Saharan Africa,Mauritania, 100,1.00,1.00,1.00,1.00,1.00,99.0,1.00,1.00
1,131,2020,Sub-Saharan Africa,Mauritius, 100,1.00,32.8,1.00,48.4,1.00,17.4,1.00,1.00
1,132,2020,Sub-Saharan Africa,Mayotte, 100,1.00,1.00,1.00,1.00,1.00,98.6,1.00,1.00
1,133,2020,Latin America-Caribbean,Mexico, 100,1.00,94.1,1.00,1.00,1.00,1.00,1.00, 5.7
1,134,2020,Asia-Pacific,Federated States of Micronesia, 100,1.00,95.3, 2.7,1.00,1.00,1.00,1.00,1.00
1,135,2020,Europe,Moldova, 100,1.00,97.4,1.00,1.00,1.00,1.00,1.00, 1.3
1,136,2020,Europe,Monaco, 100,1.00,86.0,1.00,1.00, 1.7,1.00,1.00,11.7
1,137,2020,Asia-Pacific,Mongolia, 100,54.4, 2.3, 3.4,1.00,1.00, 3.4,1.00,36.5
1,138,2020,Europe,Montenegro, 100,1.00,76.6,1.00,1.00,1.00,20.3,1.00, 3.1
1,139,2020,Latin America-Caribbean,Montserrat, 100,1.00,93.5,1.00,1.00,1.00,1.00, 1.5, 4.8
1,140,2020,Middle East-North Africa,Morocco, 100,1.00,1.00,1.00,1.00,1.00,99.0,1.00,1.00
1,141,2020,Sub-Saharan Africa,Mozambique, 100,1.00,57.8, 7.6,1.00,1.00,17.2,1.00,17.3
1,142,2020,Asia-Pacific,Burma (Myanmar), 100,79.8, 7.8, 5.8, 1.7,1.00, 4.2,1.00,1.00
1,143,2020,Sub-Saharan Africa,Namibia, 100,1.00,97.5,1.00,1.00,1.00,1.00,1.00, 1.9
1,144,2020,Asia-Pacific,Nauru, 100, 1.1,79.0, 8.1,1.00,1.00,1.00, 7.4, 4.5
1,145,2020,Asia-Pacific,Nepal, 100,10.0,1.00, 3.6,80.6,1.00, 5.0,1.00,1.00
1,146,2020,Europe,Netherlands, 100,1.00,47.3,1.00,1.00,1.00, 6.9,1.00,44.3
1,148,2020,Asia-Pacific,New Caledonia, 100,1.00,85.2,1.00,1.00,1.00, 2.8,1.00,10.4
1,149,2020,Asia-Pacific,New Zealand, 100, 1.9,52.9,1.00, 2.5,1.00, 1.6,1.00,39.6
1,150,2020,Latin America-Caribbean,Nicaragua, 100,1.00,85.3, 1.4,1.00,1.00,1.00,1.00,13.0
1,151,2020,Sub-Saharan Africa,Niger, 100,1.00,1.00,1.00,1.00,1.00,98.3,1.00,1.00
1,152,2020,Sub-Saharan Africa,Nigeria, 100,1.00,46.9, 1.5,1.00,1.00,51.1,1.00,1.00
1,153,2020,Asia-Pacific,Niue, 100,1.00,96.4,1.00,1.00,1.00,1.00,1.00, 3.3
1,154,2020,Asia-Pacific,North Korea, 100, 1.5, 2.0,12.3,1.00,1.00,1.00,12.9,71.3
1,155,2020,Asia-Pacific,Northern Mariana Islands, 100,10.6,81.3, 5.3,1.00,1.00,1.00, 1.1, 1.0
1,156,2020,Europe,Norway, 100,1.00,81.7,1.00,1.00,1.00, 4.9,1.00,11.6
1,157,2020,Middle East-North Africa,Oman, 100,1.00, 6.4,1.00, 5.7,1.00,85.9,1.00,1.00
1,158,2020,Asia-Pacific,Pakistan, 100,1.00, 1.6,1.00, 1.9,1.00,96.5,1.00,1.00
1,159,2020,Asia-Pacific,Palau, 100,1.00,86.7,1.00,1.00,1.00,1.00,10.4, 1.2
1,160,2020,Middle East-North Africa,Palestinian territories, 100,1.00, 2.0,1.00,1.00,1.00,97.9,1.00,1.00
1,161,2020,Latin America-Caribbean,Panama, 100,1.00,92.7,1.00,1.00,1.00,1.00,1.00, 5.0
1,162,2020,Asia-Pacific,Papua New Guinea, 100,1.00,99.0,1.00,1.00,1.00,1.00,1.00,1.00
1,163,2020,Latin America-Caribbean,Paraguay, 100,1.00,96.9, 1.7,1.00,1.00,1.00,1.00, 1.1
1,164,2020,Latin America-Caribbean,Peru, 100,1.00,95.4,1.00,1.00,1.00,1.00,1.00, 3.1
1,165,2020,Asia-Pacific,Philippines, 100,1.00,92.4, 1.6,1.00,1.00, 5.7,1.00,1.00
1,167,2020,Europe,Poland, 100,1.00,92.5,1.00,1.00,1.00,1.00,1.00, 7.3
1,168,2020,Europe,Portugal, 100,1.00,90.5,1.00,1.00,1.00,1.00,1.00, 8.6
1,169,2020,Latin America-Caribbean,Puerto Rico, 100,1.00,96.5,1.00,1.00,1.00,1.00,1.00, 2.1
1,170,2020,Middle East-North Africa,Qatar, 100, 3.8,13.7,1.00,15.9,1.00,65.2,1.00,1.00
1,171,2020,Sub-Saharan Africa,Reunion, 100,1.00,87.6,1.00, 4.5,1.00, 4.2, 1.1, 2.0
1,172,2020,Europe,Romania, 100,1.00,99.0,1.00,1.00,1.00,1.00,1.00,1.00
1,173,2020,Europe,Russia, 100,1.00,72.9,1.00,1.00,1.00,11.4,1.00,15.2
1,174,2020,Sub-Saharan Africa,Rwanda, 100,1.00,93.8,1.00,1.00,1.00, 2.2,1.00, 3.0
1,175,2020,Sub-Saharan Africa,St. Helena, 100,1.00,96.5,1.00,1.00,1.00,1.00,1.00, 3.3
1,176,2020,Latin America-Caribbean,St. Kitts and Nevis, 100,1.00,94.6, 1.3, 1.5,1.00,1.00,1.00, 1.6
1,177,2020,Latin America-Caribbean,St. Lucia, 100,1.00,91.5,1.00,1.00,1.00,1.00, 1.9, 5.8
1,178,2020,North America,St. Pierre and Miquelon, 100,1.00,94.7,1.00,1.00,1.00,1.00, 1.3, 3.8
1,179,2020,Latin America-Caribbean,St. Vincent and the Grenadines, 100,1.00,88.7, 2.0, 3.4,1.00, 1.5, 2.0, 2.5
1,180,2020,Asia-Pacific,Samoa, 100,1.00,96.9,1.00,1.00,1.00,1.00,1.00, 2.4
1,181,2020,Europe,San Marino, 100,1.00,91.6,1.00,1.00,1.00,1.00,1.00, 7.2
1,182,2020,Sub-Saharan Africa,Sao Tome and Principe, 100,1.00,81.1, 3.1,1.00,1.00,1.00, 2.5,13.2
1,183,2020,Middle East-North Africa,Saudi Arabia, 100,1.00, 4.4,1.00, 1.3,1.00,92.7,1.00,1.00
1,184,2020,Sub-Saharan Africa,Senegal, 100,1.00, 3.3,1.00,1.00,1.00,96.6,1.00,1.00
1,185,2020,Europe,Serbia, 100,1.00,91.6,1.00,1.00,1.00, 5.0,1.00, 3.3
1,186,2020,Sub-Saharan Africa,Seychelles, 100,1.00,94.0,1.00, 2.1,1.00, 1.1,1.00, 2.1
1,187,2020,Sub-Saharan Africa,Sierra Leone, 100,1.00,20.4,1.00,1.00,1.00,78.5,1.00,1.00
1,188,2020,Asia-Pacific,Singapore, 100,32.2,17.7, 2.4, 6.5,1.00,16.1, 8.5,16.5
1,189,2020,Europe,Slovakia, 100,1.00,83.6,1.00,1.00,1.00,1.00,1.00,15.8
1,190,2020,Europe,Slovenia, 100,1.00,77.2,1.00,1.00,1.00, 3.9,1.00,18.8
1,191,2020,Asia-Pacific,Solomon Islands, 100,1.00,97.4, 1.3,1.00,1.00,1.00,1.00,1.00
1,192,2020,Sub-Saharan Africa,Somalia, 100,1.00,1.00,1.00,1.00,1.00,99.0,1.00,1.00
1,193,2020,Sub-Saharan Africa,South Africa, 100,1.00,80.8,1.00, 1.0,1.00, 1.9,1.00,15.3
1,194,2020,Asia-Pacific,South Korea, 100,21.9,30.1,1.00,1.00,1.00,1.00,1.00,46.6
1,195,2020,Europe,Spain, 100,1.00,75.2,1.00,1.00,1.00, 3.3,1.00,21.0
1,196,2020,Asia-Pacific,Sri Lanka, 100,68.6, 7.2,1.00,13.7,1.00,10.4,1.00,1.00
1,197,2020,Middle East-North Africa,Sudan, 100,1.00, 5.4, 2.8,1.00,1.00,90.7,1.00, 1.0
1,198,2020,Latin America-Caribbean,Suriname, 100,1.00,52.3, 5.6,18.8,1.00,14.3, 1.9, 6.2
1,199,2020,Sub-Saharan Africa,Swaziland, 100,1.00,88.7, 1.0,1.00,1.00,1.00,1.00, 9.4
1,200,2020,Europe,Sweden, 100,1.00,63.0,1.00,1.00,1.00, 6.5,1.00,29.0
1,201,2020,Europe,Switzerland, 100,1.00,70.0,1.00,1.00,1.00, 5.6,1.00,22.8
1,202,2020,Middle East-North Africa,Syria, 100,1.00, 5.2,1.00,1.00,1.00,92.8,1.00, 2.0
1,203,2020,Asia-Pacific,Taiwan, 100,21.2, 5.8,43.8,1.00,1.00,1.00,15.5,13.7
1,204,2020,Asia-Pacific,Tajikistan, 100,1.00, 1.8,1.00,1.00,1.00,96.4,1.00, 1.5
1,205,2020,Sub-Saharan Africa,Tanzania, 100,1.00,63.1, 1.1,1.00,1.00,34.1,1.00, 1.6
1,206,2020,Asia-Pacific,Thailand, 100,92.6,1.00,1.00,1.00,1.00, 6.0,1.00,1.00
1,207,2020,Asia-Pacific,Timor-Leste, 100,1.00,99.0,1.00,1.00,1.00,1.00,1.00,1.00
1,208,2020,Sub-Saharan Africa,Togo, 100,1.00,42.3,36.9,1.00,1.00,14.0,1.00, 6.2
1,209,2020,Asia-Pacific,Tokelau, 100,1.00,99.0,1.00,1.00,1.00,1.00,1.00,1.00
1,210,2020,Asia-Pacific,Tonga, 100,1.00,98.9,1.00,1.00,1.00,1.00,1.00,1.00
1,211,2020,Latin America-Caribbean,Trinidad and Tobago, 100,1.00,66.3, 2.0,22.3,1.00, 5.8, 1.4, 1.8
1,212,2020,Middle East-North Africa,Tunisia, 100,1.00,1.00,1.00,1.00,1.00,99.0,1.00,1.00
1,213,2020,Asia-Pacific,Turkey, 100,1.00,1.00,1.00,1.00,1.00,98.0,1.00, 1.2
1,214,2020,Asia-Pacific,Turkmenistan, 100,1.00, 6.4,1.00,1.00,1.00,93.0,1.00,1.00
1,215,2020,Latin America-Caribbean,Turks and Caicos Islands, 100,1.00,92.1, 2.7,1.00,1.00,1.00,1.00, 4.6
1,216,2020,Asia-Pacific,Tuvalu, 100,1.00,96.7,1.00,1.00,1.00,1.00, 1.9, 1.3
1,217,2020,Sub-Saharan Africa,Uganda, 100,1.00,86.1,1.00,1.00,1.00,12.1,1.00,1.00
1,218,2020,Europe,Ukraine, 100,1.00,85.6,1.00,1.00,1.00, 1.7,1.00,12.5
1,219,2020,Middle East-North Africa,United Arab Emirates, 100, 2.4,12.9,1.00, 7.7,1.00,75.0,1.00, 1.1
1,220,2020,Europe,United Kingdom, 100,1.00,59.1,1.00, 1.6,1.00, 6.1,1.00,31.2
1,221,2020,North America,United States, 100, 1.2,75.5,1.00,1.00, 1.7, 1.1,1.00,18.6
1,222,2020,Latin America-Caribbean,U.S. Virgin Islands, 100,1.00,94.8,1.00,1.00,1.00,1.00,1.00, 3.7
1,223,2020,Latin America-Caribbean,Uruguay, 100,1.00,57.0,1.00,1.00,1.00,1.00,1.00,41.5
1,224,2020,Asia-Pacific,Uzbekistan, 100,1.00, 2.0,1.00,1.00,1.00,97.1,1.00,1.00
1,225,2020,Asia-Pacific,Vanuatu, 100,1.00,93.5, 4.0,1.00,1.00,1.00, 1.4, 1.2
1,226,2020,Latin America-Caribbean,Venezuela, 100,1.00,89.5,1.00,1.00,1.00,1.00,1.00, 9.7
1,227,2020,Asia-Pacific,Vietnam, 100,16.2, 8.4,45.0,1.00,1.00,1.00,1.00,29.9
1,228,2020,Asia-Pacific,Wallis and Futuna, 100,1.00,97.4, 1.2,1.00,1.00,1.00,1.00,1.00
1,229,2020,Middle East-North Africa,Western Sahara, 100,1.00,1.00,1.00,1.00,1.00,99.0,1.00,1.00
1,230,2020,Middle East-North Africa,Yemen, 100,1.00,1.00,1.00,1.00,1.00,99.0,1.00,1.00
1,231,2020,Sub-Saharan Africa,Zambia, 100,1.00,97.4,1.00,1.00,1.00,1.00,1.00,1.00
1,232,2020,Sub-Saharan Africa,Zimbabwe, 100,1.00,87.1, 4.0,1.00,1.00,1.00,1.00, 7.6
