 ,Area,X,Y
1,0.019,0.630,0.943
2,0.017,0.765,1.179
3,0.011,0.788,1.386
4,0.013,0.610,2.018
5,0.016,0.900,1.841
6,0.013,1.723,0.232
7,0.014,2.109,0.087
8,0.013,1.728,1.711
9,0.014,2.012,1.785
10,0.021,2.274,1.763
11,0.012,2.618,1.905
12,0.018,3.668,1.405
13,0.014,3.153,0.282
14,0.014,2.542,1.313
15,0.016,3.355,2.023
16,0.017,3.440,2.267
17,0.014,9.586,1.620
18,0.013,7.218,0.145
19,0.014,9.697,0.318
20,0.023,9.088,0.803
21,0.017,9.315,1.031
22,0.022,8.461,0.374
23,0.022,7.808,0.738
24,0.017,7.035,2.423
25,0.017,6.673,2.420
26,0.017,7.062,1.245
27,0.017,7.284,1.955
28,0.015,8.107,2.060
29,0.018,8.204,2.203
30,0.020,8.280,0.993
31,0.018,7.712,0.214
32,0.016,9.613,0.801
33,0.023,10.113,1.464
34,0.018,9.611,1.418
35,0.021,9.255,1.989
36,0.017,8.619,1.320
37,0.017,9.522,0.549
38,0.017,10.707,7.534
39,0.014,11.241,7.613
40,0.018,8.142,6.034
41,0.021,10.064,5.341
42,0.018,8.746,5.402
43,0.018,9.000,5.494
44,0.016,9.693,6.561
45,0.019,10.117,6.907
46,0.021,9.112,7.697
47,0.019,10.148,7.426
48,0.021,10.459,6.529
49,0.013,10.908,6.373
50,0.016,11.023,6.247
51,0.015,11.391,6.499
52,0.019,10.360,7.070
53,0.014,0.418,6.698
54,0.016,3.685,6.576
55,0.015,0.203,5.079
56,0.020,1.096,5.178
57,0.014,1.321,5.524
58,0.019,1.749,5.741
59,0.018,0.753,5.790
60,0.018,0.988,6.252
61,0.024,1.887,6.154
62,0.016,2.072,5.948
63,0.019,2.290,5.326
64,0.018,2.753,4.823
65,0.016,3.011,6.181
66,0.020,1.904,6.818
67,0.014,1.448,5.714
68,0.016,1.243,6.290
69,0.015,0.736,6.006
70,0.020,2.358,5.883
71,0.016,3.505,4.788
72,0.020,2.400,5.007
73,0.025,3.519,5.949
74,0.020,7.101,4.330
75,0.019,7.207,4.021
76,0.022,7.007,3.011
77,0.023,6.094,3.121
78,0.017,5.893,3.185
79,0.019,5.782,3.351
80,0.018,5.611,3.492
81,0.015,5.549,3.312
82,0.016,5.092,3.315
83,0.011,4.821,4.126
84,0.013,4.995,4.054
85,0.015,4.343,3.689
86,0.011,4.163,3.624
87,0.041,4.245,3.150
88,0.016,3.934,4.815
89,0.008,4.928,4.683
90,0.017,5.637,4.649
91,0.014,5.469,4.062
92,0.009,6.135,3.722
93,0.014,6.893,3.382
94,0.019,7.441,3.470
95,0.019,6.964,2.770
96,0.013,4.342,2.806
97,0.018,0.488,4.058
98,0.014,1.205,3.874
99,0.016,2.026,4.057
100,0.014,3.134,4.191
