 ,Area
1,483
2,71
3,307
4,219
5,486
6,274
7,402
8,36
9,144
10,448
11,343
12,588
13,72
14,303
15,180
16,152
17,316
18,231
19,32
20,178
21,76
22,400
23,204
24,255
25,238
26,179
27,386
28,242
29,277
30,43
31,115
32,183
33,203
34,67
35,192
36,220
37,550
38,269
39,301
40,547
41,254
42,264
43,125
44,104
45,124
46,202
47,249
48,433
49,21
50,74
51,289
52,83
53,215
54,138
55,159
56,132
57,366
58,109
59,106
60,534
61,507
62,849
63,40
64,317
65,151
66,96
67,405
68,27
69,188
70,454
71,288
72,103
73,138
74,364
75,141
76,173
77,139
78,200
79,847
80,281
81,1126
82,356
83,276
84,665
85,419
86,162
87,355
88,196
89,278
90,30
91,29
92,96
93,309
94,175
95,331
96,308
97,181
98,464
99,357
100,165
101,248
102,303
103,232
104,96
105,292
106,97
107,217
108,198
109,216
110,183
111,147
112,127
113,418
114,431
115,185
116,407
117,89
118,762
119,232
120,403
121,308
122,445
123,486
124,175
125,54
126,429
127,535
128,118
129,300
130,341
131,442
132,501
133,520
134,207
135,436
136,401
137,26
138,485
139,260
140,225
141,63
142,95
143,40
144,312
145,240
146,278
147,521
148,246
149,632
150,248
151,35
152,423
153,302
154,447
155,86
156,299
157,104
158,121
159,139
160,70
161,435
162,388
163,42
164,164
165,379
166,230
167,201
168,20
169,47
170,48
171,119
172,125
173,185
174,145
175,37
176,212
177,445
178,453
179,188
180,129
181,154
182,190
183,126
184,94
185,319
186,706
187,515
188,43
189,180
190,220
191,299
192,172
193,370
194,197
195,154
196,229
197,184
198,71
199,42
200,215
201,181
202,412
203,515
204,27
205,152
206,177
207,271
208,223
209,169
210,325
211,320
212,256
213,190
214,65
215,182
216,281
217,293
218,430
219,331
220,141
221,315
222,195
223,79
224,128
225,141
226,97
227,97
228,198
229,138
230,191
231,700
232,163
233,162
234,420
235,32
236,25
237,95
238,861
239,148
240,138
241,284
242,277
243,315
244,157
245,382
246,199
247,516
248,235
249,309
250,258
251,110
252,230
253,367
254,225
255,198
256,412
257,187
258,456
259,145
260,98
261,258
262,539
263,197
264,262
265,225
266,185
267,205
268,46
269,251
270,164
271,408
272,180
273,618
274,640
275,79
276,219
277,264
278,221
279,155
280,141
281,48
282,375
283,289
284,246
285,352
286,241
287,90
288,493
289,257
290,355
291,236
292,788
293,398
294,248
295,151
296,153
297,252
298,189
299,202
300,209
301,295
302,272
303,560
304,470
305,152
306,414
307,166
308,372
309,241
310,72
311,149
312,204
313,581
314,67
315,241
316,393
317,26
318,281
319,105
320,111
321,267
322,254
323,182
324,197
325,392
326,276
327,204
328,39
329,200
330,291
331,784
332,217
333,105
334,229
335,168
336,75
337,231
338,64
339,553
340,337
341,295
342,72
343,75
344,146
345,453
346,685
347,642
348,595
349,153
350,40
351,253
352,293
353,205
354,669
355,240
356,253
357,47
358,287
359,404
360,243
361,119
362,130
363,723
364,125
365,152
366,311
367,568
368,93
369,48
370,21
371,405
372,96
373,136
374,148
375,33
376,356
377,143
378,230
379,303
380,309
381,294
382,389
383,203
384,251
385,168
386,133
387,211
388,118
389,198
390,91
391,98
392,289
393,134
394,699
395,340
396,76
397,298
398,35
399,231
400,129
401,364
402,145
403,159
404,734
405,189
406,62
407,51
408,532
409,310
410,467
411,41
412,216
413,241
414,306
415,188
416,219
417,43
418,466
419,34
420,98
421,138
422,153
423,182
424,400
425,140
426,263
427,217
428,192
429,123
430,166
431,27
432,197
433,157
434,163
435,91
436,114
437,281
438,344
439,295
440,21
441,23
442,113
443,136
444,131
445,222
446,432
447,59
448,467
449,214
450,261
451,83
452,276
453,157
454,267
455,250
456,134
457,262
458,523
459,238
460,230
461,258
462,515
463,177
464,167
465,43
