 ,Area
1,411
2,569
3,72
4,781
5,97
6,606
7,230
8,76
9,976
10,77
11,209
12,672
13,546
14,312
15,484
16,577
17,561
18,169
19,457
20,184
21,438
22,428
23,814
24,734
25,145
26,250
27,496
28,352
29,458
30,1164
31,105
32,112
33,91
34,562
35,445
36,489
37,53
38,487
39,249
40,210
41,137
42,866
43,190
44,478
45,353
46,664
47,478
48,155
49,431
50,94
51,151
52,97
53,222
54,1426
55,604
56,435
57,672
58,596
59,90
60,511
61,538
62,300
63,184
64,407
65,279
66,288
67,21
68,478
69,481
70,457
71,277
72,1154
73,95
74,507
75,352
76,793
77,96
78,548
79,1230
80,615
81,507
82,86
83,426
84,783
85,351
86,432
87,401
88,141
89,858
90,264
91,406
92,361
93,791
94,568
95,389
96,1139
97,434
98,257
99,268
100,79
101,796
102,147
103,644
104,976
105,523
106,115
107,105
108,333
109,680
110,572
111,188
112,215
113,437
114,499
115,95
116,731
117,280
118,541
119,132
120,298
121,48
122,485
123,646
124,123
125,379
126,565
127,317
128,868
129,356
130,56
131,565
132,321
133,815
134,929
135,597
136,307
137,413
138,702
139,432
140,487
141,488
142,129
143,348
144,1249
145,173
146,413
147,60
148,493
149,35
150,65
151,56
152,478
153,193
154,785
155,834
156,248
157,895
158,769
159,822
160,287
161,574
162,244
163,62
164,32
165,540
166,445
167,526
168,466
169,344
170,592
171,153
172,34
173,564
174,788
175,486
176,270
177,64
178,584
179,239
180,799
181,227
182,541
183,22
184,303
185,713
186,755
187,648
188,583
189,316
190,1073
191,128
192,111
193,742
194,186
195,687
196,156
197,32
198,400
199,515
200,544
201,91
202,53
203,149
204,22
205,297
206,42
207,99
208,778
209,395
210,576
211,79
212,142
213,291
214,347
215,373
216,439
217,981
218,754
219,745
220,206
221,125
222,627
223,497
224,370
225,553
226,383
227,673
228,471
229,756
230,112
231,394
232,442
233,457
234,913
235,120
236,507
237,84
238,420
239,750
240,586
241,956
242,1211
243,578
244,562
245,122
246,200
247,620
248,233
249,441
250,524
251,396
252,369
253,205
254,30
255,506
256,197
257,481
258,401
259,303
260,538
261,850
262,590
263,21
264,1725
265,210
266,565
267,541
268,787
269,493
270,730
271,47
272,275
273,133
274,251
275,67
276,472
277,94
278,481
279,534
280,380
281,445
282,582
283,429
284,476
285,333
286,218
287,537
288,451
289,695
290,261
291,208
292,314
293,328
294,435
295,175
296,38
297,357
298,318
299,230
300,462
