 ,Area,X,Y
1,0.005,0.277,0.835
2,0.007,0.655,1.009
3,0.006,1.027,1.456
4,0.006,1.380,0.899
5,0.006,1.514,0.775
6,0.006,1.860,0.924
7,0.007,1.797,1.225
8,0.007,1.632,1.201
9,0.007,2.236,0.906
10,0.007,2.169,1.334
11,0.006,2.015,1.312
12,0.007,1.698,1.561
13,0.006,1.586,1.862
14,0.005,1.296,1.933
15,0.005,0.713,1.975
16,0.006,2.498,0.877
17,0.005,2.483,0.757
18,0.007,10.094,0.952
19,0.007,9.325,1.346
20,0.007,8.512,0.361
21,0.005,8.190,0.900
22,0.006,8.503,1.357
23,0.005,8.146,1.237
24,0.008,8.664,0.906
25,0.006,8.864,1.013
26,0.006,9.381,0.810
27,0.006,9.225,0.448
28,0.006,8.918,0.378
29,0.006,8.301,0.458
30,0.005,9.234,0.946
31,0.006,8.662,0.565
32,0.007,9.542,0.296
33,0.006,8.205,1.040
34,0.007,9.758,7.081
35,0.007,9.984,7.020
36,0.005,8.578,7.127
37,0.006,8.054,6.934
38,0.005,8.266,6.436
39,0.007,8.572,6.409
40,0.006,8.895,6.377
41,0.005,9.076,5.946
42,0.005,9.505,6.290
43,0.006,9.833,6.406
44,0.006,10.489,6.391
45,0.008,10.363,7.078
46,0.006,10.236,6.987
47,0.005,10.149,6.915
48,0.006,9.876,6.900
49,0.007,9.506,7.283
50,0.006,9.363,6.330
51,0.007,8.762,6.116
52,0.006,8.401,6.170
53,0.008,8.176,5.836
54,0.006,8.179,6.108
55,0.005,8.660,5.892
56,0.006,8.669,6.525
57,0.006,0.603,7.078
58,0.006,0.317,6.866
59,0.005,2.380,7.071
60,0.004,2.168,6.942
61,0.007,2.628,6.236
62,0.008,2.598,6.045
63,0.009,2.567,5.681
64,0.006,2.315,5.912
65,0.007,2.161,5.890
66,0.005,1.805,5.874
67,0.006,1.663,5.918
68,0.006,1.301,5.970
69,0.006,0.748,5.956
70,0.005,0.696,6.074
71,0.006,0.916,6.183
72,0.005,4.489,3.449
73,0.005,4.027,3.378
74,0.005,4.557,2.826
75,0.006,4.535,2.724
76,0.007,5.445,2.542
77,0.007,6.232,3.121
78,0.006,5.934,3.614
79,0.006,5.364,3.702
80,0.006,5.204,3.692
81,0.006,5.021,3.728
82,0.007,4.484,3.553
83,0.006,4.370,4.104
84,0.004,5.070,4.139
85,0.008,4.964,4.101
86,0.006,3.959,4.181
87,0.007,4.707,2.456
88,0.005,5.015,2.460
89,0.007,5.475,2.671
90,0.006,4.076,4.193
91,0.007,4.002,3.690
92,0.007,3.869,3.452
93,0.005,3.447,2.946
94,0.008,2.958,2.852
95,0.006,2.911,3.292
96,0.007,2.050,3.146
97,0.008,2.026,3.662
98,0.008,2.199,3.606
99,0.005,2.635,3.880
100,0.008,2.503,3.923
