 ,Area
1,2962
2,21
3,55
4,22
5,20
6,7264
7,7466
8,5146
9,4147
10,2028
11,42
12,4259
13,3299
14,2006
15,3865
16,1103
17,2005
18,3862
19,2044
20,28
21,2572
22,4380
23,4284
24,2105
25,1174
26,655
27,3078
28,3501
29,2788
30,35
31,3815
32,4248
33,616
34,2188
35,1900
36,1704
37,41
38,6047
39,4198
40,460
41,4726
42,2759
43,3444
44,3095
45,2492
46,2800
47,3384
48,3888
49,24
50,1717
51,5111
52,2199
53,47
54,4058
55,31
56,58
57,4160
58,2287
59,20
60,710
61,2018
62,3333
63,2751
64,443
65,2892
66,176
67,29
68,77
69,2787
70,3788
71,2701
72,4311
73,2899
74,4429
75,2516
76,40
77,1839
78,6551
79,4295
80,3486
81,1051
82,25
83,3297
84,1209
85,2822
86,2965
87,831
88,4092
89,20
90,3185
91,1080
92,20
93,4492
94,1908
95,1872
96,1034
97,5248
98,1035
99,2554
100,3476
101,1010
102,5003
103,4006
104,844
105,3054
106,3162
107,2078
108,2523
109,1722
110,2018
111,4022
112,3161
113,1283
114,35
115,4308
116,4246
117,2983
118,3526
119,6651
120,1718
121,4280
122,2424
123,2666
124,4014
125,2169
126,26
127,84
128,96
129,54
130,3711
131,21
132,6206
133,4735
134,3518
135,1023
136,1981
137,3675
138,3773
139,756
140,2816
141,32
142,29
143,4284
144,3133
145,4759
146,3005
147,4830
148,21
149,404
150,1655
151,2056
152,2954
153,2161
154,4431
155,96
156,2198
157,829
158,2930
159,1777
160,2416
161,1865
162,3012
163,1478
164,2474
165,754
166,3718
167,1277
168,2797
169,3162
170,2296
171,1986
172,2028
173,3147
174,892
175,2017
176,1664
177,63
178,4321
179,2228
180,3447
181,34
182,4162
183,2907
184,3807
185,4039
186,2771
187,1681
188,2986
189,21
190,25
191,1909
192,4114
193,36
194,2325
195,2875
196,36
197,34
198,355
199,2164
200,701
201,409
202,665
203,1624
204,3715
205,911
206,5989
207,2837
208,2687
209,4297
210,2101
211,20
212,4829
213,3067
214,1851
215,20
216,2203
217,641
218,1571
219,1793
220,2661
221,2320
222,29
223,4716
224,1583
225,2348
226,3788
227,2626
228,1696
229,3683
230,1580
231,2957
232,23
233,1036
234,29
235,2904
236,2932
237,2870
238,39
239,547
240,357
241,958
242,22
243,670
244,28
