 ,Area
1,42
2,1051
3,673
4,31
5,832
6,219
7,2030
8,55
9,1937
10,1014
11,111
12,1433
13,87
14,23
15,1063
16,76
17,1330
18,994
19,410
20,71
21,1627
22,98
23,265
24,34
25,59
26,478
27,983
28,594
29,2252
30,2636
31,925
32,852
33,1316
34,2423
35,2211
36,37
37,159
38,2864
39,3330
40,57
41,149
42,1154
43,93
44,3796
45,23
46,51
47,33
48,58
49,2433
50,2307
51,214
52,241
53,123
54,70
55,135
56,1517
57,758
58,1650
59,2743
60,1166
61,166
62,244
63,856
64,144
65,1301
66,53
67,1275
68,166
69,490
70,143
71,131
72,67
73,746
74,1751
75,38
76,1611
77,50
78,251
79,36
80,1181
81,885
82,252
83,454
84,41
85,2783
86,4951
87,3093
88,1582
89,127
90,764
91,2889
92,20
93,89
94,47
95,588
96,34
97,3693
98,72
99,493
100,1352
101,1127
102,921
103,61
104,1432
105,739
106,169
107,498
108,29
109,94
110,4541
111,755
112,52
113,1444
114,36
115,1031
116,40
117,65
118,1462
119,26
120,111
121,3608
122,1730
123,3403
124,486
125,46
126,1861
127,33
128,674
129,114
130,540
131,165
132,30
133,2761
134,201
135,20
136,145
137,56
138,3669
139,3603
140,1536
141,110
142,1381
143,273
144,66
145,2892
146,2078
147,1102
148,244
149,141
150,25
151,623
152,240
153,31
154,134
155,198
156,512
157,1557
158,2128
159,267
160,2469
161,23
162,193
163,2392
164,2259
165,226
166,295
167,2437
168,1193
169,1971
170,109
171,131
172,31
173,198
174,1159
175,1000
176,3079
177,240
178,251
179,94
180,1464
181,533
182,24
183,1264
184,205
185,2848
186,2426
187,52
188,349
189,274
190,3786
191,1503
192,234
193,1499
194,91
195,28
196,25
197,3600
198,31
199,308
200,1467
201,115
202,23
203,2322
204,1171
205,35
206,2093
207,1373
208,2585
209,36
210,815
211,1806
212,1571
213,607
214,877
215,1366
216,3583
217,20
218,2106
219,47
220,51
221,130
222,2720
223,26
224,3139
225,234
226,844
227,40
228,710
229,46
230,33
231,483
232,886
233,2746
234,156
235,96
236,31
237,72
238,3066
239,207
240,81
241,306
242,25
243,619
244,370
245,3106
246,4036
247,672
248,1561
249,3119
250,160
251,24
252,1511
253,51
254,56
255,21
256,1346
257,2318
258,3508
259,37
260,32
261,782
262,294
263,899
264,800
265,770
266,899
267,24
268,334
269,65
270,198
271,662
272,470
273,1514
274,1771
275,1641
276,2098
277,424
278,1637
279,79
280,143
281,1085
282,1918
283,2087
284,2764
285,45
286,20
287,30
288,1042
289,3800
290,1985
291,851
292,2198
293,318
294,545
295,114
296,3478
297,828
298,103
299,200
300,53
301,957
302,157
303,31
304,2015
305,2242
306,66
307,1145
308,4197
309,789
310,3875
311,1571
312,60
313,3315
314,3427
315,155
316,1364
317,2254
318,60
319,1420
320,50
321,136
322,687
323,1158
324,69
325,828
326,448
327,36
328,657
329,60
330,55
331,565
332,3079
333,5569
334,66
335,62
336,1699
337,457
338,3976
339,1865
340,518
341,225
342,43
343,121
344,2618
345,3612
346,47
347,330
348,337
349,3306
350,64
351,113
352,3236
353,271
354,2950
355,271
356,38
357,56
358,2225
359,2900
360,109
361,247
362,376
363,148
364,60
365,1000
366,76
367,209
368,3101
369,176
370,24
371,983
372,368
373,2912
374,148
375,93
376,82
377,2571
378,186
379,36
380,256
381,2265
382,165
383,745
384,2140
385,1523
386,1113
387,915
388,2107
389,2898
390,2469
391,87
392,209
393,453
394,1070
395,2142
396,1321
397,21
398,68
399,3999
400,148
401,88
402,140
403,782
404,94
405,49
406,200
407,1088
408,2844
409,3253
410,823
411,58
412,79
413,4556
414,67
415,227
416,459
417,1560
418,691
419,5472
420,105
421,794
422,3847
423,26
424,42
425,92
426,2670
427,42
428,2219
429,2737
430,86
431,38
432,77
433,2090
434,229
435,64
436,3203
437,1771
438,416
439,366
440,1889
441,248
442,372
443,20
444,36
445,2022
446,133
447,507
448,40
449,1885
450,1573
451,43
452,2374
453,287
454,641
455,1337
456,274
457,1481
458,80
459,64
460,64
461,1263
462,1749
463,160
464,60
465,21
466,738
467,1966
468,1674
469,187
470,552
471,82
472,320
473,2587
474,145
475,2900
476,80
477,67
478,1179
479,187
480,56
481,66
482,64
483,25
484,130
485,2882
486,1313
487,3023
488,1890
489,5394
490,1844
491,2176
492,55
493,930
494,480
495,31
496,122
497,3599
498,2249
499,2897
500,56
501,2207
502,57
503,57
504,1173
505,186
506,36
507,1405
508,47
509,145
510,1080
511,1331
512,51
513,3514
514,34
515,3194
516,545
517,52
518,1547
519,4083
520,85
521,109
522,108
523,1188
524,3720
525,725
526,319
527,3374
528,2144
529,20
530,56
531,66
532,1184
533,482
534,2407
535,132
536,33
537,662
538,1023
539,2042
540,129
541,267
542,974
543,31
544,1801
545,28
546,641
547,33
548,2487
549,2252
550,2594
551,180
552,139
553,20
554,175
555,62
556,912
557,4603
558,120
559,43
560,1749
561,1229
562,2936
563,85
564,3775
565,3555
566,305
567,54
568,1070
569,78
570,1671
571,50
572,85
573,65
574,125
575,196
576,221
577,1805
578,554
579,2597
580,1501
581,2279
582,1582
583,80
584,47
585,366
586,1787
587,46
588,1292
589,123
590,71
591,2930
592,2870
593,38
594,915
595,422
596,141
597,1003
598,1328
599,1080
600,1066
601,3078
602,63
603,87
604,1337
605,86
606,792
607,350
608,333
609,71
610,37
611,27
612,93
613,97
614,243
615,49
