 ,Area,X,Y
1,0.019,0.321,0.500
2,0.011,0.835,0.445
3,0.021,1.012,0.140
4,0.022,0.737,1.716
5,0.010,0.648,1.904
6,0.011,0.568,2.000
7,0.015,0.206,2.091
8,0.020,0.897,2.285
9,0.013,1.986,1.647
10,0.017,1.592,1.654
11,0.008,2.518,1.152
12,0.014,2.383,0.709
13,0.016,2.522,0.549
14,0.013,2.542,0.318
15,0.017,2.351,0.241
16,0.017,3.225,1.624
17,0.019,3.059,1.352
18,0.020,2.926,1.518
19,0.017,3.695,2.257
20,0.016,10.693,2.036
21,0.010,10.991,1.910
22,0.009,11.278,1.021
23,0.011,10.907,1.264
24,0.015,9.570,1.396
25,0.011,8.630,0.362
26,0.011,8.455,0.717
27,0.019,9.523,0.182
28,0.013,9.213,0.278
29,0.013,9.578,0.393
30,0.014,8.256,1.868
31,0.009,8.627,2.472
32,0.020,11.469,7.352
33,0.014,11.259,7.494
34,0.012,10.453,7.436
35,0.014,10.027,7.267
36,0.020,9.189,5.572
37,0.012,8.290,7.487
38,0.017,9.006,7.602
39,0.010,9.213,7.514
40,0.016,8.639,6.290
41,0.012,8.646,5.518
42,0.016,8.167,6.953
43,0.014,10.103,6.362
44,0.016,0.580,6.040
45,0.016,1.323,6.783
46,0.021,3.664,6.181
47,0.016,2.957,6.768
48,0.017,3.425,5.893
49,0.018,0.469,4.998
50,0.014,0.259,5.173
51,0.011,1.168,5.439
52,0.017,1.651,4.917
53,0.014,2.557,5.262
54,0.022,1.680,6.060
55,0.015,2.956,4.789
56,0.014,2.927,5.025
57,0.020,1.383,4.811
58,0.013,1.231,5.015
59,0.018,1.856,5.895
60,0.014,2.320,5.923
61,0.019,3.072,5.378
62,0.012,2.864,5.507
63,0.014,4.358,3.006
64,0.016,4.397,3.190
65,0.012,4.544,3.457
66,0.011,4.721,3.480
67,0.013,4.890,3.470
68,0.021,4.399,3.936
69,0.017,5.440,4.366
70,0.018,5.989,4.266
71,0.014,6.867,4.125
72,0.018,7.234,3.906
73,0.013,6.967,3.938
74,0.014,6.765,3.881
75,0.013,7.512,3.830
76,0.015,7.370,3.656
77,0.013,7.540,3.594
78,0.015,7.375,3.447
79,0.015,7.124,3.208
80,0.014,7.176,2.957
81,0.017,5.536,2.619
82,0.014,6.128,2.949
83,0.014,4.257,2.407
84,0.029,4.894,3.154
85,0.014,4.905,2.640
86,0.014,6.536,3.236
87,0.012,6.575,3.033
88,0.014,4.888,6.840
89,0.023,4.819,5.274
90,0.016,5.204,5.322
91,0.017,7.523,5.664
92,0.018,7.576,6.373
93,0.022,6.550,6.997
94,0.013,6.223,7.238
95,0.017,6.116,6.074
96,0.023,6.420,5.535
97,0.015,6.958,6.001
98,0.012,6.822,5.892
99,0.018,7.056,5.542
100,0.018,5.112,5.623
