 ,Area
1,41
2,58
3,40
4,22
5,56
6,43
7,25
8,20
9,54
10,52
11,48
12,29
13,25
14,23
15,30
16,21
17,23
18,30
19,22
20,40
21,52
22,1639
23,25
24,24
25,4416
26,38
27,38
28,32
29,69
30,22
31,47
32,79
33,25
34,35
35,36
36,26
37,23
38,26
39,20
40,20
41,23
42,65
43,33
44,20
45,23
46,21
47,23
48,28
49,28
50,24
51,36
52,20
53,23
54,24
55,22
56,37
57,23
58,25
59,20
60,20
61,2007
62,26
63,2295
64,26
65,40
66,1574
67,25
68,1250
69,43
70,3579
71,41
72,2727
73,20
74,29
75,4105
76,21
77,2161
78,3470
79,229
80,1361
81,4182
82,817
83,2193
84,3314
85,3378
86,151
87,44
88,27
89,478
90,2071
91,1599
92,21
93,72
94,2355
95,29
96,2947
97,3476
98,3372
99,1599
100,20
101,2525
102,47
103,876
104,4667
105,1100
106,662
107,1329
108,2209
109,3161
110,2609
111,1895
112,870
113,3582
114,1615
115,3222
116,790
117,88
118,683
119,1650
120,1669
121,2315
122,828
123,1403
124,2204
125,23
126,1478
127,1941
128,1490
129,2359
130,55
131,642
132,2630
133,1541
134,1770
135,1079
136,2080
137,114
138,1874
139,40
140,3089
141,2530
142,2320
143,2302
144,1829
145,3683
146,1171
147,2359
148,165
149,1772
150,2647
151,4269
152,4956
153,542
154,499
155,3557
156,28
157,2438
158,2535
159,2072
160,40
161,526
162,1003
163,983
164,830
165,967
166,1075
167,2006
168,1697
169,1094
170,1639
171,21
172,1066
173,265
174,2733
175,2205
176,1351
177,445
178,1399
179,109
180,1136
181,691
182,1099
183,1648
184,1165
185,930
186,646
187,4022
188,47
189,1130
190,510
191,955
192,317
193,1224
194,1643
195,676
196,37
197,1055
198,2310
199,400
200,977
201,3327
202,721
203,597
204,1695
205,1007
206,2535
207,2525
208,2266
209,2150
210,2862
211,372
212,2577
213,840
214,980
215,36
216,639
217,1118
218,112
219,1760
220,809
221,1455
222,720
223,979
224,454
225,131
226,1319
227,709
228,957
229,1268
230,48
231,1729
232,1490
233,1149
234,2821
235,493
236,2268
237,1274
238,1292
239,2292
240,881
241,3344
242,1655
243,479
244,707
245,2832
246,2992
247,26
248,2127
249,1230
250,2324
251,24
252,34
253,2496
254,399
255,1833
256,302
257,397
258,1075
259,451
260,1488
261,540
262,2566
263,22
264,1541
265,2252
266,26
267,1624
268,1897
269,1096
270,2495
271,3028
272,876
273,327
274,2802
275,1620
276,707
277,1194
278,1524
279,800
280,1947
281,927
282,569
283,799
284,2652
285,189
286,897
287,168
288,779
289,828
290,1550
291,1945
292,768
293,1352
294,1288
295,75
296,2348
297,1090
298,3149
299,455
300,2576
301,629
302,961
303,1804
304,1413
305,468
306,698
307,1743
308,1149
309,2004
310,1410
311,780
312,2102
313,1208
314,1647
315,987
316,1284
317,194
318,1402
319,1812
320,1508
321,226
322,895
323,1078
324,1492
325,460
326,443
327,940
328,583
329,1980
330,1215
331,1610
332,1184
333,1517
334,26
335,1090
336,2112
337,1475
338,2024
339,975
340,1013
341,548
342,438
343,1391
344,1060
345,1549
346,665
347,1791
348,336
349,664
350,985
351,2284
352,1137
353,978
354,253
355,1388
356,487
357,764
358,760
359,389
360,55
361,2149
362,29
363,1758
364,147
365,226
366,2246
367,27
368,467
369,644
370,698
371,1959
372,1086
373,44
374,2065
375,1034
376,403
377,2572
378,1225
379,75
380,27
381,821
382,2267
383,2432
384,1042
385,1276
386,289
387,643
388,336
389,682
390,646
391,1389
392,547
393,30
394,22
395,821
396,1405
397,20
398,2107
399,99
400,1689
401,351
402,2232
403,888
404,409
405,303
406,247
407,393
408,759
409,3245
410,1167
411,1533
412,1317
413,1653
414,422
415,2618
416,134
417,2051
418,1104
419,1555
420,980
421,1478
422,1870
423,1840
424,1950
425,654
426,994
427,585
428,335
429,614
430,556
431,25
432,2528
433,264
434,2636
435,318
436,899
437,615
438,506
439,592
440,107
441,1415
442,1819
443,22
444,162
445,2100
446,2286
447,1711
448,1701
449,1492
450,1148
451,1014
452,241
453,477
454,3650
455,1859
456,1452
457,1396
458,28
459,1212
460,2210
461,49
462,208
463,1103
464,556
465,20
466,105
467,775
468,1867
469,677
470,1934
471,2227
472,1670
473,81
474,590
475,45
476,2146
477,1985
478,1778
479,894
480,2582
481,32
482,1004
483,1701
484,1593
485,976
486,837
487,330
488,445
489,152
