 ,Area,X,Y
1,0.010,0.198,0.344
2,0.017,0.877,0.187
3,0.013,0.582,0.814
4,0.011,0.321,1.184
5,0.006,0.739,1.155
6,0.014,0.671,1.007
7,0.013,0.638,1.930
8,0.013,1.053,0.728
9,0.011,1.188,0.581
10,0.015,1.369,0.460
11,0.009,1.466,0.972
12,0.011,1.234,1.695
13,0.014,1.036,1.782
14,0.015,0.599,2.506
15,0.006,0.168,2.639
16,0.020,1.285,2.790
17,0.016,1.906,2.641
18,0.019,2.191,2.711
19,0.013,2.428,2.200
20,0.021,2.486,2.607
21,0.009,1.988,1.933
22,0.011,1.685,1.173
23,0.008,2.199,1.094
24,0.015,2.176,0.907
25,0.010,2.363,0.474
26,0.009,2.719,1.230
27,0.010,3.153,1.297
28,0.011,2.906,1.106
29,0.016,4.347,2.707
30,0.012,4.229,2.474
31,0.014,3.131,2.096
32,0.012,3.392,1.992
33,0.014,3.550,1.594
34,0.010,4.707,1.539
35,0.010,3.496,0.909
36,0.011,3.625,0.732
37,0.012,3.440,0.442
38,0.017,2.621,0.472
39,0.012,3.286,1.555
40,0.009,3.698,1.543
41,0.014,4.113,1.252
42,0.017,2.668,1.552
43,0.013,7.162,4.591
44,0.013,3.596,2.195
45,0.009,4.299,1.876
46,0.009,4.500,3.233
47,0.012,4.443,3.733
48,0.008,3.889,3.563
49,0.008,3.857,3.124
50,0.009,4.704,2.047
51,0.013,5.209,2.116
52,0.012,4.971,2.715
53,0.012,6.807,4.631
54,0.016,6.583,4.675
55,0.011,4.929,4.479
56,0.010,6.902,4.089
57,0.016,6.266,3.724
58,0.013,7.142,3.605
59,0.013,5.425,3.290
60,0.011,5.253,3.247
61,0.013,4.891,3.371
62,0.016,4.218,3.746
63,0.012,4.046,3.288
64,0.014,6.064,2.619
65,0.014,6.237,2.931
66,0.012,4.645,4.430
67,0.013,4.008,4.883
68,0.018,5.049,4.300
69,0.009,7.316,1.894
70,0.013,2.028,3.758
71,0.014,2.088,3.918
72,0.012,4.588,4.678
73,0.013,4.590,4.959
74,0.019,2.917,4.965
75,0.014,1.208,4.659
76,0.013,0.327,4.631
77,0.007,0.535,3.978
78,0.012,0.614,3.842
79,0.013,1.112,3.623
80,0.014,1.084,3.831
81,0.013,1.514,3.907
82,0.011,1.725,3.778
83,0.007,1.758,4.230
84,0.012,2.876,4.329
85,0.013,3.566,4.060
86,0.009,1.802,2.897
87,0.008,1.021,2.766
88,0.012,1.258,3.457
89,0.009,1.879,3.658
90,0.017,2.098,4.165
91,0.010,3.001,3.571
92,0.014,3.899,2.837
93,0.016,3.201,0.808
94,0.015,6.586,2.509
95,0.014,6.540,2.343
96,0.014,4.773,2.615
97,0.014,3.554,2.494
98,0.012,6.280,0.330
99,0.010,7.005,0.313
100,0.015,5.125,0.356
101,0.011,5.074,0.601
102,0.015,5.168,0.911
103,0.015,4.646,1.023
104,0.016,5.608,0.712
105,0.012,5.250,1.641
106,0.013,3.771,1.823
