 ,Area
1,147
2,1661
3,471
4,70
5,2320
6,465
7,172
8,2217
9,809
10,296
11,1147
12,1482
13,2421
14,189
15,1105
16,109
17,1037
18,98
19,967
20,29
21,496
22,168
23,107
24,1341
25,98
26,626
27,277
28,63
29,90
30,41
31,1131
32,1567
33,216
34,1765
35,70
36,284
37,3569
38,894
39,31
40,1117
41,104
42,1103
43,924
44,663
45,2105
46,96
47,52
48,2367
49,254
50,29
51,198
52,65
53,40
54,1411
55,776
56,942
57,135
58,193
59,48
60,845
61,1332
62,507
63,2209
64,865
65,26
66,2872
67,1250
68,2183
69,29
70,62
71,1591
72,73
73,142
74,1245
75,1058
76,1042
77,24
78,2440
79,620
80,751
81,47
82,1107
83,172
84,101
85,20
86,26
87,21
88,34
89,50
90,983
91,2141
92,120
93,1082
94,87
95,1802
96,183
97,332
98,692
99,1567
100,1611
101,232
102,1450
103,4931
104,343
105,582
106,552
107,22
108,1145
109,689
110,2296
111,988
112,1221
113,328
114,88
115,1855
116,560
117,1790
118,1895
119,23
120,902
121,130
122,662
123,830
124,106
125,83
126,48
127,659
128,37
129,834
130,41
131,1506
132,1403
133,646
134,916
135,280
136,261
137,862
138,1847
139,2262
140,1025
141,1180
142,1364
143,101
144,1195
145,511
146,43
147,333
148,188
149,808
150,290
151,1462
152,602
153,91
154,2084
155,440
156,593
157,152
158,139
159,1274
160,294
161,339
162,942
163,773
164,1986
165,2151
166,257
167,843
168,2197
169,187
170,203
171,588
172,735
173,2185
174,258
175,517
176,1176
177,2094
178,864
179,2748
180,2099
181,2610
182,31
183,630
184,67
185,66
186,134
187,1888
188,2113
189,1254
190,2531
191,1938
192,2906
193,174
194,1923
195,359
196,46
197,303
198,23
199,2000
200,418
201,1226
202,303
203,38
204,261
205,433
206,371
207,1210
208,1114
209,65
210,513
211,78
212,1280
213,2062
214,69
215,158
216,1663
217,652
218,800
219,329
220,1034
221,202
222,487
223,31
224,320
225,307
226,1932
227,2243
228,1133
229,90
230,2734
231,41
232,51
233,864
234,28
235,1472
236,1620
237,29
238,119
239,743
240,55
241,186
242,1620
243,159
244,1756
245,37
246,1542
247,29
248,3393
249,2782
250,1612
251,37
252,921
253,1778
254,470
255,1044
256,31
257,411
258,37
259,614
260,1923
261,708
262,868
263,725
264,1609
265,43
266,1450
267,1656
268,129
269,406
270,1948
271,276
272,2990
273,504
274,1627
275,1148
276,150
277,22
278,30
279,3242
280,1005
281,2629
282,48
283,101
284,925
285,2532
286,313
287,140
288,693
289,45
290,62
291,1441
292,127
293,1078
294,65
295,333
296,1323
297,193
298,633
299,414
300,746
301,44
302,539
303,70
304,238
305,923
306,33
307,29
308,2386
309,1674
310,3478
311,2715
312,2297
313,77
314,1333
315,1263
316,2740
317,25
318,1395
319,46
320,690
321,510
322,522
323,2949
324,1862
325,43
326,1008
327,2474
328,29
329,143
330,110
331,573
332,433
333,717
334,37
335,41
336,693
337,1245
338,149
339,44
340,20
341,23
342,2309
343,1385
344,381
345,1412
346,807
347,696
348,741
349,1016
350,1644
351,1569
352,252
353,24
354,2448
355,135
356,42
357,59
358,129
359,403
360,813
361,219
362,2562
363,2807
364,31
365,1030
366,2290
367,333
368,3502
369,38
370,629
371,272
372,41
373,20
374,400
375,462
376,1456
377,393
378,34
379,552
380,656
381,227
382,735
383,293
384,925
385,612
386,211
387,1246
388,2014
389,53
390,1010
391,130
392,1673
393,1233
394,2630
395,21
396,206
397,82
398,71
399,1492
400,2116
401,822
402,1209
403,654
404,54
405,38
406,191
407,792
408,939
409,20
410,157
411,27
412,1490
413,119
414,1941
415,3016
416,20
417,1674
418,2168
419,874
420,172
421,843
422,2827
423,259
424,139
425,68
426,198
427,579
428,1072
429,185
430,88
431,2469
432,30
433,45
434,25
435,222
436,33
437,971
438,329
439,2928
440,794
441,291
442,129
443,1270
444,180
445,977
446,283
447,1383
448,179
449,2154
450,1817
451,2124
452,1830
453,1345
454,1321
455,2578
456,41
457,22
458,530
459,2103
460,47
461,21
462,2426
463,26
464,198
465,170
466,411
467,273
468,327
469,240
470,1520
471,806
472,642
473,2138
474,42
475,571
476,151
477,2396
478,50
479,3731
480,433
481,27
482,31
483,103
484,1694
485,918
486,1705
487,46
488,1979
489,21
490,834
491,597
492,1836
493,751
494,769
495,27
496,345
497,30
498,237
499,242
500,177
501,91
