 ,Area
1,138
2,4598
3,1437
4,43
5,78
6,588
7,21
8,1119
9,195
10,1690
11,20
12,2075
13,402
14,3402
15,2602
16,750
17,58
18,1432
19,2140
20,838
21,917
22,1547
23,556
24,591
25,222
26,1007
27,697
28,1643
29,1180
30,1805
31,2722
32,20
33,1693
34,816
35,1011
36,2149
37,22
38,1741
39,29
40,1468
41,562
42,2959
43,1677
44,662
45,1884
46,1837
47,905
48,1565
49,1265
50,1954
51,851
52,137
53,1540
54,1083
55,48
56,20
57,1872
58,1508
59,2220
60,1340
61,1128
62,404
63,1064
64,1356
65,1521
66,138
67,870
68,2280
69,1234
70,25
71,22
72,1216
73,1839
74,209
75,1574
76,330
77,560
78,1392
79,1395
80,1173
81,649
82,1015
83,1665
84,1512
85,1187
86,229
87,960
88,829
89,168
90,562
91,537
92,2023
93,1417
94,1020
95,98
96,1410
97,520
98,939
99,1959
100,22
101,1742
102,21
103,1431
104,1541
105,391
106,1334
107,1914
108,109
109,20
110,1281
111,1685
112,1544
113,283
114,1089
115,992
116,348
117,69
118,24
119,1063
120,641
121,3128
122,836
123,793
124,766
125,765
126,1544
127,685
128,1052
129,265
130,2123
131,519
132,1793
133,912
134,2249
135,1632
136,933
137,2147
138,218
139,1578
140,1862
141,2062
142,23
143,1185
144,588
145,1814
146,945
147,1385
148,630
149,1369
150,2560
151,1150
152,334
153,21
154,873
155,2228
156,1605
157,1431
158,2453
159,1155
160,539
161,39
162,2377
163,1231
164,843
165,280
166,2461
167,1940
168,611
169,1783
170,1759
171,1981
172,913
173,103
174,513
175,1838
176,731
177,60
178,1623
179,27
180,1563
181,21
182,904
183,1926
184,612
185,2048
186,27
187,40
188,287
189,1148
190,2245
191,2094
192,1639
193,446
194,2208
195,1141
196,808
197,3492
198,1856
199,1628
200,1923
201,1043
202,1809
203,1190
204,2764
205,168
206,673
207,34
208,810
209,665
210,37
211,30
212,74
213,456
214,752
215,629
216,1317
217,1112
218,1486
219,455
220,2517
221,992
222,909
223,381
224,1033
225,198
226,584
227,251
228,2196
229,428
230,312
231,2087
232,677
233,1040
234,416
235,2547
236,2587
237,24
238,472
239,534
240,1937
241,1513
242,3254
243,996
244,3305
245,21
246,3136
247,1078
248,1058
249,1547
250,1495
251,862
252,1658
253,38
254,2285
255,1070
256,2266
257,908
258,939
259,1693
260,708
261,1420
262,31
263,424
264,50
265,1430
266,20
267,20
268,1721
269,28
270,2528
271,2525
272,477
273,1766
274,919
275,1199
276,1474
277,323
278,28
279,802
280,2312
281,62
282,1706
283,1504
284,1751
285,478
286,1359
287,1709
288,1394
289,1017
290,912
291,549
292,1274
293,1645
294,1229
295,345
296,271
297,1629
298,500
299,2870
300,1290
301,2511
302,2236
303,2463
304,21
305,1595
306,1008
307,1178
308,278
309,1719
310,396
311,512
312,300
313,844
314,32
315,156
316,628
317,28
318,224
319,3291
320,2355
321,25
322,1476
323,576
324,1354
325,958
326,798
327,1718
328,851
329,1513
330,2003
331,1585
332,1988
333,1669
334,2546
335,2017
336,2972
337,1712
338,1619
339,934
340,1001
341,1473
342,1384
343,1280
344,1727
345,207
346,446
347,854
348,954
349,20
350,968
351,20
352,180
353,24
354,902
355,22
356,1894
357,2277
358,1590
359,1224
360,700
361,2859
362,1202
363,1692
364,1827
365,632
366,1001
367,1828
368,113
369,1476
370,457
371,2019
372,1559
373,1595
374,39
375,1315
376,964
377,1048
378,2407
379,982
380,2436
381,1517
382,1666
383,2192
384,238
385,3392
386,2177
387,976
388,1274
389,1135
390,1903
391,1353
392,324
393,1436
394,25
395,335
396,1210
397,28
398,21
399,299
400,225
401,728
402,24
403,606
404,1639
405,26
406,595
407,2125
408,931
409,1580
410,1261
411,949
412,2746
413,2352
414,3358
415,527
416,1822
417,1713
418,1410
419,271
420,2076
421,99
422,1181
423,1007
424,1604
425,656
426,980
427,477
428,704
429,1394
430,43
431,158
432,99
433,24
434,1814
435,1974
436,1784
437,27
438,2043
439,1874
440,615
441,1458
442,667
443,161
444,1201
445,751
446,1751
447,975
448,142
449,610
450,1757
451,1523
452,24
453,124
454,356
455,1207
456,1532
457,2187
458,1400
459,1997
460,2354
461,2492
462,1214
463,780
464,2982
465,1268
466,1332
467,1988
468,2076
469,242
470,3701
471,22
472,1249
473,1171
474,1371
475,1236
476,710
477,20
478,881
479,983
480,100
481,25
482,20
483,1530
484,2860
485,21
486,1666
487,875
488,1699
489,23
490,1510
491,1251
492,256
493,26
494,947
495,1365
496,1930
497,1804
498,317
499,20
500,1526
501,1762
502,753
503,1597
504,1052
505,283
506,225
507,1898
508,1894
509,1397
510,2443
511,1323
512,1472
513,1271
514,44
515,1573
516,1320
517,21
518,1215
519,1203
520,886
521,1511
522,1444
523,25
524,1182
525,477
526,1775
527,23
528,20
