 ,Area
1,1095
2,1257
3,1577
4,27
5,2648
6,2510
7,28
8,2498
9,163
10,1290
11,628
12,1495
13,2172
14,155
15,3621
16,152
17,3133
18,2983
19,2233
20,3487
21,1097
22,91
23,161
24,22
25,2024
26,3025
27,50
28,161
29,57
30,672
31,775
32,584
33,173
34,680
35,28
36,34
37,36
38,3308
39,1764
40,542
41,3841
42,54
43,149
44,653
45,2640
46,39
47,3749
48,1163
49,2683
50,4962
51,2328
52,45
53,38
54,918
55,3055
56,1860
57,814
58,1408
59,156
60,1875
61,34
62,3348
63,249
64,417
65,4461
66,1042
67,3262
68,47
69,2166
70,406
71,1919
72,1125
73,3498
74,60
75,31
76,2765
77,1647
78,45
79,2591
80,64
81,48
82,2152
83,2968
84,1678
85,331
86,104
87,234
88,1043
89,23
90,544
91,1089
92,272
93,3926
94,1969
95,110
96,117
97,2173
98,3105
99,246
100,39
101,290
102,1512
103,2303
104,3331
105,3587
106,2082
107,56
108,2705
109,183
110,3195
111,837
112,718
113,458
114,1843
115,1775
116,2015
117,163
118,1430
119,743
120,2458
121,3983
122,1446
123,131
124,562
125,686
126,48
127,87
128,73
129,4388
130,2471
131,256
132,190
133,35
134,1875
135,2570
136,2625
137,1063
138,6729
139,3351
140,26
141,74
142,810
143,228
144,58
145,2119
146,147
147,1525
148,1899
149,2110
150,26
151,2965
152,3195
153,1851
154,1968
155,1796
156,675
157,832
158,35
159,2366
160,97
161,1647
162,77
163,3288
164,1815
165,1463
166,106
167,1338
168,2348
169,42
170,385
171,1917
172,52
173,858
174,917
175,2940
176,206
177,3996
178,2469
179,1915
180,2698
181,3074
182,2080
183,1700
184,138
185,2545
186,2099
187,1032
188,140
189,1838
190,517
191,66
192,50
193,4058
194,43
195,981
196,2375
197,2611
198,52
199,2043
200,56
201,366
202,2513
203,1369
204,3148
205,1937
206,1025
207,2182
208,3072
209,82
210,1011
211,182
212,954
213,2193
214,3618
215,702
216,604
217,1540
218,685
219,36
220,4278
221,34
222,384
223,56
224,2893
225,27
226,29
227,2433
228,2407
229,3060
230,7165
231,99
232,1330
233,2725
234,192
235,1594
236,404
237,2018
238,1983
239,1309
240,44
241,53
242,1721
243,1918
244,194
245,798
246,22
247,3484
248,2391
249,4317
250,1917
251,3372
252,2679
253,1973
254,2949
255,894
256,1118
257,3999
258,2901
259,889
260,465
261,150
262,1408
263,2003
264,800
265,1260
266,712
267,471
268,2163
269,4130
270,916
271,3459
272,205
273,195
274,2641
275,183
276,425
277,4003
278,2250
279,21
280,520
281,2076
282,2690
283,1442
284,26
285,221
286,2845
287,263
288,591
289,951
290,2290
291,1433
292,171
293,100
294,1381
295,339
296,2454
297,5971
298,296
299,56
300,2163
301,2823
302,3120
303,854
304,2377
305,2822
306,2785
307,2249
308,723
309,307
310,4034
311,1170
312,35
313,2566
314,313
315,1181
316,317
317,81
318,59
319,1137
320,608
321,61
322,27
323,1410
324,24
325,36
