 ,Area,X,Y
1,0.007,0.360,0.468
2,0.005,0.398,0.694
3,0.009,1.231,0.441
4,0.008,1.028,0.940
5,0.006,0.954,1.536
6,0.006,0.131,2.106
7,0.006,1.520,0.344
8,0.007,1.509,1.698
9,0.006,1.194,2.310
10,0.008,1.950,1.993
11,0.006,1.745,1.694
12,0.007,2.029,1.665
13,0.006,2.305,1.224
14,0.007,2.261,0.914
15,0.007,1.986,0.191
16,0.006,1.928,0.435
17,0.007,1.972,0.627
18,0.006,2.378,0.715
19,0.006,2.832,0.553
20,0.005,3.310,0.165
21,0.006,3.571,1.205
22,0.007,3.521,1.419
23,0.007,3.186,2.211
24,0.010,3.598,2.054
25,0.007,3.216,1.601
26,0.006,2.455,1.807
27,0.008,6.866,0.836
28,0.005,6.902,0.334
29,0.008,6.170,0.443
30,0.005,5.065,0.379
31,0.005,4.163,0.817
32,0.005,4.005,0.945
33,0.004,4.004,1.982
34,0.005,4.050,2.143
35,0.006,4.350,1.844
36,0.007,4.863,2.126
37,0.006,5.262,0.794
38,0.006,5.529,1.232
39,0.005,5.686,1.183
40,0.007,6.460,2.250
41,0.007,7.055,1.788
42,0.007,6.616,0.648
43,0.005,6.583,0.785
44,0.005,6.426,0.767
45,0.008,6.287,0.823
46,0.006,6.050,0.815
47,0.007,5.600,0.675
48,0.006,5.297,1.050
49,0.007,5.031,0.981
50,0.005,4.908,1.443
51,0.004,5.042,1.800
52,0.005,5.105,1.917
53,0.007,7.181,4.441
54,0.007,4.039,2.439
55,0.008,4.286,2.822
56,0.007,4.219,3.637
57,0.007,4.378,4.052
58,0.006,5.083,2.980
59,0.005,5.988,2.724
60,0.007,6.726,2.755
61,0.007,6.538,3.011
62,0.007,6.370,3.183
63,0.007,5.942,3.643
64,0.006,5.753,3.921
65,0.005,5.323,4.022
66,0.007,5.358,3.493
67,0.007,4.711,4.287
68,0.007,3.972,4.340
69,0.005,5.469,2.325
70,0.008,5.309,2.691
71,0.008,5.856,2.593
72,0.005,6.250,2.366
73,0.005,6.710,2.484
74,0.005,6.904,2.399
75,0.006,6.901,2.550
76,0.006,7.185,2.871
77,0.006,7.442,2.551
78,0.007,6.968,3.043
79,0.005,5.143,3.308
80,0.006,0.170,4.639
81,0.005,0.219,4.513
82,0.005,0.390,2.938
83,0.008,0.750,2.713
84,0.008,3.650,2.412
85,0.007,3.548,4.485
86,0.006,2.959,4.336
87,0.005,2.435,4.227
88,0.008,2.089,3.606
89,0.006,1.980,3.194
90,0.008,1.697,3.300
91,0.007,1.461,4.277
92,0.007,1.222,3.850
93,0.004,1.429,3.133
94,0.004,1.270,3.298
95,0.007,1.177,3.383
96,0.006,0.881,3.503
97,0.006,2.118,2.639
98,0.006,2.275,2.499
99,0.006,2.758,2.529
100,0.006,2.833,2.433
101,0.006,2.782,3.070
102,0.006,1.974,3.872
103,0.007,0.890,2.516
104,0.007,0.424,2.411
105,0.005,0.818,2.878
