 ,Area
1,497
2,199
3,352
4,317
5,868
6,935
7,226
8,1721
9,310
10,315
11,3124
12,119
13,648
14,202
15,78
16,479
17,42
18,282
19,2844
20,711
21,42
22,122
23,964
24,1675
25,225
26,1065
27,41
28,1175
29,1533
30,188
31,225
32,1556
33,1070
34,438
35,24
36,1043
37,2429
38,56
39,625
40,1770
41,1732
42,609
43,470
44,1971
45,1063
46,165
47,30
48,796
49,856
50,160
51,269
52,428
53,550
54,480
55,241
56,83
57,907
58,134
59,566
60,315
61,368
62,188
63,1921
64,625
65,674
66,1928
67,551
68,1227
69,454
70,244
71,604
72,460
73,1394
74,1810
75,1817
76,390
77,1423
78,1643
79,437
80,375
81,446
82,626
83,86
84,23
85,460
86,38
87,191
88,21
89,779
90,2679
91,58
92,889
93,707
94,882
95,481
96,1512
97,726
98,1919
99,308
100,527
101,1528
102,165
103,1897
104,379
105,344
106,2772
107,75
108,156
109,2619
110,811
111,1627
112,850
113,239
114,76
115,339
116,583
117,2491
118,3546
119,175
120,1548
121,708
122,115
123,248
124,300
125,356
126,713
127,1751
128,1095
129,1806
130,592
131,2276
132,609
133,47
134,2309
135,847
136,81
137,138
138,153
139,722
140,104
141,472
142,227
143,233
144,1172
145,283
146,2335
147,1224
148,57
149,660
150,670
151,776
152,1201
153,532
154,89
155,635
156,368
157,236
158,305
159,255
160,58
161,1232
162,58
163,1281
164,536
165,155
166,1338
167,1609
168,1265
169,1628
170,1225
171,265
172,177
173,480
174,1441
175,284
176,955
177,31
178,284
179,1575
180,240
181,528
182,795
183,696
184,1893
185,1221
186,901
187,321
188,608
189,1790
190,233
191,227
192,31
193,353
194,1508
195,153
196,677
197,2372
198,136
199,262
200,122
201,2051
202,387
203,150
204,994
205,43
206,1796
207,1755
208,46
209,3153
210,1222
211,1103
212,829
213,505
214,184
215,2269
216,2273
217,900
218,814
219,959
220,162
221,1040
222,2484
223,527
224,260
225,163
226,479
227,549
228,20
229,2081
230,85
231,54
232,775
233,1225
234,621
235,784
236,28
237,2405
238,44
239,912
240,232
241,698
242,495
243,433
244,1023
245,971
246,1106
247,733
248,689
249,1144
250,692
251,3044
252,23
253,220
254,1277
255,3269
256,2590
257,2548
258,3506
259,198
260,2661
261,509
262,306
263,99
264,312
265,150
266,615
267,86
268,136
269,103
270,502
271,1576
272,301
273,1495
274,385
275,475
276,398
277,27
278,1355
279,488
280,1059
281,1137
282,177
283,213
284,738
285,191
286,2069
287,246
288,24
289,1477
290,1529
291,2474
292,764
293,218
294,269
295,46
296,2061
297,88
298,684
299,1300
300,50
301,2069
302,1573
303,672
304,626
305,363
306,43
307,106
308,473
309,2226
310,1755
311,595
312,1235
313,285
314,1004
315,921
316,1267
317,127
318,429
319,260
320,193
321,516
322,83
323,587
324,576
325,418
326,712
327,151
328,357
329,599
330,474
331,99
332,1763
333,263
334,23
335,337
336,1932
337,645
338,1824
339,445
340,82
341,383
342,215
343,214
344,800
345,55
346,1372
347,247
348,355
349,154
350,190
351,995
352,2129
353,268
354,1764
355,828
356,2630
357,2277
358,57
359,2333
360,188
361,194
362,299
363,2365
364,1219
365,898
366,55
367,1603
368,320
369,212
370,2201
371,172
372,1081
373,768
374,302
375,72
376,100
377,131
378,1275
379,123
380,2863
381,354
382,45
383,69
384,688
385,208
386,465
387,435
388,364
389,1353
390,2131
391,452
392,214
393,95
394,80
395,500
396,1028
397,105
398,866
399,1706
400,2719
401,890
402,1217
403,1248
404,224
405,289
406,363
407,30
408,1254
409,177
410,1032
411,1839
412,299
413,1102
414,418
415,242
416,3117
417,1882
418,58
419,311
420,757
421,116
422,264
423,427
424,254
425,367
426,148
427,284
428,1834
429,255
430,343
431,1610
432,71
433,275
434,21
435,203
436,337
437,847
438,572
439,319
440,1448
441,914
442,2796
443,1683
444,1601
445,1596
446,33
447,2272
448,482
449,126
450,2683
451,588
452,897
453,280
454,381
455,330
456,1450
457,1279
458,418
459,179
460,2333
461,185
462,2967
463,965
464,516
465,195
466,778
467,168
468,592
469,444
470,207
471,1401
472,2650
473,34
474,935
475,327
476,936
477,1806
478,154
479,2587
480,907
481,210
482,322
483,746
484,369
485,277
486,186
487,357
488,1023
489,707
490,580
491,1809
492,1523
493,73
494,2194
495,85
496,894
497,1378
498,465
499,1496
500,3167
501,283
502,264
503,118
504,481
505,2007
506,127
507,3661
508,470
509,1174
510,1092
511,993
512,1478
513,2424
514,1320
515,391
516,254
517,1089
518,415
519,187
520,2230
521,204
522,28
523,487
524,1142
525,684
526,80
527,2491
528,3245
529,258
530,268
531,704
532,30
533,508
534,317
535,1415
536,1656
537,1176
538,568
539,730
540,1020
541,265
542,1631
543,301
544,2032
545,39
546,258
547,1669
548,1115
549,26
550,140
551,589
552,996
553,88
554,2184
555,117
556,395
557,416
558,1816
559,334
560,292
561,33
562,2311
563,883
564,3397
565,572
566,1725
567,370
568,50
569,52
570,268
571,293
572,631
573,2414
574,316
575,749
576,2938
577,591
578,294
579,115
580,2559
581,1043
582,245
583,825
584,1085
585,788
586,2267
587,1766
588,757
589,353
590,1433
591,2797
592,273
593,1428
594,41
595,2806
596,478
597,181
598,235
599,187
600,90
601,2480
602,180
603,331
604,261
605,1885
606,1015
607,363
608,124
609,551
610,1712
611,1472
612,733
613,263
614,1703
615,100
616,259
617,186
618,209
619,836
620,372
621,1196
622,1768
623,720
624,2301
625,273
626,1235
627,1872
628,1528
629,1065
630,478
631,194
632,619
633,1006
634,759
635,722
636,910
637,82
638,319
639,155
640,374
641,66
642,455
643,450
644,41
