 ,Area,X,Y
1,3825.924,566.356,747.265
2,7423.434,430.730,1270.335
3,5824.540,882.205,139.058
4,5653.230,1043.852,653.805
5,5424.817,1386.729,1127.496
6,6338.471,1683.403,659.848
7,3711.717,1571.382,1342.821
8,7766.054,2132.594,933.583
9,4168.544,4895.121,1128.895
10,7823.157,4379.038,1539.052
11,8108.674,3388.158,1714.833
12,5767.437,3429.646,584.520
13,4339.854,3657.331,408.558
14,5481.920,5639.562,793.687
15,5367.714,5393.617,413.688
16,3597.510,5356.543,312.522
17,8394.191,7620.804,3760.217
18,6966.607,7144.155,3044.473
19,4225.647,6249.881,3413.064
20,3883.027,5416.136,3658.653
21,5424.817,5590.070,3835.808
22,5424.817,5749.556,2835.622
23,5653.230,1953.095,4011.030
24,6623.987,2071.441,3889.603
25,5139.300,1550.882,4375.987
26,4682.474,2719.574,3613.104
27,4225.647,2948.227,4420.042
28,7137.917,1655.003,3676.141
29,4111.440,2720.508,3504.723
30,8051.571,2208.398,2478.670
31,3540.407,1346.063,1873.446
32,5824.540,1271.448,2064.676
33,5196.404,1489.039,2080.618
