 ,Area,X,Y
1,3577.205,583.454,495.441
2,4502.344,987.216,174.442
3,3515.529,93.896,802.218
4,3207.149,479.964,815.848
5,3823.908,327.690,1236.151
6,3638.881,75.273,1405.559
7,2713.741,1110.543,925.631
8,3392.177,1431.675,322.489
9,2528.714,1466.192,257.917
10,4749.047,1461.192,613.738
11,3823.908,1589.554,1317.978
12,4440.668,2342.932,711.606
13,4193.964,2213.851,89.506
14,2405.362,1669.050,154.148
15,3700.556,4439.005,525.785
16,3577.205,4874.120,888.382
17,3577.205,5016.023,976.259
18,2960.445,4997.546,1172.448
19,2898.769,5114.487,1438.927
20,4378.992,5229.648,1503.263
21,3083.797,5587.068,1196.859
22,4008.936,5915.002,959.988
23,4070.612,6012.375,903.855
24,2837.093,6153.483,753.415
25,3453.853,6480.881,415.389
26,4193.964,6420.388,3218.856
27,4317.316,6514.174,3310.995
28,3638.881,6085.922,3239.795
29,3268.825,7390.719,3504.025
30,3577.205,7349.567,3610.534
31,3453.853,7426.374,2728.076
32,4317.316,7103.852,2949.963
33,3638.881,6687.705,3533.832
34,3823.908,7405.252,3364.297
35,3453.853,7949.046,3132.386
36,4317.316,5694.390,3062.827
37,3453.853,766.548,3888.136
38,3947.260,631.954,4142.793
39,3392.177,720.157,4212.637
40,4255.640,1110.232,4399.101
41,3762.232,831.238,4584.521
42,2837.093,2020.544,4574.949
43,3885.584,1989.466,4999.813
44,5489.159,2326.063,3857.830
45,2960.445,2407.723,4524.705
46,2775.417,2279.319,4374.084
47,2960.445,1253.927,4282.559
48,3823.908,2161.586,3573.298
49,4132.288,2592.971,4801.770
50,2405.362,2379.682,4838.602
