 ,Area
1,21
2,4122
3,26
4,22
5,62
6,42
7,24
8,179
9,44
10,27
11,24
12,22
13,8014
14,39
15,10228
16,23
17,5615
18,1224
19,20
20,34
21,20
22,22
23,24
24,25
25,16843
26,20
27,31
28,27
29,9209
30,5064
31,23
32,20
33,34
34,6434
35,4021
36,21
37,21
38,34
39,6846
40,6292
41,27
42,23
43,22
44,20
45,22
46,33
47,46
48,32
49,55
50,20
51,53
52,5201
53,71
54,45
55,35
56,575
57,37
58,58
59,69
60,45
61,25
62,32
63,20
64,24
65,2415
66,62
67,1499
68,21
69,22
70,21
71,27
72,99
73,21
74,10206
75,4258
76,43
77,2095
78,41
79,86
80,24
81,9004
82,1244
83,25
84,2210
85,20
86,59
87,23
88,21
89,238
90,44
91,10149
92,26
93,39
94,134
95,42
96,209
97,20
98,32
99,24
100,36
101,3745
102,28
103,23
104,2753
105,5187
106,46
107,5704
108,28
109,41
110,6396
111,5666
112,1599
113,1846
114,41
115,21
116,9057
117,25
118,2758
119,25
120,30
121,10627
122,20
123,62
124,7806
125,7790
126,247
127,26
128,24
129,2886
130,1985
131,23
132,21
133,20
134,242
135,23
136,25
137,15146
138,141
139,25
140,27
141,4776
142,22
143,31
144,1833
145,22
146,90
147,23
148,30
149,27
