 ,Area
1,248
2,1354
3,2110
4,3098
5,1677
6,1459
7,290
8,140
9,1426
10,1249
11,1404
12,1053
13,476
14,1514
15,1401
16,25
17,175
18,1463
19,37
20,29
21,737
22,1790
23,480
24,94
25,2774
26,1379
27,1639
28,1969
29,316
30,801
31,299
32,1847
33,475
34,77
35,1049
36,219
37,744
38,3639
39,251
40,47
41,1041
42,245
43,111
44,20
45,1031
46,888
47,253
48,1235
49,1855
50,533
51,1716
52,130
53,3825
54,1678
55,1168
56,960
57,305
58,1199
59,26
60,341
61,1172
62,2349
63,1601
64,1675
65,3059
66,1412
67,489
68,665
69,1283
70,932
71,1014
72,459
73,1316
74,750
75,27
76,1235
77,2382
78,20
79,497
80,2006
81,1974
82,1434
83,212
84,1126
85,296
86,21
87,637
88,1295
89,1409
90,24
91,928
92,1005
93,1400
94,1359
95,559
96,1313
97,2022
98,882
99,514
100,573
101,783
102,118
103,464
104,980
105,1885
106,1415
107,897
108,1434
109,439
110,475
111,3056
112,63
113,1494
114,1807
115,1608
116,1782
117,1581
118,450
119,5149
120,3795
121,722
122,643
123,841
124,1065
125,1411
126,1658
127,2202
128,311
129,1700
130,2568
131,541
132,27
133,1703
134,418
135,865
136,1112
137,38
138,525
139,265
140,81
141,202
142,269
143,771
144,158
145,1356
146,47
147,1139
148,2355
149,229
150,848
151,2298
152,2135
153,1481
154,2383
155,790
156,1450
157,476
158,2045
159,1780
160,884
161,1015
162,852
163,670
164,1849
165,41
166,810
167,2768
168,1033
169,126
170,1055
171,1308
172,1183
173,1673
174,859
175,926
176,1050
177,581
178,96
179,695
180,20
181,2357
182,250
183,691
184,32
185,846
186,1113
187,1582
188,2375
189,57
190,46
191,1298
192,137
193,58
194,958
195,1412
196,180
197,459
198,2354
199,1222
200,1688
201,1371
202,22
203,859
204,2952
205,3559
206,556
207,2787
208,1549
209,59
210,63
211,64
212,456
213,988
214,800
215,1684
216,1765
217,1920
218,2730
219,210
220,644
221,290
222,2614
223,1715
224,285
225,1744
226,558
227,1247
228,1341
229,296
230,1872
231,1551
232,132
233,108
234,154
235,258
236,760
237,2784
238,1295
239,1912
240,911
241,86
242,1968
243,1708
244,42
245,22
246,4028
247,1056
248,1098
249,746
250,1153
251,1377
252,172
253,813
254,3723
255,211
256,33
257,1186
258,1115
259,1219
260,42
261,1046
262,342
263,23
264,627
265,3216
266,581
267,1497
268,30
269,195
270,1696
271,1568
272,2308
273,2105
274,1806
275,266
276,2970
277,1994
278,1905
279,559
280,622
281,1116
282,92
283,112
284,93
285,327
286,2168
287,25
288,1258
289,449
290,130
291,359
292,2597
293,144
294,48
295,853
296,936
297,27
298,4123
299,1764
300,95
301,581
302,1275
303,229
304,415
305,3910
306,1500
307,1049
308,726
309,1581
310,782
311,165
312,1986
313,1127
314,1502
315,1924
316,390
317,306
318,1075
319,809
320,76
321,815
322,735
323,1747
324,276
325,60
326,126
327,273
328,1954
329,2442
330,78
331,1674
332,282
333,1208
334,607
335,1054
336,2185
337,21
338,34
339,969
340,2243
341,595
342,3835
343,1890
344,815
345,261
346,3477
347,1336
348,1162
349,3257
350,152
351,85
352,628
353,341
354,572
355,243
356,353
357,222
358,1049
359,1572
360,370
361,712
362,69
363,908
364,1706
365,2042
366,1934
367,1744
368,2215
369,1960
370,401
371,2658
372,268
373,1131
374,1221
375,182
376,1582
377,991
378,23
379,696
380,1049
381,132
382,1958
383,892
384,3129
385,23
386,1775
387,1249
388,114
389,259
390,280
391,1844
392,1042
393,472
394,156
395,2000
396,3199
397,2173
398,1038
399,1211
400,47
401,1956
402,340
403,1165
404,2814
405,642
406,2060
407,1457
408,2038
409,1278
410,312
411,969
412,739
413,49
414,478
415,1089
416,361
417,398
418,1084
419,1002
420,1018
421,1286
422,1475
423,356
424,1277
425,91
426,154
427,1804
428,1230
429,376
430,2851
431,692
432,34
433,1932
434,121
435,218
436,1472
437,2958
438,958
439,1797
440,1621
441,664
442,82
443,1789
444,2625
445,2183
446,1142
447,48
448,65
449,1913
450,62
451,444
452,61
453,1440
454,33
455,319
456,42
457,1260
458,1918
459,391
460,1687
461,787
462,1308
463,926
464,66
465,58
466,1535
467,2033
468,1101
469,1096
470,983
471,1875
472,589
473,1584
474,1049
475,1061
476,2131
477,733
478,2291
479,1514
480,1158
481,2640
482,676
483,535
484,1264
485,2485
486,1522
487,2370
488,362
489,834
490,48
491,86
492,299
493,603
494,924
495,145
496,1431
497,3895
498,163
499,533
500,2638
501,1402
502,939
503,597
504,378
505,246
506,179
507,206
508,1240
509,1858
510,2317
511,180
512,332
513,20
514,1263
515,1632
516,21
517,214
518,137
519,1398
520,2534
521,1483
522,2182
523,32
524,3558
525,951
526,216
527,2725
528,1562
529,3246
530,2359
531,1547
532,875
533,1309
534,1120
535,123
536,791
537,1182
538,550
539,174
540,539
541,250
542,1354
543,1763
544,872
545,1541
546,2192
547,1973
548,1964
549,1352
550,1741
551,813
552,97
553,24
554,162
555,217
