 ,Area,X,Y
1,17823.062,312.788,275.809
2,8942.155,555.223,212.591
3,13045.747,737.985,88.236
4,18006.805,721.251,358.669
5,13351.985,695.911,583.295
6,20579.206,286.398,933.936
7,13168.242,85.268,601.935
8,21252.930,381.933,1378.981
9,21742.911,431.548,1708.920
10,24070.321,714.195,1818.450
11,14576.938,558.381,2037.906
12,28357.656,297.518,3107.743
13,21191.682,1101.058,1001.965
14,17026.843,1165.102,1716.982
15,19782.987,1351.211,2121.027
16,23090.359,1126.365,2282.488
17,21497.921,951.405,2454.036
18,21191.682,1056.997,2737.886
19,21069.187,1447.189,2645.809
20,18496.786,1613.029,2485.716
21,22722.873,1812.056,2350.980
22,18313.043,1605.303,1345.655
23,25172.779,1465.963,423.818
24,25111.531,2275.292,2978.380
25,22171.645,3776.908,2877.211
26,20701.701,2564.363,196.740
27,18803.025,2565.746,847.142
28,14638.185,2074.912,1313.718
29,23212.854,4188.681,492.889
30,24437.807,4258.362,802.939
31,22539.130,4365.978,1279.778
32,34972.401,4680.953,2759.093
33,22110.397,3785.019,2132.912
34,19844.234,4166.643,3087.101
35,18006.805,4666.637,3105.439
36,33747.448,2856.728,2202.887
37,22171.645,2913.791,2766.414
38,25111.531,3243.283,899.943
39,25234.026,3805.530,1390.574
40,23396.597,6497.250,2806.123
41,28051.418,5301.610,2697.642
42,28663.894,5105.736,2973.294
43,34176.181,5402.034,1803.394
44,24131.569,7155.904,275.502
45,26091.493,6759.994,1257.759
46,30256.333,5878.659,1963.952
47,21375.425,6219.732,1772.945
48,17026.843,6116.763,3016.816
49,19476.749,6042.453,3259.984
50,20211.720,7506.545,1455.178
51,26642.722,7704.261,1878.036
52,25356.522,5133.289,295.936
53,22171.645,6161.011,2443.188
54,23090.359,4845.417,4339.711
55,28602.647,4574.398,4423.691
56,28602.647,5673.218,5138.781
57,27377.694,4245.302,4890.455
58,16720.605,2710.220,4567.525
59,28786.389,4508.892,2302.701
60,26826.465,3581.543,3297.963
61,34298.677,5855.241,3664.887
62,25968.998,4325.408,3676.064
63,22294.140,3151.591,3472.009
64,22722.873,2835.142,4840.519
65,24070.321,2450.909,2407.936
66,21191.682,4352.910,3280.397
67,22110.397,3685.404,4433.999
68,25907.750,5240.213,4316.735
69,27683.932,1936.108,3820.983
70,24254.064,5680.178,2931.462
71,14025.709,4805.166,3266.469
72,19782.987,4378.793,2584.365
73,17088.091,706.550,3963.240
74,19415.501,815.900,2798.295
75,26030.246,2448.506,3737.951
76,13351.985,3633.028,4097.567
77,16781.853,1948.039,4180.758
78,14638.185,1449.251,3887.453
79,24254.064,1136.206,4756.719
80,12065.784,3500.347,3084.134
