 ,Area
1,43
2,39
3,61
4,82
5,84
6,75
7,84
8,96
9,31
10,71
11,45
12,81
13,35
14,66
15,35
16,60
17,23
18,149
19,37
20,68
21,63
22,31
23,33
24,45
25,57
26,163
27,88
28,220
29,88
30,46
31,55
32,85
33,93
34,83
35,45
36,54
37,75
38,125
39,72
40,48
41,70
42,62
43,116
44,99
45,38
46,76
47,56
48,125
49,264
50,89
51,59
52,55
53,38
54,101
55,104
56,53
57,42
58,68
59,117
60,76
61,82
62,38
63,70
64,33
65,53
66,57
67,39
68,80
69,54
70,89
71,47
72,86
73,37
74,56
75,59
76,465
77,39
78,81
79,85
80,116
81,75
82,76
83,117
84,55
85,81
86,47
87,96
88,107
89,51
90,258
91,110
92,82
93,68
94,97
95,91
96,77
97,110
98,50
99,35
100,42
101,21
102,95
103,29
104,63
105,56
106,43
107,34
108,111
109,20
110,70
111,52
112,32
113,88
114,90
115,50
116,88
117,234
118,66
119,73
120,104
121,32
122,26
123,22
124,52
125,40
126,143
127,99
128,82
129,85
130,49
131,166
132,363
133,64
134,32
135,37
136,64
137,115
138,126
139,86
140,82
141,65
142,47
143,39
144,21
145,31
146,290
147,192
148,80
149,24
150,57
151,59
152,27
153,24
154,33
155,73
156,20
157,55
158,81
159,70
160,49
161,78
162,26
163,89
164,29
165,95
166,113
167,102
168,42
169,50
170,41
171,71
172,53
173,126
174,47
175,49
176,51
177,123
178,152
179,45
180,60
181,73
182,84
183,121
184,163
185,45
186,51
187,65
188,65
189,37
190,141
191,100
192,85
193,92
194,64
195,43
196,49
197,71
198,25
199,125
200,27
201,118
202,81
203,49
204,103
205,43
206,62
207,90
208,41
209,73
210,69
211,38
212,107
213,172
214,27
215,254
216,36
217,118
218,35
219,192
220,83
221,69
222,90
223,67
224,56
225,58
226,23
227,52
228,32
229,133
230,94
231,141
232,23
233,40
234,48
235,60
236,50
237,29
238,44
239,98
240,42
241,48
242,111
243,120
244,44
245,25
246,70
247,180
248,41
249,58
250,162
251,28
252,26
253,73
254,79
255,83
256,30
257,31
258,52
259,71
260,85
261,99
262,28
263,40
264,77
265,75
266,65
267,27
268,64
269,178
270,44
271,120
272,91
273,46
274,47
275,36
276,56
277,58
278,53
279,27
280,77
281,60
282,71
283,35
284,36
285,50
286,26
287,211
288,33
289,111
290,22
291,60
292,67
293,31
294,148
295,97
296,59
297,25
298,73
299,63
300,97
301,58
302,74
303,73
304,47
305,50
306,126
307,33
308,80
309,20
310,79
311,108
312,34
313,332
314,174
315,61
316,43
317,52
318,92
319,28
320,60
321,63
322,160
323,355
324,26
325,79
326,62
327,107
328,79
329,100
330,48
331,72
332,87
333,54
334,113
335,62
336,63
337,92
338,52
339,34
340,48
341,161
342,31
343,45
344,108
345,66
346,28
347,22
348,21
349,33
350,27
351,20
352,92
353,37
354,53
355,61
356,116
357,24
358,46
359,55
360,39
361,49
362,111
363,56
364,33
365,121
366,90
367,28
368,57
369,65
370,101
371,41
372,44
373,44
374,57
375,28
376,28
377,38
378,24
379,23
380,36
381,35
382,92
383,69
384,30
385,115
386,64
387,35
388,98
389,192
390,59
391,63
392,21
393,80
394,88
395,56
396,28
397,121
398,61
399,136
400,65
401,60
402,46
403,51
404,94
405,73
406,65
407,103
408,82
409,62
410,49
411,66
412,35
413,163
414,148
415,105
416,129
417,28
418,32
419,32
420,95
421,70
422,48
423,82
424,55
425,34
426,28
427,189
428,116
429,329
430,96
431,109
432,75
433,21
434,250
435,93
436,136
437,91
438,23
439,47
440,74
441,212
442,23
443,85
444,35
445,65
446,58
447,51
448,37
449,67
450,291
451,35
452,112
453,74
454,30
455,74
456,77
457,85
458,20
459,40
460,33
461,44
462,75
463,45
464,46
465,61
466,52
467,31
468,85
469,82
470,33
471,77
472,172
473,98
474,47
475,87
476,38
477,54
478,58
479,22
480,93
481,27
482,80
483,93
484,178
485,30
486,64
487,30
488,103
489,36
490,69
491,74
492,63
493,52
494,197
495,56
496,51
497,40
498,75
499,72
500,132
501,63
502,81
503,71
504,47
505,31
506,93
507,79
508,88
509,41
510,49
511,20
512,71
513,52
514,53
515,67
516,78
517,95
518,49
519,39
520,78
521,43
522,139
523,40
524,63
525,114
526,114
527,28
528,64
529,174
530,67
531,61
532,286
533,318
534,68
535,34
