 ,Area,X,Y
1,0.007,0.199,0.400
2,0.006,0.364,0.636
3,0.005,1.073,0.890
4,0.008,0.965,1.061
5,0.003,1.609,0.180
6,0.003,1.510,0.189
7,0.004,1.803,0.573
8,0.005,1.808,1.071
9,0.007,1.549,1.593
10,0.005,1.313,1.789
11,0.004,0.779,2.117
12,0.002,1.040,2.489
13,0.006,1.763,2.088
14,0.006,1.654,1.892
15,0.006,1.893,1.180
16,0.007,1.885,0.795
17,0.004,2.102,0.406
18,0.004,1.852,0.339
19,0.003,2.584,0.399
20,0.005,2.749,0.378
21,0.005,2.916,0.858
22,0.007,3.519,0.876
23,0.004,3.341,1.223
24,0.004,3.186,1.489
25,0.007,2.959,1.487
26,0.005,2.711,1.786
27,0.006,3.009,2.004
28,0.005,3.675,2.188
29,0.004,3.672,2.315
30,0.005,3.292,2.305
31,0.006,3.750,1.387
32,0.005,3.689,0.273
33,0.006,4.117,0.246
34,0.005,4.794,0.242
35,0.006,4.404,0.876
36,0.006,4.327,2.087
37,0.006,4.400,2.219
38,0.007,5.426,0.234
39,0.004,6.126,1.062
40,0.005,7.333,0.511
41,0.004,6.762,2.333
42,0.007,6.950,2.357
43,0.006,6.529,2.263
44,0.006,6.238,2.306
45,0.007,4.680,2.293
46,0.008,4.444,2.396
47,0.004,4.817,1.527
48,0.004,4.727,1.352
49,0.006,4.468,0.756
50,0.006,5.244,0.602
51,0.004,5.556,1.155
52,0.005,5.790,1.162
53,0.003,6.291,0.974
54,0.008,5.036,4.427
55,0.005,4.894,4.339
56,0.005,4.527,3.893
57,0.007,4.416,3.672
58,0.006,4.608,3.583
59,0.005,5.102,3.285
60,0.007,5.056,3.020
61,0.005,5.332,3.607
62,0.005,5.471,3.688
63,0.008,5.882,3.448
64,0.007,6.097,3.189
65,0.004,6.341,3.066
66,0.006,6.349,4.383
67,0.008,6.462,4.558
68,0.006,6.888,4.652
69,0.006,7.220,4.585
70,0.007,7.131,4.700
71,0.006,7.324,3.777
72,0.007,7.246,3.287
73,0.006,6.947,2.855
74,0.005,7.431,3.250
75,0.004,5.520,3.574
76,0.007,3.641,4.785
77,0.007,3.298,3.811
78,0.005,3.030,3.682
79,0.007,2.482,3.094
80,0.005,2.316,2.734
81,0.005,2.038,3.551
82,0.006,1.724,3.388
83,0.006,0.463,2.870
84,0.006,0.576,4.008
85,0.007,1.127,4.874
86,0.006,1.271,4.005
87,0.006,1.728,4.019
88,0.006,1.457,3.550
89,0.007,1.251,3.450
90,0.006,1.049,3.513
91,0.006,0.970,2.970
92,0.006,0.266,3.319
93,0.006,0.470,3.432
94,0.006,1.616,3.056
95,0.010,1.330,5.008
96,0.005,2.163,3.184
97,0.007,2.061,3.095
98,0.006,2.413,2.966
99,0.006,2.542,2.737
100,0.006,1.634,2.842
