 ,Area
1,67
2,622
3,1457
4,929
5,298
6,177
7,830
8,25
9,80
10,175
11,283
12,95
13,196
14,1245
15,682
16,25
17,46
18,539
19,30
20,324
21,1414
22,794
23,672
24,37
25,26
26,148
27,81
28,1058
29,1127
30,1067
31,30
32,74
33,660
34,445
35,111
36,1092
37,83
38,588
39,53
40,106
41,505
42,110
43,981
44,1045
45,663
46,675
47,27
48,692
49,249
50,24
51,1476
52,70
53,515
54,124
55,468
56,663
57,120
58,755
59,613
60,101
61,265
62,985
63,1090
64,425
65,62
66,51
67,44
68,172
69,26
70,41
71,85
72,27
73,908
74,639
75,42
76,209
77,526
78,193
79,1054
80,131
81,39
82,43
83,149
84,79
85,455
86,24
87,471
88,1076
89,1037
90,53
91,1037
92,846
93,863
94,316
95,483
96,1389
97,649
98,32
99,875
100,611
101,226
102,27
103,74
104,24
105,310
106,279
107,673
108,85
109,1202
110,25
111,849
112,311
113,916
114,970
115,1510
116,1412
117,27
118,36
119,673
120,409
121,1131
122,43
123,412
124,164
125,44
126,220
127,911
128,1077
129,356
130,831
131,1227
132,264
133,88
134,531
135,525
136,27
137,367
138,342
139,175
140,20
141,72
142,36
143,1139
144,46
145,33
146,264
147,1156
148,66
149,164
150,49
151,32
152,49
153,36
154,592
155,136
156,450
157,20
158,96
159,905
160,21
161,138
162,61
163,508
164,677
165,2077
166,114
167,187
168,57
169,731
170,298
171,354
172,458
173,29
174,38
175,207
176,36
177,693
178,937
179,83
180,67
181,29
182,138
183,989
184,86
185,609
186,853
187,45
188,183
189,49
190,41
191,681
192,46
193,216
194,145
195,442
196,864
197,1595
198,178
199,57
200,160
201,62
202,52
203,315
204,64
205,663
206,196
207,89
208,371
209,1382
210,90
211,97
212,808
213,141
214,150
215,280
216,649
217,1071
218,48
219,603
220,113
221,268
222,34
223,952
224,59
225,1078
226,625
227,161
228,219
229,49
230,167
231,1595
232,256
233,566
234,21
235,961
236,229
237,172
238,146
239,1198
240,490
241,135
242,543
243,52
244,691
245,57
246,114
247,26
248,1234
249,442
250,67
251,23
252,1097
253,804
254,294
255,126
256,1430
257,596
258,125
259,161
260,102
261,37
262,715
263,799
264,39
265,980
266,156
267,125
268,31
269,257
270,132
271,80
272,788
273,48
274,128
275,809
276,28
277,659
278,38
279,1373
280,817
281,445
282,23
283,111
284,22
285,324
286,334
287,508
288,21
289,252
290,24
291,185
292,511
293,129
294,34
295,362
296,1059
297,527
298,102
299,354
300,21
301,229
302,1419
303,24
304,51
305,69
306,27
307,510
308,199
309,194
310,928
311,1697
312,703
313,149
314,216
315,889
316,399
317,162
318,1142
319,427
320,20
321,763
322,267
323,49
324,1619
325,469
326,621
327,341
328,878
329,67
330,552
331,99
332,87
333,634
334,46
335,1076
336,128
337,413
338,108
339,57
340,56
341,472
342,693
343,194
344,115
345,175
346,90
347,326
348,418
349,104
350,688
351,28
352,926
353,47
354,97
355,33
356,1414
357,26
358,652
359,116
360,26
361,38
362,93
363,1718
364,882
365,561
366,373
367,918
368,332
369,33
370,444
371,1098
372,57
373,751
374,33
375,71
376,1117
377,412
378,23
379,1108
380,20
381,1192
382,39
383,48
384,24
385,977
386,45
387,579
388,329
389,27
390,665
391,785
392,55
393,43
394,901
395,60
396,23
397,51
398,60
399,31
400,129
401,166
402,591
403,221
404,27
405,228
406,1335
407,83
408,146
409,199
410,624
411,71
412,1009
413,1289
414,142
415,628
416,60
417,632
418,410
419,285
420,180
421,29
422,24
423,527
424,161
425,25
426,870
427,51
428,1240
429,544
430,387
431,38
432,1313
433,30
434,393
435,486
436,21
437,20
438,1156
439,838
440,1009
441,29
442,1027
443,52
444,62
445,49
446,233
447,21
448,187
449,444
450,22
451,922
452,537
453,23
454,38
455,66
456,82
457,49
458,180
459,54
460,355
461,116
462,884
463,64
464,337
465,37
466,177
467,917
468,22
469,117
470,941
471,32
472,28
473,500
474,713
475,527
476,1480
477,404
478,56
479,215
480,20
481,218
482,87
483,49
484,73
485,351
486,112
487,122
488,34
489,60
490,788
491,57
492,128
493,256
494,663
495,51
496,111
497,825
498,115
499,981
500,288
501,34
502,146
503,728
504,403
505,21
506,615
507,566
508,401
509,1132
510,423
511,629
512,267
513,99
514,45
515,75
516,78
517,33
518,809
519,51
520,64
521,350
522,386
523,758
524,1050
525,118
526,49
527,22
528,56
529,31
530,68
531,1202
532,326
533,29
534,44
535,45
536,1132
537,29
538,112
539,512
540,821
541,107
542,874
543,119
544,1376
545,759
546,40
547,200
548,112
549,24
550,30
551,650
552,501
553,341
554,298
555,1109
556,35
557,496
558,356
559,102
560,41
561,1147
562,734
563,23
564,288
565,502
566,61
567,22
568,27
569,848
570,636
571,24
572,575
573,3057
574,39
575,27
576,28
577,92
578,925
579,305
580,44
581,25
582,133
583,123
584,557
585,215
586,481
587,673
588,184
589,1485
590,118
591,775
592,751
593,48
594,38
595,20
596,463
597,123
598,624
599,412
600,560
601,371
602,165
603,35
604,380
605,1543
606,165
607,51
608,94
609,280
610,289
611,653
612,38
613,90
614,41
615,59
616,26
617,257
618,171
619,27
620,50
621,905
622,24
623,1691
624,237
625,59
626,324
627,127
628,614
629,422
630,927
631,511
632,109
633,75
634,116
635,168
636,424
637,201
638,587
639,96
640,567
641,209
642,446
643,46
644,636
645,34
646,66
647,603
648,28
649,1090
650,831
651,491
652,40
653,976
654,935
655,268
656,84
657,294
658,811
659,31
660,763
661,82
662,24
663,173
664,602
665,71
666,1239
667,705
668,544
669,122
670,736
671,32
672,169
673,84
674,393
675,856
676,136
677,86
678,797
679,39
680,772
681,139
682,143
683,793
684,210
685,33
686,20
687,271
688,40
689,1049
690,957
691,921
692,554
693,201
694,693
695,152
696,1376
697,48
698,82
699,864
700,111
701,88
702,243
