 ,Area
1,10184
2,62
3,5248
4,170
5,914
6,1455
7,2184
8,2400
9,411
10,6322
11,43
12,5203
13,856
14,9976
15,97
16,416
17,25
18,506
19,48
20,30
21,4639
22,116
23,30
24,1557
25,33
26,963
27,1002
28,8877
29,269
30,6385
31,187
32,8234
33,8959
34,347
35,7103
36,108
37,191
38,281
39,27
40,107
41,384
42,95
43,8071
44,550
45,264
46,119
47,504
48,1324
49,226
50,171
51,1640
52,59
53,65
54,321
55,12798
56,1505
57,6514
58,12119
59,1667
60,57
61,34
62,3079
63,349
64,52
65,47
66,12622
67,5460
68,58
69,335
70,3786
71,9842
72,59
73,100
74,111
75,2133
76,179
77,702
78,567
79,540
80,34
81,9188
82,4963
83,270
84,296
85,1965
86,470
87,779
88,1179
89,287
90,2245
91,6475
92,10281
93,924
94,26
95,8071
96,7883
97,1540
98,157
99,817
100,67
101,523
102,4031
103,7484
104,10925
105,11780
106,222
107,347
108,28
109,39
110,88
111,91
112,20
113,1869
114,120
115,2875
116,3393
117,11458
118,23
119,1251
120,11113
121,69
122,50
123,245
124,357
125,131
126,9583
127,129
128,436
129,3136
130,90
131,23
132,22
133,85
134,8006
135,670
136,7811
137,191
138,81
139,34
140,87
141,125
142,4353
143,151
144,1774
145,292
146,32
147,22
148,1870
149,845
150,95
151,66
152,304
153,615
154,2605
155,203
156,17099
157,212
158,103
159,173
160,57
161,9359
162,188
163,3410
164,58
165,4164
166,5416
167,48
168,148
169,1317
170,96
171,21
172,540
173,239
174,4712
175,30
176,23
177,46
178,8829
179,38
180,40
181,3355
182,800
183,234
184,6463
185,20
186,173
187,12631
188,30
189,6803
190,109
191,1101
192,468
193,1989
194,497
195,44
196,1098
197,23
198,2222
199,10736
200,489
201,9359
202,7012
203,132
204,56
205,23
206,3472
207,976
208,58
209,20
210,4749
211,96
212,5189
213,2567
214,945
215,467
216,49
217,5228
218,353
219,44
220,1790
221,44
222,25
223,438
224,7605
225,848
226,154
227,167
228,6464
229,1725
230,8791
231,26
232,2355
233,77
234,5291
235,13999
236,4534
237,86
238,8441
239,1618
240,47
241,12396
242,2871
243,1148
244,46
245,60
246,494
247,50
248,129
249,20
