 ,Area
1,1270
2,56
3,5277
4,82
5,243
6,1568
7,937
8,88
9,424
10,2689
11,494
12,2582
13,5380
14,1400
15,1390
16,2728
17,1360
18,655
19,77
20,1155
21,3578
22,3132
23,224
24,533
25,158
26,2718
27,942
28,3298
29,622
30,2103
31,549
32,3499
33,1500
34,3971
35,561
36,1115
37,4092
38,415
39,461
40,725
41,3285
42,1445
43,153
44,199
45,2334
46,4106
47,7215
48,2441
49,1753
50,277
51,948
52,5020
53,4887
54,1797
55,287
56,2242
57,1072
58,440
59,962
60,4671
61,22
62,1665
63,1790
64,2049
65,434
66,1486
67,1044
68,942
69,2437
70,1718
71,2506
72,1546
73,6940
74,446
75,3025
76,7366
77,404
78,1059
79,5919
80,169
81,605
82,1255
83,88
84,267
85,82
86,1058
87,3365
88,3292
89,738
90,988
91,821
92,414
93,278
94,1597
95,380
96,4669
97,409
98,29
99,3467
100,5656
101,1708
102,437
103,4576
104,131
105,1534
106,56
107,4798
108,1442
109,140
110,965
111,4007
112,4191
113,1365
114,2788
115,2178
116,236
117,1096
118,893
119,508
120,86
121,1138
122,770
123,829
124,1259
125,478
126,1032
127,3965
128,667
129,4041
130,3957
131,723
132,424
133,1846
134,3182
135,2212
136,285
137,1870
138,5465
139,36
140,217
141,265
142,581
143,5449
144,2748
145,1873
146,621
147,433
148,5086
149,1630
150,94
151,2748
152,130
153,6514
154,45
155,54
156,1034
157,981
158,3108
159,4729
160,832
161,991
162,2180
163,6348
164,2096
165,422
166,2616
167,672
168,332
169,503
170,2421
171,834
172,7309
173,102
174,25
175,569
176,1642
177,203
178,558
179,867
180,548
181,335
182,503
183,601
184,4180
185,748
186,326
187,1249
188,724
189,1917
190,2132
191,3742
192,3639
193,1047
194,5036
195,1298
196,2029
197,450
198,753
199,698
200,3529
201,938
202,366
203,5381
204,6454
205,2030
206,1030
207,243
208,417
209,6212
210,680
211,2056
212,3914
213,259
214,1957
215,679
216,1674
217,387
218,521
219,2436
220,1238
221,3316
222,5223
223,2076
224,1032
225,3278
226,7504
227,614
228,276
229,1051
230,201
231,991
232,2393
233,3544
234,2294
235,3005
236,5295
237,824
238,508
239,2540
240,806
241,288
242,1056
243,2669
244,184
245,1488
246,5802
247,7601
248,1202
249,721
250,2767
251,3310
252,2354
253,520
254,33
