 ,Area
1,33
2,24
3,5112
4,1626
5,26
6,23
7,566
8,26
9,39
10,22
11,20
12,25
13,20
14,1356
15,52
16,22
17,41
18,4216
19,29
20,25
21,1472
22,3509
23,2205
24,25
25,4716
26,20
27,546
28,22
29,425
30,25
31,24
32,23
33,2522
34,20
35,373
36,53
37,25
38,56
39,41
40,22
41,27
42,2567
43,24
44,21
45,610
46,28
47,20
48,42
49,25
50,28
51,22
52,30
53,47
54,3588
55,29
56,30
57,2689
58,44
59,36
60,23
61,309
62,21
63,23
64,20
65,198
66,46
67,27
68,30
69,34
70,6878
71,3352
72,29
73,31
74,84
75,1385
76,3686
77,3167
78,4663
79,2236
80,7732
81,4583
82,27
83,23
84,2117
85,22
86,22
87,20
88,21
89,26
90,22
91,93
92,20
93,32
94,429
95,481
96,3708
97,49
98,27
99,3174
100,22
101,4609
102,2666
103,442
104,23
105,64
106,5221
107,23
108,30
109,47
110,1025
111,21
112,23
113,1238
114,25
115,34
116,34
117,1288
118,3290
119,22
120,38
121,29
122,3019
123,28
124,23
125,44
126,306
127,30
128,5176
129,26
130,28
131,321
132,21
133,30
134,23
135,32
136,20
137,2693
138,962
139,35
140,25
141,805
142,25
143,2653
144,44
145,22
146,22
147,21
148,1637
149,25
150,39
151,829
152,1629
153,24
154,4420
155,36
156,27
157,4176
158,1183
159,2169
160,491
161,1809
162,3266
163,5775
164,20
165,23
166,20
167,3683
168,21
169,22
170,3131
171,1364
172,48
173,23
174,29
175,2182
176,22
177,37
178,157
179,2249
180,26
181,23
182,40
183,4035
184,22
185,23
186,26
187,3584
188,2863
189,909
190,264
191,29
192,870
193,32
194,26
195,20
196,31
197,135
198,25
199,55
200,38
201,21
202,5707
203,2547
204,26
205,43
206,4970
207,20
208,3019
209,45
210,20
211,30
212,23
213,3983
214,21
215,3904
216,23
217,47
218,38
219,3987
220,27
221,24
222,1186
223,1316
224,28
225,38
226,24
227,55
228,4776
229,3797
230,227
231,941
232,24
233,2961
234,24
235,25
236,40
237,3525
238,21
239,7128
240,23
241,20
242,20
243,4729
244,23
245,1066
246,350
247,54
248,5094
249,20
250,39
251,24
252,5184
253,1506
254,1672
255,22
256,29
257,27
258,62
259,20
260,270
261,605
262,41
263,43
