 ,Area
1,885
2,2119
3,1526
4,37
5,2999
6,21
7,846
8,27
9,31
10,23
11,20
12,807
13,1936
14,3486
15,2086
16,65
17,757
18,31
19,1382
20,2377
21,374
22,1495
23,471
24,746
25,748
26,35
27,1120
28,42
29,23
30,294
31,2288
32,26
33,603
34,40
35,44
36,3829
37,31
38,321
39,1787
40,127
41,287
42,1931
43,1097
44,261
45,22
46,38
47,231
48,20
49,961
50,1545
51,475
52,25
53,1451
54,1003
55,20
56,861
57,98
58,3626
59,624
60,422
61,295
62,268
63,2944
64,1403
65,84
66,1191
67,21
68,603
69,2183
70,897
71,1251
72,32
73,206
74,922
75,1619
76,1157
77,290
78,370
79,24
80,1441
81,806
82,22
83,3010
84,1446
85,314
86,411
87,826
88,621
89,1548
90,740
91,26
92,1841
93,435
94,67
95,1358
96,843
97,33
98,1373
99,51
100,1976
101,1190
102,1134
103,1293
104,31
105,692
106,134
107,1232
108,55
109,273
110,634
111,746
112,86
113,145
114,59
115,538
116,2556
117,911
118,2294
119,3355
120,1649
121,417
122,29
123,721
124,638
125,174
126,26
127,69
128,1706
129,155
130,1312
131,1487
132,2520
133,100
134,51
135,1598
136,289
137,539
138,971
139,3214
140,1861
141,1605
142,1782
143,804
144,144
145,224
146,298
147,914
148,230
149,811
150,901
151,1045
152,1469
153,182
154,451
155,52
156,955
157,83
158,1699
159,1785
160,996
161,153
162,563
163,2138
164,595
165,134
166,232
167,199
168,25
169,465
170,1002
171,2010
172,328
173,23
174,66
175,1252
176,2023
177,361
178,92
179,515
180,403
181,663
182,396
183,1097
184,2154
185,780
186,117
187,716
188,827
189,2127
190,99
191,1668
192,447
193,119
194,22
195,555
196,266
197,54
198,1142
199,1500
200,52
201,1143
202,2305
203,102
204,188
205,502
206,140
207,1497
208,2147
209,2548
210,1042
211,1809
212,1190
213,1753
214,1207
215,175
216,606
217,177
218,208
219,1516
220,65
221,275
222,2199
223,194
224,1923
225,221
226,1307
227,186
228,188
229,122
230,727
231,427
232,810
233,27
234,102
235,1351
236,542
237,236
238,44
239,957
240,1279
241,1587
242,32
243,200
244,26
245,61
246,874
247,302
248,33
249,535
250,255
251,1302
252,22
253,1046
254,329
255,1798
256,1312
257,594
258,1020
259,2413
260,82
261,1520
262,496
263,326
264,849
265,125
266,87
267,50
268,902
269,1506
270,1332
271,28
272,1050
273,239
274,51
275,1137
276,134
277,298
278,910
279,1241
280,1458
281,221
282,389
283,548
284,436
285,2980
286,960
287,1092
288,35
289,55
290,1058
291,82
292,1251
293,161
294,159
295,1220
296,872
297,486
298,792
299,1820
300,538
301,259
302,2066
303,851
304,244
305,1569
306,1193
307,529
308,28
309,229
310,2712
311,371
312,82
313,40
314,539
315,618
316,208
317,1600
318,965
319,271
320,2620
321,971
322,38
323,462
324,93
325,353
326,531
327,926
328,20
329,2168
330,1873
331,2607
332,1297
333,2963
334,942
335,2395
336,117
337,38
338,33
339,21
340,643
341,505
342,21
343,819
344,328
345,175
346,1526
347,130
348,866
349,23
350,812
351,890
352,832
353,41
354,1391
355,1229
356,1317
357,486
358,26
359,889
360,28
361,1455
362,1107
363,32
364,1552
365,953
366,305
367,131
368,2002
369,364
370,714
371,249
372,1018
373,231
374,561
375,383
376,2218
377,1435
378,1438
379,30
380,572
381,39
382,2715
383,23
384,935
385,767
386,51
387,1272
388,608
389,1078
390,1711
391,1241
392,45
