 ,Area,X,Y
1,0.017,0.256,0.118
2,0.020,0.446,0.283
3,0.016,0.499,0.080
4,0.011,0.696,0.209
5,0.016,1.087,0.494
6,0.018,1.033,2.093
7,0.012,1.467,1.537
8,0.009,1.629,1.964
9,0.013,1.378,1.741
10,0.014,1.953,0.464
11,0.017,3.384,1.658
12,0.011,3.282,1.769
13,0.011,2.674,2.071
14,0.016,2.695,2.368
15,0.014,1.292,1.921
16,0.012,10.514,1.150
17,0.017,10.707,0.122
18,0.016,11.164,0.540
19,0.011,9.342,2.184
20,0.010,8.504,2.017
21,0.011,7.942,2.148
22,0.021,7.591,1.083
23,0.024,8.326,1.700
24,0.012,8.870,0.534
25,0.010,9.171,0.318
26,0.022,9.438,0.857
27,0.017,8.455,0.755
28,0.012,8.902,1.258
29,0.019,7.936,1.754
30,0.017,9.064,1.423
31,0.008,7.993,0.925
32,0.011,10.707,7.122
33,0.013,8.047,6.969
34,0.021,10.906,5.176
35,0.017,9.025,6.816
36,0.021,8.704,6.047
37,0.021,9.605,5.278
38,0.014,9.915,5.856
39,0.018,9.730,5.945
40,0.019,8.817,5.329
41,0.016,10.529,5.486
42,0.017,11.218,5.731
43,0.021,9.308,5.888
44,0.018,9.370,6.143
45,0.016,8.095,6.095
46,0.015,7.869,6.171
47,0.013,2.838,6.982
48,0.021,3.451,6.018
49,0.012,3.388,5.055
50,0.016,3.116,5.088
51,0.012,2.781,4.862
52,0.008,2.354,4.849
53,0.014,2.064,4.701
54,0.024,1.434,4.832
55,0.017,1.478,7.020
56,0.016,0.116,6.432
57,0.020,0.198,5.416
58,0.014,0.204,5.202
59,0.014,1.318,5.770
60,0.013,1.506,5.296
61,0.013,2.324,6.187
62,0.011,0.894,4.008
63,0.015,1.108,4.412
64,0.012,2.326,4.433
65,0.021,2.597,4.457
66,0.020,3.807,4.313
67,0.015,3.125,3.530
68,0.020,2.743,3.312
69,0.019,2.379,2.806
70,0.016,3.387,2.459
71,0.019,3.556,2.674
72,0.019,2.126,2.609
73,0.018,1.783,3.236
74,0.013,1.596,3.289
75,0.015,0.384,3.064
76,0.013,4.680,4.195
77,0.014,4.038,3.625
78,0.018,5.126,2.898
79,0.013,6.033,3.192
80,0.020,5.941,4.144
81,0.020,8.204,3.937
82,0.021,8.038,3.201
83,0.019,9.253,2.535
84,0.018,9.864,2.789
85,0.023,10.071,2.535
86,0.012,10.989,3.638
87,0.010,10.243,4.081
88,0.008,10.200,3.904
89,0.010,9.884,4.100
90,0.017,10.321,2.302
91,0.015,10.230,2.118
92,0.013,9.139,2.073
93,0.015,8.925,2.216
94,0.016,8.273,2.391
95,0.016,5.037,6.831
96,0.013,5.364,5.970
97,0.014,5.525,6.080
98,0.020,6.088,5.751
99,0.016,6.931,5.656
100,0.019,6.675,6.873
101,0.019,6.560,6.137
102,0.015,6.460,7.392
103,0.018,4.307,5.605
104,0.019,4.080,6.477
105,0.021,4.323,7.644
