 ,Area
1,735
2,188
3,5173
4,68
5,2783
6,770
7,7577
8,41
9,918
10,1071
11,741
12,40
13,1004
14,9486
15,5008
16,298
17,1543
18,5629
19,4857
20,435
21,409
22,5574
23,1135
24,1620
25,439
26,4475
27,1751
28,2013
29,26
30,484
31,3570
32,1011
33,2019
34,440
35,116
36,766
37,596
38,10484
39,2082
40,1172
41,2160
42,60
43,1870
44,673
45,2128
46,8860
47,7137
48,236
49,87
50,4912
51,70
52,6028
53,181
54,372
55,896
56,6862
57,7507
58,3920
59,451
60,2703
61,68
62,798
63,743
64,11421
65,447
66,654
67,1619
68,579
69,6824
70,1334
71,304
72,242
73,2184
74,781
75,7917
76,620
77,507
78,5421
79,1883
80,140
81,661
82,289
83,1853
84,730
85,119
86,1183
87,24
88,4482
89,1861
90,2738
91,378
92,76
93,224
94,397
95,1126
96,811
97,1178
98,798
99,389
100,697
101,4997
102,8747
103,7723
104,278
105,151
106,390
107,5082
108,595
109,201
110,201
111,765
112,1098
113,5212
114,436
115,6752
116,1559
117,2060
118,191
119,3995
120,6061
121,469
122,2189
123,4889
124,7002
125,86
126,2353
127,424
128,2394
129,89
130,2400
131,393
132,1315
133,1801
134,9823
135,2401
136,451
137,1606
138,1034
139,472
140,1984
141,3636
142,3716
143,6640
144,714
145,2569
146,779
147,875
148,507
149,192
150,206
151,8479
152,936
153,143
154,1010
155,1273
156,4801
157,2751
158,2170
159,4982
160,53
161,3389
162,7174
163,437
164,2262
165,614
166,63
167,437
168,1078
169,386
170,855
171,3798
172,285
173,631
174,8374
175,248
176,4618
177,4852
178,601
179,4226
180,374
181,175
182,1285
183,921
184,319
185,476
186,770
187,1542
188,445
189,302
190,1315
191,997
192,79
193,3682
194,176
195,286
196,6869
197,10487
198,985
199,1168
200,33
201,3199
202,5972
203,1291
204,13661
205,3738
206,3077
207,3680
208,639
209,370
210,728
211,4729
212,3034
213,205
214,2954
215,1149
216,673
217,8570
218,4939
219,5076
220,1659
221,5957
222,248
223,2545
224,113
225,136
226,7510
227,34
228,288
229,334
230,1932
231,2946
232,7303
233,6452
234,985
235,3089
236,953
237,4510
238,1034
239,446
240,307
241,864
242,5350
243,1091
244,1410
245,822
246,504
247,183
248,561
249,3696
250,1611
251,143
252,2244
253,613
254,1007
255,415
256,4336
257,151
258,1701
259,932
260,405
261,1371
262,130
263,90
264,5355
265,665
266,931
267,60
268,281
269,55
270,239
271,501
272,917
273,244
274,829
275,393
276,138
277,308
