 ,Area,X,Y
1,0.014,0.790,0.443
2,0.019,0.665,0.942
3,0.014,1.635,0.719
4,0.013,1.467,0.594
5,0.014,1.689,0.555
6,0.017,1.854,0.367
7,0.014,3.577,0.719
8,0.014,3.788,0.803
9,0.015,4.032,1.097
10,0.015,4.178,1.176
11,0.015,3.891,0.974
12,0.018,3.942,2.260
13,0.013,3.750,2.100
14,0.016,3.094,1.997
15,0.012,3.167,1.320
16,0.014,1.854,1.216
17,0.013,0.856,1.513
18,0.014,1.415,2.192
19,0.015,1.929,1.905
20,0.014,2.352,1.592
21,0.013,2.721,1.371
22,0.014,2.915,1.768
23,0.012,2.723,1.563
24,0.012,2.904,1.399
25,0.015,10.925,2.165
26,0.014,9.732,0.216
27,0.014,9.925,0.304
28,0.015,9.854,0.485
29,0.017,9.304,1.026
30,0.016,9.993,1.313
31,0.014,10.313,1.454
32,0.013,10.103,1.469
33,0.010,10.553,1.965
34,0.013,10.514,2.336
35,0.015,10.158,2.213
36,0.014,9.774,1.800
37,0.018,7.872,2.019
38,0.014,8.344,2.165
39,0.016,8.069,1.340
40,0.013,7.937,1.368
41,0.013,8.541,0.519
42,0.013,8.705,0.151
43,0.018,8.803,0.342
44,0.016,9.575,1.414
45,0.014,9.398,1.572
46,0.015,9.387,1.323
47,0.015,8.732,1.308
48,0.014,10.514,0.468
49,0.021,9.364,6.297
50,0.011,11.407,6.873
51,0.015,11.352,7.062
52,0.016,8.176,5.340
53,0.018,8.283,5.530
54,0.014,8.315,5.785
55,0.014,8.486,5.580
56,0.017,7.881,6.745
57,0.015,7.969,6.962
58,0.018,8.654,6.563
59,0.017,8.677,6.149
60,0.015,8.695,5.682
61,0.015,9.468,5.816
62,0.015,9.765,5.566
63,0.015,10.105,5.721
64,0.016,9.674,6.362
65,0.016,9.860,6.970
66,0.013,10.739,5.423
67,0.017,11.184,5.265
68,0.012,0.411,7.275
69,0.014,2.989,7.387
70,0.013,3.239,7.430
71,0.014,3.410,5.297
72,0.016,3.144,5.728
73,0.015,3.408,5.865
74,0.013,2.316,6.063
75,0.015,0.363,5.664
76,0.012,0.724,5.677
77,0.017,0.323,6.256
78,0.014,1.117,7.045
79,0.014,1.026,7.263
80,0.013,1.199,7.388
81,0.016,1.693,5.704
82,0.013,1.632,5.915
83,0.015,2.511,5.935
84,0.014,2.080,3.723
85,0.013,3.244,3.042
86,0.014,3.215,4.001
87,0.015,2.945,4.645
88,0.015,0.438,2.676
89,0.012,0.550,4.107
90,0.014,1.082,3.430
91,0.014,1.850,4.718
92,0.014,2.507,3.005
93,0.014,3.043,2.866
94,0.017,2.452,4.794
95,0.020,1.471,3.100
96,0.017,2.821,3.011
97,0.017,6.769,1.396
98,0.014,6.808,0.974
99,0.012,5.748,1.717
100,0.017,5.972,2.346
101,0.017,8.381,1.606
