 ,Area
1,4165
2,35
3,5758
4,9636
5,292
6,25
7,47
8,4533
9,5552
10,5363
11,24
12,3098
13,3963
14,3845
15,7361
16,31
17,2309
18,20
19,3994
20,38
21,3895
22,3314
23,201
24,3382
25,21
26,23
27,5107
28,4999
29,6671
30,20
31,20
32,2465
33,305
34,6665
35,1081
36,597
37,3949
38,22
39,21
40,3039
41,24
42,10218
43,434
44,27
45,63
46,74
47,2676
48,28
49,20
50,789
51,22
52,1438
53,954
54,9609
55,2687
56,54
57,1480
58,27
59,25
60,5993
61,1452
62,9054
63,140
64,7505
65,3555
66,20
67,5580
68,942
69,41
70,10147
71,27
72,27
73,1465
74,3297
75,321
76,6074
77,35
78,5400
79,23
80,106
81,25
82,2822
83,35
84,89
85,2262
86,2325
87,1898
88,3922
89,1747
90,2292
91,4127
92,3749
93,44
94,2389
95,1370
96,3655
97,23
98,3137
99,22
100,2363
101,1312
102,133
103,20
104,1600
105,1976
106,5036
107,75
108,6146
109,4673
110,4009
111,289
112,1675
113,1150
114,251
115,5305
116,4883
117,3098
118,30
119,4097
120,7730
121,3089
122,27
123,6368
124,2411
125,3553
126,951
127,2873
128,4880
129,4336
130,2554
131,2657
132,20
133,2972
134,3930
135,2777
136,5338
137,5600
138,22
139,267
140,5369
141,3216
142,974
143,6790
144,3541
145,3105
146,4822
147,4392
148,2765
149,41
150,29
151,1601
152,4822
153,23
154,3855
155,1026
156,20
157,20
158,21
159,21
160,2949
161,78
162,176
163,6090
164,846
165,3554
166,1678
167,5236
168,6244
169,1274
170,2326
171,2606
172,333
173,3456
174,32
175,29
176,2873
177,2784
178,1006
179,2227
180,20
181,1772
182,422
183,2841
184,5692
185,3707
186,6243
187,4920
188,6795
189,825
190,30
191,4395
192,1110
193,2044
194,4515
195,1128
196,22
197,4379
198,2801
199,1509
200,7688
201,2310
202,2283
203,45
204,1738
205,3675
206,6220
207,28
208,21
209,30
210,353
211,2987
212,4417
213,35
214,3760
215,2878
216,1277
217,38
