 ,Area
1,1418
2,1649
3,1584
4,1661
5,2088
6,3444
7,60
8,471
9,540
10,1954
11,1390
12,1634
13,1064
14,1790
15,1239
16,1345
17,219
18,685
19,833
20,28
21,1537
22,1465
23,3651
24,1947
25,1134
26,946
27,853
28,1129
29,1271
30,1201
31,2613
32,453
33,1664
34,1761
35,2291
36,95
37,60
38,1460
39,576
40,6024
41,663
42,2289
43,296
44,2903
45,1847
46,232
47,1396
48,189
49,1954
50,1175
51,976
52,812
53,1666
54,2436
55,3104
56,84
57,22
58,840
59,209
60,2457
61,1124
62,415
63,245
64,3198
65,928
66,21
67,857
68,2139
69,447
70,767
71,442
72,2076
73,892
74,2197
75,3041
76,3445
77,1012
78,1735
79,465
80,2057
81,2384
82,223
83,3608
84,420
85,28
86,1164
87,3317
88,602
89,46
90,736
91,30
92,2574
93,2808
94,2304
95,613
96,39
97,1259
98,29
99,49
100,1174
101,972
102,794
103,596
104,2874
105,805
106,2003
107,2680
108,1721
109,1013
110,1741
111,1649
112,1759
113,1441
114,1138
115,1175
116,671
117,1632
118,60
119,1607
120,2255
121,1219
122,680
123,593
124,4067
125,2550
126,719
127,1000
128,2200
129,2681
130,2155
131,2729
132,1769
133,241
134,2863
135,752
136,2556
137,556
138,2386
139,32
140,146
141,2716
142,2248
143,27
144,2015
145,258
146,1290
147,2801
148,145
149,543
150,1954
151,3219
152,1296
153,22
154,1062
155,2601
156,756
157,1143
158,1696
159,1401
160,409
161,2743
162,1278
163,1522
164,2166
165,1690
166,1110
167,1165
168,21
169,2869
170,1241
171,572
172,3147
173,20
174,1542
175,2864
176,264
177,2799
178,2389
179,2810
180,2124
181,2966
182,124
183,2158
184,1470
185,472
186,1385
187,2991
188,1874
189,1340
190,4822
191,2078
192,466
193,6291
194,1049
195,1596
196,1084
197,1945
198,22
199,23
200,1735
201,38
202,518
203,1068
204,2500
205,24
206,1093
207,687
208,337
209,1289
210,1460
211,20
212,787
213,1309
214,2698
215,80
216,1573
217,302
218,1340
219,692
220,1002
221,2172
222,1381
223,2880
224,578
225,1043
226,1490
227,1263
228,235
229,1547
230,3121
231,22
232,1318
233,1921
234,1484
235,1210
236,1023
237,565
238,636
239,2911
240,820
241,3294
242,1286
243,3198
244,1748
245,42
246,684
247,3513
248,396
249,2272
250,572
251,965
252,1288
253,50
254,638
255,3628
256,2316
257,1043
258,2301
259,381
260,3659
261,2059
262,880
263,38
264,1147
265,1224
266,2773
267,818
268,47
269,323
270,2965
271,51
272,1936
273,2827
274,242
275,1091
276,3701
277,1834
278,2103
279,1359
280,60
281,534
282,1258
283,1220
284,1856
285,933
286,97
287,3168
288,130
289,2590
290,3274
291,539
292,416
293,2428
294,4455
295,2503
296,37
297,3114
298,645
299,2621
300,1360
301,2160
302,22
303,1142
304,27
305,1729
306,2654
307,21
308,1397
309,1423
310,2081
311,522
312,879
313,1558
314,3402
315,2526
316,54
317,256
318,822
319,4195
320,586
321,1616
322,522
323,1605
324,2523
325,1291
326,20
327,3973
328,20
329,1783
330,1929
331,1418
332,2088
333,298
334,1711
335,28
336,2192
337,231
338,2440
339,791
340,24
341,1896
342,750
343,2256
344,1458
345,32
346,2255
347,1237
348,31
349,1886
350,2375
351,1833
352,79
353,2270
354,1810
355,1533
356,23
357,61
358,483
359,2111
360,1340
361,1476
362,783
363,25
364,27
365,238
366,1333
367,1098
368,1059
369,3385
370,1088
371,2445
372,429
373,882
374,2322
375,1262
376,2491
377,2210
378,2214
379,1321
380,2172
381,2402
382,390
383,2103
384,296
385,54
386,1403
387,954
388,1205
389,2083
390,1099
391,20
392,1119
393,1735
394,1360
395,1363
396,866
397,1070
398,1449
399,1141
400,1564
401,1258
402,726
403,21
404,23
405,517
406,1436
407,964
408,1922
409,1087
410,2223
411,1275
412,1364
413,2258
414,1153
415,2625
416,1320
417,40
418,1914
419,1378
420,929
421,1502
422,2035
423,1425
424,2029
425,334
426,725
427,1357
428,769
429,369
430,1856
431,1018
432,22
433,290
434,2291
435,20
436,3294
437,1412
438,953
439,1785
440,1235
441,2237
442,1519
443,524
444,330
445,617
446,1276
447,274
448,791
