 ,Area
1,3317
2,331
3,361
4,1725
5,2624
6,635
7,492
8,49
9,2511
10,3156
11,129
12,496
13,31
14,23
15,158
16,839
17,20
18,2131
19,82
20,28
21,22
22,93
23,137
24,40
25,316
26,20
27,49
28,1617
29,515
30,27
31,29
32,311
33,433
34,1062
35,21
36,28
37,32
38,213
39,24
40,393
41,49
42,1697
43,86
44,713
45,1222
46,3233
47,96
48,426
49,2375
50,222
51,23
52,321
53,2320
54,850
55,305
56,144
57,2685
58,2223
59,867
60,2903
61,158
62,906
63,101
64,23
65,36
66,26
67,26
68,2240
69,400
70,21
71,36
72,337
73,51
74,1013
75,3227
76,55
77,73
78,540
79,473
80,26
81,50
82,4881
83,125
84,1747
85,20
86,162
87,79
88,406
89,21
90,1250
91,20
92,820
93,745
94,31
95,40
96,624
97,1335
98,32
99,1169
100,499
101,2972
102,20
103,167
104,354
105,247
106,46
107,842
108,1846
109,55
110,957
111,595
112,1045
113,33
114,67
115,352
116,620
117,21
118,670
119,555
120,118
121,1161
122,372
123,642
124,2322
125,106
126,41
127,632
128,27
129,611
130,317
131,39
132,628
133,1739
134,58
135,86
136,25
137,81
138,4482
139,2885
140,1726
141,43
142,63
143,99
144,40
145,602
146,156
147,2321
148,20
149,857
150,87
151,62
152,665
153,37
154,34
155,25
156,3047
157,534
158,394
159,66
160,58
161,21
162,1713
163,89
164,40
165,838
166,44
167,1147
168,22
169,36
170,325
171,40
172,63
173,95
174,1079
175,1888
176,2939
177,82
178,112
179,22
180,64
181,21
182,397
183,1561
184,706
185,741
186,58
187,49
188,39
189,1381
190,2849
191,722
192,38
193,140
194,243
195,2073
196,64
197,2448
198,2080
199,1386
200,26
201,2256
202,33
203,826
204,177
205,23
206,611
207,28
208,50
209,158
210,1239
211,32
212,297
213,279
214,36
215,2807
216,324
217,23
218,27
219,2620
220,610
221,1467
222,279
223,2869
224,2632
225,96
226,504
227,219
228,1512
229,26
230,227
231,83
232,799
233,227
234,21
235,777
236,32
237,24
238,20
239,38
240,84
241,337
242,35
243,35
244,594
245,24
246,112
247,22
248,247
249,1774
250,1463
251,864
252,1607
253,78
254,61
255,124
256,31
257,43
258,36
259,43
260,38
261,24
262,612
263,21
264,2678
265,2282
266,637
267,115
268,22
269,466
270,235
271,29
272,25
273,2261
274,27
275,101
276,69
277,25
278,22
279,1437
280,1362
281,174
282,38
283,44
284,657
285,20
286,55
287,26
288,337
289,2286
290,23
291,178
292,358
293,291
294,2625
295,255
296,178
297,30
298,56
299,45
300,1338
301,1976
302,1556
303,595
304,22
305,328
306,144
307,24
308,33
309,62
310,518
311,811
312,20
313,66
314,159
315,62
316,62
317,2687
318,904
319,629
320,1011
321,3831
322,571
323,163
324,189
325,1766
326,24
327,260
328,24
329,1107
330,25
331,867
332,21
333,1595
334,42
335,76
336,21
337,123
338,79
339,50
340,1147
341,100
342,1737
343,1453
344,1218
345,1602
346,85
347,282
348,21
349,1509
350,1394
351,30
352,21
353,41
354,452
355,29
356,54
357,79
358,71
359,39
360,2637
361,90
362,713
363,207
364,1022
365,22
366,1880
367,57
368,35
369,169
370,356
371,34
372,278
373,26
374,1659
375,1412
376,878
377,28
378,1364
379,88
380,79
381,1094
382,90
383,50
384,1484
385,741
386,36
387,1836
388,56
389,2443
390,29
391,2394
392,2865
393,20
394,34
395,35
396,440
397,204
398,23
399,1302
400,120
401,1236
402,30
403,41
404,244
405,292
406,98
407,84
408,238
409,83
410,22
411,358
412,716
413,1175
414,47
415,1102
416,359
417,31
418,24
419,22
420,66
421,688
422,646
423,21
424,21
425,26
426,1643
427,1600
428,30
429,53
430,160
431,599
432,1731
433,489
434,54
435,212
436,1521
437,1137
438,835
439,30
440,40
441,47
442,60
443,37
444,27
445,80
446,956
447,41
448,1011
449,23
450,31
451,23
452,327
453,3068
454,64
455,139
456,20
457,40
458,2613
459,3063
460,39
461,530
462,1792
463,21
464,80
465,960
466,68
467,1856
468,971
469,554
470,36
471,130
472,203
473,1535
474,170
475,22
476,22
477,155
478,24
479,458
480,1031
481,309
482,56
483,713
484,33
485,103
486,590
487,24
488,48
489,23
490,29
491,1316
492,265
493,216
494,25
495,347
496,717
497,26
498,2372
499,1332
500,28
501,519
502,21
503,48
504,32
505,215
506,2865
507,2854
508,33
509,138
510,1983
511,41
512,119
513,2870
514,949
515,604
516,709
517,21
518,1221
519,1070
520,85
521,53
522,753
523,1269
524,286
525,276
526,1136
527,179
528,422
529,1643
530,1868
531,478
532,911
533,52
534,49
535,407
536,44
537,112
538,728
539,57
540,61
541,179
542,890
543,3133
544,975
545,878
546,215
547,24
548,1755
549,2002
550,20
551,86
552,235
553,54
554,544
555,1444
556,47
557,812
558,1123
559,780
560,23
561,26
562,2107
563,1154
564,1255
565,30
566,26
567,1424
568,1312
569,984
570,881
571,807
572,50
573,80
574,1267
575,595
576,244
577,1006
578,2935
579,291
580,20
581,694
582,1354
583,917
584,694
585,115
586,312
587,22
588,26
589,1148
590,36
591,49
592,27
593,4375
594,2531
595,68
596,49
597,36
598,58
599,49
600,21
601,292
602,44
603,20
604,30
605,133
606,328
607,533
608,35
609,2192
610,2396
611,21
612,36
613,64
614,579
615,30
616,3027
617,24
618,669
619,28
620,1131
621,1824
622,2934
623,24
624,3615
625,1463
626,687
627,95
628,1149
629,24
630,197
631,64
632,419
633,21
634,21
635,1730
636,146
637,25
638,217
639,104
640,215
641,42
642,689
643,1423
644,400
645,136
646,740
647,1216
648,640
649,23
650,26
651,502
652,29
653,450
654,55
655,27
656,2243
657,558
658,255
659,32
660,637
661,23
662,857
663,3042
664,29
665,26
666,215
667,2063
668,2252
669,37
670,1121
671,2369
672,2298
673,1614
674,365
675,30
676,25
677,335
678,30
679,38
680,327
681,1226
682,308
683,21
684,1620
685,58
686,45
687,358
688,622
689,30
690,23
691,918
692,1143
693,893
694,993
695,2695
696,906
697,1884
698,1394
699,21
700,781
701,66
702,31
703,21
704,441
705,31
706,24
707,191
708,30
709,20
710,741
711,39
712,64
713,25
714,1218
715,21
716,24
717,21
718,21
719,1170
720,83
721,40
722,166
723,58
724,23
725,27
726,20
727,315
728,22
