 ,Area
1,420
2,1257
3,48
4,686
5,616
6,1585
7,220
8,835
9,58
10,231
11,843
12,28
13,1048
14,1565
15,845
16,1289
17,2770
18,598
19,1377
20,321
21,1427
22,22
23,45
24,668
25,936
26,1258
27,1663
28,796
29,1118
30,2418
31,1226
32,288
33,798
34,1455
35,284
36,1087
37,1820
38,653
39,3346
40,436
41,280
42,161
43,1003
44,471
45,647
46,384
47,263
48,731
49,746
50,54
51,325
52,2016
53,1205
54,556
55,27
56,25
57,22
58,342
59,658
60,961
61,37
62,20
63,1377
64,2360
65,991
66,731
67,429
68,1111
69,2642
70,2722
71,1329
72,1451
73,746
74,719
75,1290
76,22
77,94
78,332
79,998
80,721
81,1473
82,970
83,619
84,1540
85,607
86,784
87,1383
88,3736
89,959
90,117
91,507
92,1403
93,218
94,2534
95,966
96,772
97,781
98,567
99,145
100,261
101,960
102,344
103,54
104,327
105,640
106,221
107,1401
108,651
109,47
110,389
111,80
112,933
113,1631
114,1489
115,189
116,699
117,2445
118,173
119,1054
120,1014
121,173
122,25
123,769
124,972
125,461
126,734
127,30
128,875
129,313
130,1660
131,147
132,135
133,1159
134,842
135,557
136,870
137,2079
138,80
139,294
140,708
141,150
142,42
143,1227
144,1372
145,1085
146,2179
147,578
148,29
149,1749
150,303
151,23
152,154
153,262
154,549
155,1204
156,2477
157,718
158,709
159,1071
160,1295
161,21
162,953
163,969
164,1103
165,647
166,31
167,34
168,185
169,468
170,3741
171,1053
172,1387
173,48
174,1835
175,1235
176,546
177,1650
178,223
179,1555
180,24
181,46
182,23
183,31
184,28
185,1200
186,20
187,1082
188,122
189,952
190,994
191,500
192,2199
193,2040
194,493
195,56
196,446
197,68
198,1010
199,275
200,1579
201,193
202,27
203,566
204,1380
205,671
206,1261
207,1809
208,453
209,2193
210,169
211,1060
212,1044
213,129
214,285
215,1206
216,21
217,1142
218,22
219,1488
220,1705
221,24
222,43
223,37
224,121
225,1240
226,2119
227,816
228,1746
229,3711
230,1057
231,612
232,1530
233,752
234,1329
235,651
236,2784
237,1416
238,71
239,49
240,466
241,29
242,878
243,2535
244,756
245,1399
246,1467
247,922
248,2659
249,304
250,914
251,1096
252,1016
253,20
254,183
255,1226
256,22
257,2089
258,31
259,619
260,595
261,222
262,1685
263,3233
264,52
265,28
266,508
267,2971
268,3027
269,286
270,401
271,1253
272,449
273,789
274,1184
275,2330
276,1029
277,584
278,1876
279,21
280,1064
281,20
282,337
283,2138
284,30
285,306
286,2477
287,1002
288,554
289,749
290,102
291,72
292,1770
293,1445
294,22
295,71
296,2018
297,990
298,376
299,1383
300,365
301,896
302,1580
303,585
304,200
305,570
306,1421
307,40
308,327
309,848
310,597
311,471
312,2107
313,1094
314,2498
315,772
316,444
317,26
318,2362
319,35
320,132
321,91
322,1266
323,1153
324,1041
325,37
326,1278
327,357
328,641
329,246
330,772
331,1730
332,1684
333,26
334,398
335,411
336,2416
337,175
338,345
339,1751
340,2188
341,1032
342,97
343,37
344,1437
345,1291
346,94
347,112
348,763
349,32
350,1496
351,427
352,23
353,925
354,1363
355,53
356,1659
357,440
358,202
359,283
360,89
361,1244
362,1804
363,317
364,485
365,5020
366,578
367,55
368,1275
369,1369
370,1787
371,507
372,278
373,653
374,1256
375,1708
376,886
377,2850
378,128
379,781
380,1145
381,1141
382,43
383,32
384,45
385,20
386,901
387,1133
388,1736
389,1110
390,161
391,2241
392,752
393,1191
394,787
395,392
396,1079
397,619
398,2359
399,499
400,29
401,215
402,96
403,63
404,966
405,146
406,462
407,1026
408,871
409,1093
410,499
411,619
412,771
413,39
414,123
415,994
416,1070
417,118
418,677
419,571
420,214
421,2506
422,1648
423,3065
424,24
425,589
426,274
427,666
428,194
429,1080
430,302
431,649
432,373
433,544
434,905
435,1526
436,517
437,1192
438,242
439,758
440,48
441,1563
442,109
443,646
444,2045
445,1407
446,1489
447,1000
448,29
449,664
450,227
451,604
452,1954
453,736
454,205
455,1352
456,4355
457,288
458,334
459,100
460,79
461,196
462,1889
463,859
464,1051
465,60
466,847
467,2193
468,2103
469,35
470,1430
471,294
472,242
473,1934
474,792
475,515
476,1110
477,710
478,25
479,1163
480,770
481,1078
482,2145
483,1339
484,3863
485,925
486,3154
487,1318
488,317
489,426
490,1552
491,1587
492,963
493,820
494,26
495,28
496,736
497,328
498,20
499,172
500,1211
501,86
502,772
503,226
504,737
505,1646
506,31
507,1890
508,992
509,70
510,1244
511,1567
512,56
513,165
514,812
515,852
516,2934
517,627
518,1224
519,701
520,846
521,301
522,415
523,1411
524,2026
525,1035
526,20
527,2084
528,705
529,685
530,152
531,587
532,2485
533,1915
534,1946
535,406
536,316
537,24
538,1312
539,1199
540,826
541,21
542,1577
543,1571
544,313
545,73
546,813
547,21
548,45
549,1355
550,32
551,36
552,1130
553,27
554,1369
555,556
556,364
557,578
558,780
559,213
560,1314
561,434
562,711
563,20
564,2064
565,1217
566,147
567,1258
568,343
569,1057
570,171
571,303
572,385
573,360
574,37
575,39
576,20
577,24
