 ,Area
1,2325
2,2942
3,2724
4,2598
5,1409
6,527
7,3250
8,2043
9,2355
10,4356
11,1098
12,2499
13,472
14,23
15,1237
16,3672
17,679
18,4114
19,23
20,1554
21,854
22,27
23,24
24,2844
25,2655
26,1812
27,20
28,1540
29,2080
30,24
31,2583
32,148
33,121
34,2966
35,3387
36,1355
37,33
38,2391
39,230
40,2608
41,3043
42,647
43,1233
44,2105
45,1216
46,250
47,1913
48,355
49,1811
50,1720
51,1773
52,2201
53,2968
54,1804
55,1923
56,2803
57,1577
58,3122
59,4194
60,152
61,828
62,2349
63,477
64,2307
65,2063
66,959
67,2462
68,1881
69,815
70,22
71,3039
72,2610
73,1890
74,636
75,2554
76,1769
77,1927
78,1074
79,952
80,1232
81,566
82,556
83,2601
84,2554
85,967
86,1913
87,542
88,2089
89,2338
90,2599
91,1496
92,4373
93,411
94,1232
95,1784
96,4293
97,829
98,1718
99,1150
100,1434
101,998
102,1563
103,23
104,854
105,1820
106,2354
107,2770
108,2320
109,1664
110,3916
111,2137
112,2034
113,1036
114,2341
115,1304
116,35
117,5219
118,1514
119,1589
120,2047
121,142
122,2169
123,3963
124,2685
125,622
126,1198
127,2214
128,2329
129,1890
130,4851
131,2064
132,1663
133,490
134,2558
135,2458
136,1782
137,1821
138,3185
139,2385
140,815
141,1798
142,1869
143,319
144,1097
145,22
146,1178
147,623
148,1726
149,1402
150,2562
151,3563
152,1268
153,1745
154,1110
155,1442
156,3302
157,1095
158,25
159,1530
160,1747
161,1846
162,1632
163,26
164,20
165,25
166,524
167,1886
168,2206
169,874
170,1618
171,1525
172,1771
173,1208
174,2001
175,21
176,1832
177,1266
178,582
179,1819
180,1218
181,154
182,1971
183,2505
184,2509
185,1243
186,888
187,1897
188,1789
189,20
190,593
191,30
192,2082
193,2309
194,1577
195,1666
196,37
197,333
198,2289
199,3811
200,1187
201,1036
202,2601
203,1482
204,2909
205,1976
206,1855
207,284
208,4070
209,378
210,500
211,1361
212,388
213,26
214,953
215,298
216,520
217,202
218,2156
219,859
220,619
221,1615
222,3457
223,1975
224,1690
225,1069
226,1304
227,109
228,2907
229,403
230,2799
231,1711
232,1106
233,1130
234,2820
235,982
236,1245
237,1005
238,2384
239,77
240,309
241,776
242,1306
243,1415
244,85
245,855
246,1129
247,2700
248,509
249,2342
250,997
251,1369
252,1822
253,1500
254,1092
255,2172
256,47
257,933
258,1675
259,722
260,1909
261,1819
262,1545
263,160
264,1483
265,323
266,269
267,397
268,1558
269,582
270,444
271,1626
272,872
273,727
274,2095
275,923
276,2103
277,1120
278,1955
279,2682
280,1327
281,1590
282,1958
283,1744
284,1707
285,1341
286,2959
287,21
288,864
289,2709
290,1878
291,1871
292,1184
293,2617
294,1616
295,1354
296,1660
297,1306
298,1120
299,1519
300,1562
301,1543
302,915
303,898
304,664
305,2756
306,1173
307,1084
308,2309
309,1116
310,1759
311,1745
312,2386
313,2255
314,1144
315,2480
316,2349
317,128
318,326
319,1271
320,1329
321,1332
322,634
323,1919
324,2965
325,623
326,3105
327,1106
328,69
329,2624
330,33
331,2078
332,1703
333,1980
334,1138
335,2192
336,783
337,1886
338,2427
339,475
340,1043
341,2531
342,488
343,112
344,1100
345,1012
346,598
347,1071
348,2384
349,977
350,131
351,23
352,1682
353,553
354,292
355,2344
356,980
357,1472
358,109
359,1117
360,437
361,1406
362,1416
363,1760
364,1205
365,1061
366,1967
367,1259
368,1386
369,2220
370,1031
371,1411
372,980
373,1583
374,1158
375,591
376,2116
377,1838
378,1005
379,2140
380,455
381,211
382,1990
383,192
384,38
385,1547
386,1962
387,1204
388,1438
389,3879
390,341
391,1382
392,867
393,695
394,1422
395,394
396,2124
397,1244
398,1629
399,854
400,955
401,721
402,1058
403,2013
404,843
405,30
406,2103
407,903
408,963
409,693
410,1918
411,1053
412,1128
413,618
414,1525
415,397
416,974
417,1883
418,944
419,36
420,26
421,468
422,40
423,580
424,729
425,1369
426,1487
427,1414
428,28
429,783
430,395
431,209
