 ,Area,X,Y
1,0.005,0.179,0.304
2,0.005,0.452,0.269
3,0.005,0.560,0.621
4,0.005,0.646,0.770
5,0.005,0.232,0.863
6,0.004,0.323,1.241
7,0.004,0.371,1.378
8,0.006,0.734,0.330
9,0.005,0.900,0.294
10,0.004,0.754,0.691
11,0.006,1.025,0.788
12,0.005,0.955,1.176
13,0.007,0.817,1.385
14,0.005,1.008,1.523
15,0.005,1.150,0.693
16,0.005,1.290,0.177
17,0.005,1.514,0.460
18,0.007,1.375,0.492
19,0.006,1.515,0.917
20,0.005,2.072,0.854
21,0.003,2.084,0.754
22,0.004,2.237,0.838
23,0.005,2.202,1.359
24,0.004,1.965,1.485
25,0.004,1.851,1.438
26,0.004,1.731,1.520
27,0.005,7.205,1.339
28,0.005,7.128,1.465
29,0.006,6.701,1.344
30,0.006,6.423,1.395
31,0.005,6.458,1.578
32,0.005,5.874,1.514
33,0.004,5.597,1.169
34,0.005,5.526,0.822
35,0.005,5.908,0.740
36,0.005,6.009,0.356
37,0.005,7.105,0.067
38,0.005,6.751,0.682
39,0.006,6.563,0.874
40,0.005,6.268,0.974
41,0.005,5.266,0.718
42,0.004,5.093,0.757
43,0.006,5.228,0.096
44,0.005,5.566,0.454
45,0.004,5.830,0.971
46,0.005,7.559,4.859
47,0.006,7.539,3.347
48,0.004,7.130,3.392
49,0.005,6.574,3.410
50,0.003,6.958,3.706
51,0.004,7.023,3.836
52,0.004,6.701,3.930
53,0.004,6.182,3.996
54,0.004,5.626,4.343
55,0.003,5.261,4.612
56,0.003,5.289,4.837
57,0.004,6.162,4.553
58,0.004,5.995,4.788
59,0.004,5.316,3.899
60,0.007,5.377,4.028
61,0.006,6.053,4.005
62,0.007,6.256,3.894
63,0.005,6.197,4.152
64,0.004,0.121,4.517
65,0.003,2.408,4.583
66,0.004,2.305,4.393
67,0.004,2.228,4.420
68,0.003,1.853,4.504
69,0.003,1.668,4.468
70,0.003,1.631,4.337
71,0.003,1.653,4.098
72,0.004,1.008,4.343
73,0.005,0.882,3.972
74,0.004,0.487,3.867
75,0.003,0.468,3.611
76,0.004,0.395,3.285
77,0.004,0.237,3.364
78,0.003,1.010,3.556
79,0.004,1.670,3.263
80,0.004,2.013,3.781
81,0.004,1.935,3.865
82,0.004,2.078,3.879
83,0.004,1.482,3.917
84,0.004,1.562,4.200
85,0.004,1.272,3.942
86,0.004,1.130,3.581
87,0.004,1.228,3.515
88,0.005,0.771,3.645
89,0.005,2.832,2.621
90,0.005,3.322,2.844
91,0.004,3.798,2.408
92,5.696E-4,4.451,1.659
93,0.004,3.943,1.711
94,0.004,3.552,1.675
95,0.004,3.267,1.997
96,0.004,2.838,2.028
97,0.005,2.290,2.081
98,0.005,2.638,2.217
99,0.004,2.977,2.282
100,0.004,3.561,2.865
