 ,Area,X,Y
1,0.005,0.214,0.303
2,0.006,0.351,0.562
3,0.006,0.596,0.383
4,0.008,1.075,0.396
5,0.009,0.530,1.187
6,0.015,0.771,1.438
7,0.006,0.558,2.099
8,0.008,0.913,2.179
9,0.005,1.248,2.021
10,0.006,1.365,2.072
11,0.006,1.307,1.272
12,0.005,1.565,0.362
13,0.006,1.758,0.505
14,0.010,1.997,0.449
15,0.007,2.639,0.454
16,0.008,2.838,0.233
17,0.008,2.876,0.811
18,0.012,3.319,1.227
19,0.008,3.177,1.597
20,0.005,2.590,2.128
21,0.008,2.708,2.343
22,0.007,2.008,1.522
23,0.007,2.122,0.711
24,0.007,3.135,0.159
25,0.005,1.671,0.418
26,0.006,3.996,0.201
27,0.008,5.041,0.282
28,0.007,6.672,0.206
29,0.006,6.602,0.592
30,0.006,6.399,0.690
31,0.006,6.036,0.765
32,0.006,5.360,1.119
33,0.008,7.049,1.704
34,0.009,6.788,2.296
35,0.005,6.688,2.204
36,0.007,6.479,1.919
37,0.006,6.193,1.720
38,0.006,6.076,1.722
39,0.006,5.739,1.957
40,0.008,5.305,1.854
41,0.008,4.487,2.184
42,0.007,4.704,1.529
43,0.007,5.106,0.741
44,0.006,5.185,0.394
45,0.006,5.645,0.494
46,0.006,5.626,0.355
47,0.004,5.764,0.951
48,0.007,3.996,2.165
49,0.007,5.616,1.717
50,0.005,6.488,0.975
51,0.006,5.744,1.522
52,0.007,4.203,3.155
53,0.007,4.813,2.702
54,0.005,5.480,3.219
55,0.007,5.984,2.991
56,0.008,6.931,3.257
57,0.008,7.187,3.166
58,0.008,7.561,3.217
59,0.009,7.261,3.925
60,0.007,6.724,4.743
61,0.007,6.920,4.459
62,0.007,6.213,4.770
63,0.007,5.624,3.841
64,0.007,4.873,4.287
65,0.007,4.585,4.394
66,0.006,5.767,3.180
67,0.008,5.535,2.878
68,0.007,5.590,2.748
69,0.006,5.077,3.582
70,0.005,6.194,3.196
71,0.006,6.892,2.660
72,0.007,6.705,4.083
73,0.006,5.169,3.372
74,0.005,4.540,3.786
75,0.005,4.311,3.827
76,0.009,4.357,3.197
77,0.010,0.240,3.227
78,0.007,0.588,3.021
79,0.008,0.974,3.314
80,0.003,1.852,3.269
81,0.007,1.912,3.369
82,0.005,2.083,3.198
83,0.008,3.319,3.657
84,0.006,3.306,5.013
85,0.005,3.247,4.853
86,0.003,2.742,5.026
87,0.007,2.465,5.018
88,0.006,2.045,4.697
89,0.004,1.381,4.796
90,0.005,1.719,4.569
91,0.006,0.872,4.795
92,0.007,0.085,4.909
93,0.004,1.081,4.475
94,0.005,0.617,4.076
95,0.005,0.605,3.834
96,0.006,1.336,3.763
97,0.004,2.193,3.000
98,0.005,2.593,3.003
99,0.004,0.671,3.086
100,0.005,2.274,3.581
