 ,Area
1,347
2,4107
3,1029
4,784
5,1247
6,347
7,1034
8,1202
9,260
10,52
11,34
12,580
13,34
14,811
15,1104
16,1800
17,310
18,39
19,45
20,378
21,1322
22,25
23,1136
24,2329
25,457
26,842
27,121
28,389
29,753
30,1005
31,1861
32,23
33,477
34,394
35,218
36,247
37,76
38,326
39,1492
40,806
41,210
42,41
43,839
44,118
45,544
46,1112
47,1153
48,946
49,815
50,23
51,42
52,1626
53,109
54,637
55,126
56,30
57,38
58,199
59,1373
60,125
61,721
62,873
63,203
64,38
65,1262
66,181
67,38
68,247
69,24
70,1515
71,787
72,30
73,177
74,1280
75,1439
76,49
77,682
78,162
79,1029
80,1339
81,2742
82,104
83,916
84,309
85,200
86,832
87,1157
88,80
89,204
90,46
91,651
92,563
93,883
94,93
95,299
96,728
97,979
98,212
99,351
100,867
101,1785
102,877
103,419
104,578
105,44
106,1042
107,794
108,1421
109,496
110,1124
111,1589
112,436
113,812
114,601
115,82
116,668
117,906
118,450
119,33
120,1031
121,1523
122,34
123,1305
124,436
125,520
126,42
127,155
128,40
129,214
130,830
131,930
132,120
133,47
134,147
135,1672
136,985
137,516
138,160
139,432
140,1347
141,134
142,663
143,34
144,101
145,480
146,2288
147,121
148,187
149,579
150,149
151,467
152,322
153,614
154,242
155,36
156,555
157,547
158,718
159,290
160,34
161,1332
162,1266
163,263
164,1058
165,375
166,834
167,98
168,105
169,881
170,1244
171,81
172,762
173,1335
174,66
175,167
176,26
177,647
178,359
179,1672
180,43
181,31
182,565
183,804
184,1378
185,1450
186,906
187,72
188,174
189,975
190,475
191,604
192,192
193,1043
194,898
195,111
196,109
197,67
198,137
199,416
200,1216
201,23
202,348
203,593
204,28
205,95
206,187
207,1084
208,553
209,155
210,1043
211,511
212,52
213,1152
214,279
215,493
216,118
217,655
218,263
219,903
220,486
221,39
222,78
223,79
224,87
225,1583
226,1647
227,236
228,276
229,64
230,888
231,620
232,438
233,903
234,570
235,650
236,464
237,363
238,1501
239,51
240,1257
241,869
242,1934
243,147
244,218
245,858
246,242
247,35
248,178
249,315
250,176
251,52
252,239
253,340
254,792
255,1361
256,187
257,667
258,1271
259,468
260,198
261,120
262,307
263,56
264,600
265,1482
266,1732
267,473
268,914
269,293
270,518
271,122
272,820
273,667
274,660
275,1360
276,121
277,513
278,82
279,476
280,344
281,711
282,393
283,1193
284,971
285,220
286,303
287,613
288,501
289,303
290,202
291,553
292,153
293,1246
294,226
295,747
296,1127
297,95
298,517
299,367
300,274
301,361
302,795
303,928
304,172
305,663
306,213
307,140
308,1119
309,757
310,903
311,783
312,970
313,442
314,102
315,952
316,28
317,932
318,266
319,190
320,638
321,56
322,1005
323,72
324,1211
325,1320
326,415
327,399
328,433
329,65
330,381
331,121
332,611
333,739
334,684
335,652
336,648
337,414
338,54
339,287
340,33
341,908
342,75
343,1016
344,79
345,70
346,1105
347,660
348,144
349,381
350,378
351,413
352,551
353,690
354,1098
355,651
356,296
357,1465
358,1202
359,677
360,141
361,648
362,169
363,1390
364,1204
365,793
366,1214
367,815
368,340
369,929
370,69
