 ,Area
1,1687
2,1219
3,2306
4,6701
5,409
6,185
7,1239
8,7206
9,189
10,1683
11,144
12,1355
13,3534
14,776
15,3890
16,971
17,916
18,101
19,628
20,171
21,4823
22,1843
23,1457
24,5952
25,776
26,181
27,39
28,255
29,857
30,2035
31,1703
32,3368
33,1216
34,3483
35,191
36,3500
37,1227
38,1658
39,801
40,4716
41,5572
42,717
43,273
44,20
45,1264
46,4426
47,2112
48,2399
49,3040
50,37
51,2241
52,903
53,152
54,2540
55,25
56,2164
57,1840
58,1468
59,28
60,2404
61,27
62,672
63,391
64,5204
65,23
66,2112
67,5463
68,922
69,90
70,1851
71,261
72,278
73,2411
74,1508
75,3639
76,1821
77,975
78,564
79,7225
80,4784
81,2156
82,1853
83,5002
84,1238
85,4532
86,3462
87,3120
88,3434
89,5533
90,22
91,305
92,2926
93,3114
94,63
95,268
96,980
97,424
98,22
99,650
100,177
101,3191
102,64
103,5330
104,2118
105,3950
106,1760
107,4609
108,2044
109,369
110,669
111,3277
112,793
113,2893
114,124
115,9325
116,1117
117,29
118,30
119,1119
120,5108
121,4528
122,117
123,1132
124,825
125,3686
126,5183
127,8745
128,322
129,3054
130,2176
131,2184
132,2211
133,1945
134,1293
135,264
136,1528
137,138
138,203
139,270
140,31
141,1163
142,48
143,103
144,392
145,38
146,123
147,2765
148,4003
149,886
150,10839
151,4155
152,1280
153,1564
154,51
155,2291
156,3436
157,7662
158,51
159,6466
160,81
161,6223
162,589
163,100
164,511
165,362
166,3689
167,2952
168,2273
169,83
170,4654
171,2188
172,228
173,546
174,326
175,132
176,987
177,5926
178,1620
179,3496
180,3473
181,920
182,2704
183,1777
184,1576
185,3170
186,1246
187,3927
188,2150
189,1770
190,1300
191,3161
192,5320
193,229
194,100
195,4991
196,1191
197,4154
198,844
199,3737
200,2949
201,556
202,1950
203,55
204,2289
205,4951
206,1119
207,624
208,298
209,1565
210,405
211,4724
212,595
213,2529
214,51
215,190
216,4256
217,108
218,380
219,1346
220,4103
221,2069
222,1340
223,3471
224,2977
225,1350
226,32
227,2735
228,4851
229,3118
230,360
231,3736
232,5129
233,4882
234,1694
235,258
236,1717
237,2214
238,242
239,4316
240,918
241,389
242,144
243,1727
244,5394
245,768
246,251
247,3356
248,1648
249,25
250,83
251,1956
252,3868
253,4425
254,5367
255,1920
256,108
257,479
258,2269
259,1040
260,120
261,5084
262,2524
263,4134
264,3479
265,257
266,3728
267,4085
268,2962
269,3065
270,2170
271,39
272,450
273,3961
274,2457
275,534
276,1584
277,4126
278,2365
279,7273
280,421
281,5497
282,613
283,8184
284,106
285,618
286,4385
287,2619
288,2429
289,3219
290,400
291,610
292,3636
293,4170
294,21
295,1618
296,2583
297,2471
298,680
299,1708
300,216
301,1221
302,97
303,5042
304,414
305,23
