 ,Area
1,965
2,2724
3,549
4,1295
5,2026
6,421
7,1421
8,1413
9,2443
10,2338
11,4596
12,1537
13,599
14,1393
15,1204
16,565
17,1582
18,3302
19,1055
20,4337
21,2455
22,943
23,3017
24,328
25,389
26,1634
27,32
28,24
29,2850
30,2901
31,20
32,464
33,986
34,1758
35,1870
36,655
37,4780
38,32
39,49
40,344
41,23
42,742
43,312
44,22
45,30
46,2487
47,481
48,577
49,2854
50,206
51,1748
52,48
53,1337
54,1676
55,1144
56,3317
57,485
58,2130
59,1509
60,1174
61,858
62,141
63,2431
64,1051
65,748
66,675
67,1791
68,566
69,3834
70,1019
71,654
72,2859
73,1260
74,5091
75,136
76,3618
77,91
78,1713
79,2465
80,1692
81,3464
82,5186
83,3744
84,1822
85,1198
86,384
87,1435
88,20
89,199
90,30
91,4387
92,2686
93,32
94,33
95,1493
96,32
97,27
98,3065
99,634
100,8231
101,36
102,28
103,667
104,290
105,96
106,1729
107,1085
108,61
109,24
110,1458
111,496
112,706
113,315
114,20
115,1237
116,1954
117,114
118,76
119,2767
120,21
121,304
122,21
123,912
124,4097
125,908
126,1127
127,1338
128,1384
129,2237
130,1076
131,1618
132,3383
133,940
134,1380
135,2731
136,22
137,151
138,2481
139,2573
140,1774
141,665
142,118
143,2218
144,134
145,1142
146,211
147,803
148,95
149,22
150,4669
151,20
152,2226
153,63
154,22
155,44
156,2135
157,1761
158,27
159,51
160,359
161,30
162,11039
163,22
164,177
165,32
166,100
167,3236
168,54
169,2099
170,1164
171,21
172,75
173,38
174,1869
175,2160
176,4823
177,3336
178,1222
179,808
180,657
181,32
182,35
183,31
184,94
185,28
186,2340
187,24
188,111
189,29
190,36
191,41
192,2639
193,20
194,23
195,3820
196,20
197,1600
198,3773
199,207
200,46
201,20
202,3134
203,22
204,21
205,21
206,1654
207,29
208,26
209,23
210,2297
211,4293
212,3224
213,2391
214,1124
215,2423
216,4999
217,36
218,23
219,44
220,3293
221,39
222,82
223,21
224,284
225,977
226,151
227,204
228,2220
229,1644
230,656
231,3185
232,3538
233,20
234,4240
235,739
236,24
237,32
238,34
239,1058
240,2144
241,1711
242,228
243,31
244,20
245,46
246,31
247,41
248,2423
249,3016
250,703
251,20
252,41
253,554
254,21
255,4282
256,3270
257,41
258,22
259,22
260,28
261,212
262,556
263,134
264,29
265,21
266,24
267,45
268,88
269,640
270,26
271,29
