 ,Area
1,7296
2,28
3,22
4,20
5,6301
6,38
7,40
8,22
9,183
10,24
11,44
12,47
13,66
14,2684
15,45
16,6896
17,270
18,20
19,23
20,281
21,45
22,93
23,24
24,52
25,27
26,22
27,34
28,20
29,131
30,95
31,74
32,20
33,21
34,20
35,21
36,56
37,26
38,24
39,31
40,2057
41,27
42,32
43,32
44,51
45,30
46,4797
47,23
48,25
49,25
50,6702
51,31
52,4542
53,4236
54,20
55,38
56,22
57,28
58,25
59,31
60,29
61,34
62,27
63,1993
64,22
65,4511
66,1630
67,2839
68,4548
69,327
70,59
71,140
72,42
73,9348
74,23
75,23
76,22
77,92
78,33
79,44
80,29
81,21
82,7263
83,2512
84,36
85,3439
86,7450
87,35
88,58
89,34
90,4514
91,4200
92,1163
93,23
94,21
95,20
96,90
97,6737
98,31
99,23
100,3519
101,2089
102,6647
103,20
104,1052
105,20
106,1878
107,28
108,32
109,79
110,5520
111,7548
112,26
113,5405
114,7234
115,28
116,6194
117,8103
118,29
119,22
120,26
121,21
122,1026
123,51
124,40
125,29
126,23
127,7817
128,27
129,21
130,28
131,683
132,21
133,20
134,4226
135,4123
136,20
137,23
138,25
139,436
140,24
141,25
142,1298
143,42
144,6393
145,21
146,5180
147,1371
148,2050
149,1321
150,2357
151,33
152,2878
153,1148
154,2148
155,6898
156,1215
157,8238
158,32
159,3781
160,49
161,2495
162,56
163,2838
164,21
165,27
166,24
167,41
168,2812
169,3226
170,3675
171,2722
172,3396
173,194
174,40
175,29
176,3049
177,99
178,36
179,37
180,1217
181,5664
182,27
183,4818
184,4716
185,56
186,36
187,27
188,20
189,29
190,25
191,34
192,38
