 ,Area
1,39
2,1181
3,24
4,4872
5,1251
6,83
7,26
8,20
9,4652
10,24
11,370
12,1218
13,2004
14,21
15,2570
16,320
17,51
18,6203
19,21
20,243
21,45
22,41
23,21
24,1424
25,21
26,24
27,31
28,51
29,20
30,29
31,26
32,2854
33,20
34,28
35,21
36,33
37,203
38,2337
39,20
40,1435
41,348
42,1553
43,24
44,74
45,888
46,618
47,668
48,70
49,865
50,2706
51,2088
52,21
53,28
54,1566
55,682
56,904
57,22
58,28
59,4055
60,673
61,1747
62,2394
63,1855
64,3314
65,21
66,1145
67,292
68,1910
69,24
70,899
71,1612
72,1053
73,1495
74,1622
75,940
76,3521
77,29
78,5376
79,420
80,106
81,4254
82,3455
83,1716
84,1525
85,1364
86,35
87,3479
88,92
89,356
90,276
91,30
92,64
93,2275
94,2804
95,691
96,3744
97,23
98,1723
99,2838
100,2698
101,1865
102,25
103,123
104,1683
105,68
106,416
107,1914
108,3462
109,2817
110,280
111,528
112,278
113,1202
114,3407
115,1160
116,1033
117,1198
118,611
119,624
120,1092
121,2149
122,1286
123,2224
124,198
125,1773
126,2495
127,1147
128,624
129,804
130,136
131,1686
132,595
133,1213
134,336
135,20
136,1735
137,1154
138,863
139,3176
140,2890
141,1081
142,28
143,231
144,21
145,5926
146,4734
147,1344
148,2685
149,20
150,926
151,30
152,40
153,2745
154,144
155,1692
156,1846
157,1779
158,1192
159,828
160,1626
161,1564
162,3445
163,3786
164,45
165,590
166,32
167,2465
168,308
169,36
170,23
171,328
172,2822
173,330
174,55
175,283
176,508
177,471
178,1032
179,1377
180,1313
181,3169
182,115
183,743
184,41
185,29
186,1851
187,729
188,5072
189,24
190,2136
191,2421
192,1449
193,44
194,1462
195,2008
196,1312
197,1999
198,3138
199,21
200,33
201,3615
202,3788
203,763
204,713
205,2389
206,3610
207,357
208,2758
209,2420
210,277
211,35
212,3829
213,36
214,1738
215,20
216,75
217,3402
218,31
219,751
220,3537
221,31
222,1129
223,2469
224,35
225,37
226,70
227,2626
228,233
229,23
230,59
231,3400
232,3663
233,1864
234,26
235,6914
236,1216
237,422
238,429
239,24
240,24
241,2309
242,1867
243,47
244,2330
245,24
246,39
247,1907
248,108
249,64
250,62
251,2125
252,57
253,21
254,257
255,717
256,3372
257,812
258,32
259,28
260,25
261,633
262,25
263,2965
264,3697
265,887
266,3073
267,2203
268,25
269,26
270,58
271,3444
272,32
273,21
274,1870
275,2291
276,34
277,37
278,1080
279,3215
280,1216
281,24
282,2917
283,21
284,2314
285,26
286,28
287,1404
288,30
289,4853
290,2851
291,332
292,929
293,1406
294,77
295,4958
296,1067
297,861
298,109
299,739
300,1233
301,3873
302,3675
303,1783
304,1682
305,2090
306,2953
307,979
308,1827
309,1077
310,52
311,980
312,1093
313,1211
314,1212
315,20
316,1493
317,2105
318,1742
319,604
320,1326
321,3171
322,1482
323,1530
324,703
325,1953
326,471
327,1780
328,2640
329,75
330,732
331,3014
332,50
333,837
334,28
335,521
336,30
337,1766
338,29
339,4629
340,1167
341,4152
342,64
343,24
344,86
345,1069
346,23
347,1841
348,189
349,2486
350,1829
351,275
352,439
353,714
354,2363
355,618
356,2510
357,42
358,1045
359,1036
360,1949
361,1933
362,151
363,2187
364,2865
365,806
366,1659
367,25
368,1492
369,793
370,1331
371,165
372,1091
373,49
374,521
375,21
376,2150
377,23
378,1500
379,1188
380,179
381,1400
382,1510
383,52
384,585
385,3656
386,305
387,1234
388,2245
389,586
390,21
391,30
392,136
393,139
394,3719
395,165
396,766
397,1588
398,1147
399,2785
400,2697
401,429
402,47
403,45
404,31
405,946
406,32
407,177
408,78
409,24
410,1227
411,41
412,20
413,292
414,22
415,29
