 ,Area,X,Y
1,5448.403,427.421,315.340
2,4280.888,389.018,627.090
3,9599.568,631.997,858.208
4,6486.194,873.906,727.732
5,5318.679,853.789,884.433
6,5448.403,1006.711,814.765
7,8042.881,381.836,1312.037
8,5513.265,416.850,1506.751
9,4475.474,230.347,1523.840
10,4540.336,362.646,1613.039
11,4151.164,1668.372,973.112
12,4151.164,1668.372,973.112
13,4086.302,1767.657,990.029
14,4345.750,2066.493,1429.771
15,4670.060,2250.224,1597.315
16,6551.056,2402.751,1403.296
17,4086.302,2399.808,1082.710
18,5188.955,2330.537,1006.711
19,3243.097,2229.745,934.228
20,5188.955,2083.591,627.886
21,4799.784,2392.164,157.700
22,4605.198,1827.677,568.012
23,4410.612,1734.505,277.615
24,3437.683,1386.375,916.677
25,4151.164,6745.847,1058.683
26,4799.784,5980.192,899.075
27,4216.026,5448.446,41.693
28,5059.232,5621.477,178.833
29,4151.164,5850.378,246.770
30,4540.336,5641.151,527.172
31,5448.403,5339.597,1251.390
32,6356.470,5596.822,1197.452
33,5124.094,4899.448,1650.548
34,3048.511,5508.639,1648.693
35,6226.747,6213.926,968.708
36,3891.717,7188.054,796.376
37,3502.545,6857.718,1071.141
38,5578.127,6832.714,1192.695
39,5059.232,6984.306,254.414
40,4994.370,6659.932,339.562
41,5059.232,6243.366,245.328
42,7329.400,6090.907,249.272
43,3891.717,5979.866,700.671
44,4540.336,5827.651,682.838
45,4864.646,5947.866,337.772
46,5772.713,5793.907,148.450
47,5318.679,6379.113,5033.164
48,3243.097,6112.430,3520.268
49,4345.750,7124.211,4063.808
50,3956.579,7284.168,4116.823
51,5642.989,7129.600,3962.000
52,4799.784,8031.272,3791.438
53,5902.437,7899.742,4063.441
54,5513.265,7973.486,4423.703
55,6551.056,8083.235,4876.989
56,4475.474,8057.835,4982.725
57,4410.612,7936.557,4633.478
58,4345.750,7543.003,4529.480
59,5124.094,7523.320,4397.876
60,4929.508,7569.728,4061.816
61,6745.642,7493.340,3932.989
62,5772.713,7735.299,4141.995
63,3567.407,7318.536,4332.666
64,5059.232,7026.123,4416.624
65,7069.952,7138.341,5095.733
66,5188.955,6871.007,5059.228
67,5383.541,6612.808,4660.710
68,3826.855,5797.224,4816.858
69,5448.403,5838.734,5008.725
70,6875.366,6194.656,4264.278
71,4540.336,6404.295,4059.060
72,6097.023,2100.728,5085.135
73,5124.094,1958.933,4976.213
74,5642.989,1601.990,4892.895
75,6551.056,2130.520,4704.033
76,4345.750,2266.393,4579.245
77,4475.474,2047.097,4634.432
78,5707.851,1598.841,4671.690
79,5059.232,1641.301,4573.051
80,5383.541,1449.325,4623.158
81,8172.605,1972.068,4327.133
82,4540.336,2168.399,4351.524
83,5383.541,2319.900,4040.091
84,7199.676,2206.312,3857.827
85,4216.026,2018.441,3797.439
86,5967.299,1907.324,3767.027
87,6615.918,1735.255,3841.848
88,5124.094,1609.770,3766.834
89,5383.541,1520.935,3848.452
90,5772.713,1064.671,4152.492
91,6421.332,1130.486,4287.777
92,6551.056,1090.637,3868.124
93,7718.571,378.490,4092.933
94,4605.198,249.154,4021.684
95,5513.265,71.488,3961.421
96,4540.336,107.459,3831.716
97,6032.161,502.143,3639.186
98,3697.131,1176.333,3790.675
99,4994.370,430.663,4308.254
100,5448.403,1504.890,3711.314
