 ,Area
1,4386
2,2562
3,1154
4,31
5,23
6,92
7,3587
8,530
9,20
10,1910
11,346
12,22
13,28
14,1727
15,22
16,21
17,25
18,3288
19,117
20,42
21,2213
22,399
23,563
24,4856
25,24
26,33
27,40
28,36
29,1479
30,21
31,311
32,38
33,2273
34,368
35,2376
36,2054
37,346
38,236
39,20
40,3004
41,4174
42,28
43,2437
44,281
45,31
46,34
47,2136
48,5972
49,2429
50,920
51,3144
52,22
53,1893
54,2738
55,43
56,22
57,4804
58,1378
59,27
60,3820
61,426
62,1037
63,341
64,4356
65,43
66,35
67,1672
68,39
69,96
70,2352
71,24
72,31
73,1025
74,44
75,4114
76,20
77,2067
78,25
79,332
80,2728
81,55
82,305
83,2458
84,20
85,2130
86,1811
87,4628
88,379
89,3242
90,26
91,2800
92,68
93,24
94,22
95,2503
96,628
97,58
98,63
99,554
100,1625
101,2060
102,2836
103,993
104,1785
105,22
106,1596
107,492
108,28
109,134
110,20
111,1400
112,1365
113,150
114,1513
115,3055
116,482
117,29
118,1734
119,2924
120,714
121,3927
122,48
123,21
124,131
125,2791
126,776
127,136
128,2373
129,627
130,24
131,1422
132,548
133,3654
134,541
135,1691
136,544
137,2918
138,3133
139,7020
140,51
141,28
142,5371
143,22
144,1443
145,1356
146,23
147,3992
148,208
149,519
150,1227
151,3679
152,110
153,935
154,1465
155,794
156,32
157,390
158,35
159,1945
160,1088
161,915
162,3564
163,1325
164,22
165,26
166,1032
167,1677
168,1556
169,2869
170,1577
171,3146
172,2016
173,22
174,882
175,2138
176,176
177,1255
178,1291
179,954
180,55
181,1736
182,1591
183,2246
184,1430
185,150
186,500
187,721
188,2367
189,2439
190,4841
191,2748
192,1669
193,697
194,1464
195,3470
196,3458
197,51
198,2619
199,3550
200,4569
201,3079
202,3191
203,129
204,3776
205,65
206,29
207,30
208,2591
209,247
210,24
211,981
212,851
213,26
214,144
215,1363
216,1712
217,2915
218,45
219,638
220,260
221,1865
222,28
223,164
224,4236
225,47
226,2173
227,48
228,947
229,173
230,867
231,267
232,3404
233,1781
234,43
235,20
236,1428
237,502
238,4369
239,1308
240,20
241,30
242,28
243,1829
244,235
245,23
246,34
247,2717
248,1098
249,62
250,1219
251,2595
252,4321
253,24
254,3366
255,363
256,1824
257,3729
258,24
259,250
260,21
261,3394
262,3513
263,23
264,80
265,32
266,450
267,2434
268,21
269,175
270,2268
271,154
272,24
273,1572
274,6069
275,20
276,603
277,1185
278,99
279,1869
280,2676
281,45
282,950
283,2691
284,437
285,222
286,1402
287,364
288,144
289,1817
290,478
291,20
292,176
293,972
294,4232
295,2473
296,2592
297,2733
298,2834
299,113
300,1609
301,38
302,2033
303,63
304,1535
305,23
306,1645
307,2022
308,21
309,3672
310,1091
311,80
312,612
313,22
314,1516
315,32
316,616
317,1886
318,21
319,5229
320,4607
321,20
322,2570
323,237
324,21
325,1401
326,69
327,28
328,1153
329,70
330,721
331,58
332,729
333,24
334,822
335,21
336,24
