 ,Area,X,Y
1,7459.123,161.389,512.390
2,5383.541,708.191,267.470
3,5902.437,422.465,910.377
4,4799.784,264.792,1034.029
5,6551.056,225.065,1164.476
6,4864.646,294.174,1458.201
7,5967.299,462.912,1511.118
8,4670.060,699.776,1268.568
9,5383.541,717.700,416.900
10,5513.265,824.272,343.608
11,4734.922,725.329,709.552
12,5772.713,717.367,938.436
13,5253.817,806.214,1035.396
14,5513.265,1540.197,699.961
15,8561.776,1398.353,1504.637
16,4021.440,1551.894,1412.254
17,4410.612,1680.261,1412.238
18,5902.437,1632.200,1620.872
19,5902.437,2219.234,1463.781
20,5448.403,2505.657,848.993
21,5902.437,1934.789,399.985
22,4929.508,2505.652,994.631
23,5578.127,2112.221,1053.629
24,4021.440,2115.263,1193.765
25,6810.504,1997.124,1180.249
26,4734.922,2019.766,327.388
27,5902.437,2159.850,274.666
28,7913.157,7000.968,1354.538
29,5902.437,6958.788,1560.248
30,5124.094,6792.779,1554.413
31,4929.508,6255.917,1406.005
32,3956.579,5863.153,1468.082
33,6810.504,5588.380,1374.535
34,6940.228,5089.594,1197.177
35,5188.955,5241.946,791.174
36,4734.922,5496.313,964.512
37,5902.437,5786.312,576.458
38,4929.508,5386.966,148.993
39,7134.814,6091.519,88.444
40,6615.918,6623.293,139.992
41,3826.855,6247.958,371.767
42,6356.470,6075.524,449.445
43,5188.955,6230.034,720.705
44,5837.575,6430.246,668.635
45,6291.608,6722.964,722.300
46,6097.023,6711.552,945.109
47,5318.679,6904.174,1167.589
48,5448.403,7198.562,862.512
49,8172.605,7413.806,596.229
50,6486.194,7315.732,1100.859
51,5124.094,7478.362,1585.303
52,6486.194,7152.483,1245.664
53,7459.123,7676.533,4592.810
54,5837.575,5577.360,4518.389
55,5578.127,5453.660,4303.855
56,4540.336,5778.178,3773.615
57,5253.817,6244.444,4140.244
58,4475.474,6130.785,4359.206
59,6680.780,6388.024,4592.676
60,4799.784,6806.784,4409.505
61,5513.265,6758.989,4259.218
62,5124.094,6582.669,4317.237
63,5059.232,7485.183,3461.332
64,5707.851,7223.429,3793.655
65,4540.336,7168.936,4118.313
66,7069.952,6801.786,4100.474
67,6615.918,6697.671,3649.191
68,6421.332,6568.680,3704.739
69,6940.228,6497.334,3398.394
70,7264.538,6311.937,3371.836
71,6486.194,6130.550,3417.262
72,5707.851,5863.545,3498.139
73,6745.642,6477.104,4124.961
74,4864.646,6309.852,4018.309
75,6486.194,5751.463,3901.611
76,6032.161,783.590,4540.247
77,4864.646,1078.067,4467.383
78,4929.508,2598.163,4735.570
79,5188.955,2206.611,4557.584
80,5837.575,2079.642,4771.812
81,3891.717,1800.000,4461.745
82,5707.851,1712.508,4586.669
83,6551.056,657.412,3704.100
84,5642.989,1320.574,3552.094
85,6940.228,1346.660,3869.422
86,6161.885,1194.617,3934.313
87,5318.679,1311.278,4317.073
88,7199.676,2700.780,3940.541
89,6032.161,2247.456,4401.256
90,6615.918,1892.696,3983.024
91,4475.474,1694.952,4480.362
92,4864.646,1318.389,4472.752
93,5059.232,843.263,3972.019
94,4605.198,711.617,3902.127
95,4929.508,499.117,3764.465
96,4410.612,1212.791,3789.143
97,5772.713,1505.090,3938.934
98,5188.955,1549.933,3852.483
99,5513.265,2133.328,3652.538
100,4929.508,2831.826,3786.507
