 ,Area,X,Y
1,0.014,0.652,0.868
2,0.016,0.654,1.173
3,0.016,2.291,0.085
4,0.015,0.512,2.369
5,0.016,1.302,1.615
6,0.016,3.190,0.839
7,0.016,3.437,2.044
8,0.013,2.973,1.772
9,0.014,2.798,2.304
10,0.014,2.676,2.469
11,0.014,2.572,2.276
12,0.013,2.307,1.336
13,0.011,3.518,0.803
14,0.013,1.896,1.587
15,0.014,1.086,1.428
16,0.016,0.834,1.416
17,0.012,0.749,2.038
18,0.008,1.916,2.380
19,0.019,10.482,1.827
20,0.019,10.519,2.349
21,0.019,9.823,2.237
22,0.017,8.406,2.242
23,0.015,7.963,2.006
24,0.015,7.681,1.948
25,0.016,7.557,1.789
26,0.015,9.113,0.091
27,0.016,9.854,0.269
28,0.019,9.706,0.926
29,0.021,9.530,1.530
30,0.018,8.224,0.776
31,0.018,7.853,1.140
32,0.012,7.612,1.209
33,0.014,7.243,1.499
34,0.015,8.219,1.616
35,0.012,9.492,1.893
36,0.016,10.576,1.521
37,0.015,10.474,1.349
38,0.015,10.231,1.319
39,0.018,10.760,1.309
40,0.015,10.676,0.325
41,0.014,11.402,6.890
42,0.012,11.291,7.461
43,0.013,10.206,7.416
44,0.012,10.288,7.109
45,0.015,10.009,6.960
46,0.015,8.964,6.746
47,0.014,8.806,6.571
48,0.018,8.367,7.149
49,0.016,8.848,7.145
50,0.011,9.414,7.213
51,0.013,10.738,6.832
52,0.016,10.072,6.745
53,0.012,10.025,6.528
54,0.014,10.452,6.293
55,0.016,10.834,5.570
56,0.014,9.644,5.683
57,0.012,9.004,5.769
58,0.016,8.381,5.808
59,0.018,8.724,6.369
60,0.015,7.998,5.365
61,0.013,10.005,5.361
62,0.014,7.835,6.698
63,0.011,0.168,7.632
64,0.011,0.783,7.246
65,0.012,2.171,7.445
66,0.015,3.063,5.690
67,0.013,3.228,5.792
68,0.015,3.152,6.159
69,0.017,3.661,7.175
70,0.014,2.016,6.362
71,0.012,1.239,6.162
72,0.016,0.995,6.457
73,0.016,1.656,7.066
74,0.016,2.366,5.520
75,0.017,0.798,5.648
76,0.018,1.537,5.711
77,0.012,5.973,2.146
78,0.015,4.916,2.199
79,0.012,4.976,1.338
80,0.020,4.994,0.710
81,0.011,5.423,0.565
82,0.012,5.658,0.792
83,0.016,6.853,1.313
84,0.018,5.283,2.369
85,0.017,5.029,2.377
86,0.015,4.339,2.349
87,0.016,4.857,0.264
88,0.014,5.057,0.305
89,0.013,4.821,0.954
90,0.018,6.036,1.904
91,0.014,3.882,1.766
92,0.016,3.743,0.922
93,0.012,5.713,1.097
94,0.013,5.358,1.072
95,0.015,5.936,0.235
96,0.012,4.305,4.361
97,0.015,2.730,4.478
98,0.017,5.157,4.881
99,0.013,1.765,3.597
100,0.014,3.460,4.212
