 ,Area
1,2848
2,2797
3,260
4,349
5,485
6,2525
7,2036
8,344
9,298
10,4991
11,985
12,760
13,1318
14,5061
15,5965
16,394
17,3970
18,1047
19,491
20,6326
21,5549
22,51
23,27
24,26
25,1067
26,2701
27,785
28,1458
29,581
30,2558
31,3857
32,38
33,927
34,908
35,1804
36,3043
37,197
38,719
39,4852
40,4411
41,3406
42,213
43,3681
44,2771
45,907
46,2566
47,41
48,501
49,2168
50,4225
51,618
52,4027
53,740
54,689
55,2949
56,834
57,242
58,102
59,444
60,555
61,169
62,1659
63,22
64,117
65,3085
66,5050
67,6231
68,90
69,3147
70,2378
71,79
72,239
73,5032
74,180
75,39
76,991
77,465
78,3446
79,3495
80,1838
81,41
82,5760
83,66
84,146
85,3815
86,2665
87,1171
88,780
89,920
90,1834
91,5957
92,107
93,92
94,64
95,1727
96,26
97,513
98,213
99,3065
100,276
101,4147
102,1447
103,97
104,26
105,95
106,6964
107,4772
108,2826
109,266
110,1019
111,4897
112,4358
113,1587
114,2804
115,1153
116,1508
117,1544
118,3139
119,1275
120,3523
121,24
122,4943
123,4954
124,5585
125,264
126,4171
127,1822
128,1135
129,3648
130,2684
131,47
132,521
133,40
134,47
135,227
136,4843
137,42
138,228
139,144
140,142
141,43
142,3694
143,4282
144,3630
145,4929
146,186
147,426
148,395
149,1300
150,5303
151,49
152,53
153,26
154,4078
155,44
156,28
157,4041
158,3840
159,784
160,1922
161,1396
162,191
163,6566
164,104
165,431
166,1443
167,27
168,2436
169,3990
170,4424
171,2034
172,3591
173,814
174,20
175,3809
176,4461
177,586
178,26
179,3593
180,1525
181,6963
182,497
183,422
184,5607
185,3259
186,24
187,883
188,3433
189,5336
190,642
191,369
192,173
193,54
194,500
195,2375
196,4127
197,5838
198,609
199,287
200,757
201,675
202,1289
203,26
204,37
205,67
206,1818
207,6388
208,3138
209,84
210,1705
211,4692
212,5902
213,2388
214,386
215,951
216,26
217,1421
218,57
219,796
