 ,Area
1,20
2,4325
3,20
4,36
5,4553
6,28
7,20
8,4648
9,44
10,39
11,3009
12,34
13,4049
14,2302
15,1821
16,20
17,2610
18,20
19,63
20,635
21,24
22,1251
23,3817
24,61
25,339
26,26
27,38
28,1988
29,60
30,1441
31,209
32,2193
33,92
34,490
35,3551
36,2011
37,2848
38,768
39,3853
40,55
41,182
42,845
43,140
44,641
45,847
46,1285
47,2046
48,361
49,662
50,4546
51,453
52,21
53,2524
54,3356
55,24
56,202
57,1111
58,22
59,649
60,1756
61,1318
62,2504
63,2901
64,1127
65,2275
66,1620
67,1797
68,36
69,3511
70,244
71,85
72,1159
73,20
74,1519
75,81
76,1183
77,99
78,24
79,3080
80,515
81,2934
82,1446
83,81
84,1279
85,28
86,1734
87,274
88,26
89,846
90,1757
91,808
92,1669
93,923
94,547
95,100
96,2374
97,72
98,2948
99,1578
100,920
101,4869
102,1350
103,74
104,2703
105,1411
106,583
107,2506
108,2481
109,2102
110,446
111,133
112,277
113,1682
114,1407
115,2039
116,1402
117,1301
118,531
119,1734
120,1063
121,2091
122,733
123,1952
124,561
125,1655
126,2484
127,1530
128,23
129,1371
130,832
131,2033
132,1095
133,705
134,1268
135,2938
136,149
137,3039
138,2056
139,2151
140,39
141,1591
142,2594
143,25
144,1834
145,758
146,23
147,21
148,780
149,3361
150,58
151,88
152,35
153,890
154,111
155,24
156,563
157,1153
158,3247
159,1913
160,3317
161,2267
162,1070
163,319
164,58
165,1839
166,1292
167,2365
168,1079
169,695
170,3649
171,865
172,21
173,256
174,2274
175,84
176,523
177,21
178,1931
179,33
180,1494
181,3041
182,262
183,1598
184,1452
185,2457
186,1749
187,460
188,1030
189,1146
190,715
191,1942
192,1018
193,1790
194,2101
195,1286
196,1850
197,975
198,40
199,2996
200,49
201,771
202,67
203,46
204,2711
205,33
206,1482
207,2397
208,34
209,882
210,191
211,1415
212,1497
213,21
214,385
215,1535
216,2870
217,898
218,1870
219,67
220,2020
221,42
222,2343
223,146
224,784
225,553
226,2569
227,544
228,3456
229,20
230,75
231,22
232,647
233,41
234,6044
235,3036
236,252
237,2917
238,931
239,2378
240,2193
241,3548
242,1218
243,2296
244,83
245,2423
246,1555
247,1681
248,1724
249,1744
250,616
251,1538
252,1280
253,89
254,1067
255,1419
256,1555
257,120
258,2823
259,30
260,121
261,55
262,460
263,2351
264,1959
265,1078
266,407
267,865
268,2099
269,1007
270,1397
271,28
272,564
273,1667
274,3732
275,2273
276,1072
277,502
278,24
279,203
280,656
281,2429
282,1362
283,1402
284,1692
285,1523
286,122
287,1827
288,29
289,119
290,1555
291,479
292,411
293,4235
294,2166
295,22
296,1468
297,20
298,1241
299,397
300,21
301,28
302,1922
303,92
304,215
305,29
306,3447
307,116
308,2418
309,54
310,2487
311,249
312,418
313,797
314,53
315,3124
316,32
317,2376
318,1518
319,2302
320,142
321,1482
322,2271
323,2162
324,24
325,1780
326,21
327,50
328,3558
329,1898
330,191
331,560
332,483
333,3351
334,2384
335,3932
336,2060
337,20
338,3584
339,1141
340,1365
341,233
342,1321
343,2267
344,1418
345,422
346,2584
347,1382
348,220
349,2325
350,1653
351,41
352,1380
353,2787
354,3898
355,95
356,50
357,1817
358,132
359,1418
360,980
361,2404
362,4425
363,496
364,2542
365,196
366,1937
367,308
368,2110
369,471
370,58
371,254
372,2192
373,2235
374,2794
375,1504
376,299
377,277
378,2285
379,50
380,2284
381,384
382,24
383,1866
384,1732
385,52
386,1495
387,3388
388,1289
389,1010
390,2100
391,433
392,2190
393,22
394,47
395,936
396,1008
397,195
398,193
399,1065
400,135
401,212
402,27
403,1541
404,1250
405,2512
406,24
407,151
408,1378
409,1316
410,769
411,3014
412,1824
413,753
414,849
415,1661
416,137
417,44
418,138
419,28
420,958
421,26
422,3542
423,2034
424,2546
425,2399
426,2815
427,1649
428,61
429,465
430,1459
431,1238
432,36
433,2168
434,1593
435,416
436,827
437,39
438,4061
439,1533
440,5390
441,30
442,483
443,527
444,280
445,20
446,2021
447,86
448,2184
449,226
450,21
451,25
452,1200
453,338
454,752
455,787
456,363
457,1528
458,1376
459,137
460,2193
461,1919
462,1934
463,322
464,20
465,22
466,1243
467,1446
468,2093
469,782
470,40
471,474
472,1856
473,36
474,68
