 ,Area
1,391
2,25
3,44
4,55
5,20
6,41
7,810
8,34
9,253
10,822
11,6101
12,34
13,1166
14,111
15,28
16,6678
17,4995
18,4053
19,29
20,4109
21,99
22,7596
23,22
24,599
25,2314
26,980
27,826
28,57
29,3345
30,21
31,20
32,563
33,578
34,791
35,521
36,4568
37,83
38,5918
39,196
40,4927
41,22
42,6326
43,518
44,3404
45,649
46,23
47,638
48,2594
49,135
50,100
51,22
52,602
53,424
54,297
55,432
56,23
57,3828
58,1186
59,28
60,525
61,3997
62,1547
63,87
64,45
65,1526
66,29
67,34
68,3751
69,28
70,2373
71,5258
72,30
73,5469
74,428
75,384
76,71
77,30
78,26
79,501
80,405
81,34
82,28
83,2917
84,23
85,2070
86,610
87,69
88,37
89,2306
90,583
91,339
92,98
93,595
94,2920
95,827
96,6199
97,912
98,24
99,3899
100,381
101,5465
102,3304
103,4641
104,23
105,835
106,115
107,3155
108,80
109,27
110,31
111,23
112,1299
113,2329
114,5183
115,20
116,698
117,5345
118,36
119,116
120,566
121,48
122,2897
123,34
124,2076
125,331
126,28
127,623
128,4855
129,110
130,38
131,1435
132,6094
133,50
134,209
135,3277
136,7614
137,41
138,2694
139,406
140,43
141,30
142,32
143,986
144,6043
145,3230
146,166
147,1687
148,1530
149,464
150,3265
151,49
152,27
153,1073
154,3142
155,377
156,5948
157,1668
158,1447
159,189
160,5176
161,4572
162,5459
163,23
164,74
165,3939
166,24
167,1207
168,7217
169,20
170,2370
171,296
172,956
173,21
174,7029
175,21
176,5738
177,4056
178,1162
179,195
180,144
181,169
182,106
183,27
184,25
185,122
186,137
187,38
188,94
189,3552
190,20
191,27
192,79
193,54
194,35
195,46
196,3173
197,4019
198,1249
199,200
200,399
201,1687
202,7766
203,5895
204,6275
205,742
206,407
207,40
208,6725
209,250
210,626
211,4039
212,57
213,101
214,2352
215,619
216,665
217,402
218,658
219,31
220,2506
221,2370
222,727
223,56
224,33
225,1592
226,20
227,7952
228,28
229,5360
230,4037
231,5271
232,367
233,23
234,327
235,8790
236,51
237,150
238,5205
239,412
240,5039
241,384
242,3518
243,1534
244,280
245,44
246,175
247,486
248,127
249,2265
250,725
251,1894
252,2173
253,141
254,6141
255,40
256,3670
257,1638
258,29
259,3435
260,77
261,6458
262,7169
263,42
264,3750
265,617
266,223
267,513
268,97
269,210
270,1333
271,573
272,3677
273,20
274,6768
275,42
276,3415
277,4999
278,153
279,922
280,29
281,20
282,1597
283,45
284,189
285,28
286,379
287,41
288,5414
289,1176
290,95
291,1618
292,654
293,159
294,44
295,26
296,3236
297,2663
298,369
299,37
300,73
301,28
302,35
303,68
304,406
305,1852
306,29
307,20
308,32
309,67
310,20
311,24
312,32
313,20
