 ,Area
1,1498
2,187
3,1868
4,7025
5,5303
6,468
7,288
8,558
9,120
10,1744
11,5253
12,727
13,72
14,847
15,39
16,35
17,1728
18,1804
19,1467
20,70
21,1018
22,2078
23,260
24,2786
25,2459
26,212
27,190
28,203
29,119
30,189
31,1193
32,261
33,894
34,220
35,20
36,958
37,82
38,254
39,382
40,304
41,1226
42,2327
43,186
44,1258
45,1661
46,1572
47,258
48,2328
49,164
50,687
51,611
52,1461
53,1988
54,2121
55,347
56,101
57,237
58,540
59,1043
60,2300
61,2443
62,79
63,1980
64,2301
65,348
66,198
67,2072
68,605
69,268
70,40
71,518
72,2295
73,1358
74,1043
75,176
76,318
77,56
78,2193
79,1639
80,333
81,657
82,2364
83,1742
84,185
85,2762
86,706
87,1449
88,862
89,2983
90,989
91,131
92,2481
93,2503
94,968
95,304
96,87
97,2442
98,314
99,667
100,37
101,165
102,574
103,1180
104,1305
105,1729
106,1569
107,378
108,1497
109,574
110,1776
111,143
112,2675
113,112
114,667
115,2264
116,671
117,73
118,1962
119,1992
120,2417
121,1674
122,416
123,539
124,3268
125,598
126,1918
127,1857
128,126
129,410
130,1504
131,187
132,2892
133,1220
134,22
135,1860
136,2625
137,478
138,140
139,96
140,263
141,1139
142,57
143,137
144,6139
145,58
146,634
147,1761
148,61
149,2540
150,1682
151,1506
152,1780
153,46
154,4523
155,613
156,1798
157,3309
158,132
159,1826
160,242
161,854
162,3181
163,1180
164,297
165,2570
166,742
167,78
168,2148
169,134
170,1741
171,39
172,2422
173,2037
174,58
175,81
176,167
177,1537
178,1471
179,151
180,859
181,1430
182,158
183,213
184,126
185,79
186,49
187,141
188,1506
189,1621
190,473
191,975
192,254
193,85
194,533
195,867
196,22
197,601
198,1422
199,1884
200,1528
201,3226
202,1903
203,91
204,33
205,485
206,2516
207,269
208,2565
209,3229
210,1305
211,64
212,223
213,1964
214,1937
215,78
216,92
217,1593
218,1206
219,92
220,416
221,588
222,210
223,43
224,37
225,147
226,517
227,978
228,20
229,258
230,856
231,23
232,2771
233,50
234,961
235,563
236,2116
237,660
238,1575
239,2595
240,554
241,2974
242,327
243,4320
244,1558
245,149
246,247
247,2096
248,275
249,157
250,43
251,27
252,178
253,1385
254,2704
255,1416
256,272
257,310
258,28
259,63
260,4843
261,20
262,43
263,20
264,377
265,2141
266,771
267,837
268,99
269,2088
270,176
271,584
272,2207
273,365
274,800
275,108
276,25
277,26
278,212
279,1378
280,440
281,1072
282,3205
283,26
284,29
285,67
286,1076
287,1985
288,749
289,1477
290,1554
291,3409
292,22
293,1830
294,314
295,4239
296,22
297,3213
298,52
299,2095
300,289
301,1142
302,237
303,823
304,1454
305,2288
306,44
307,54
308,71
309,3168
310,21
311,2453
312,47
313,88
314,1753
315,3104
316,589
317,61
318,25
319,86
320,21
321,1877
322,376
323,721
324,748
325,241
326,156
327,1531
328,1928
329,3043
330,3253
331,20
332,711
333,55
334,316
335,1923
336,228
337,2649
338,1708
339,79
340,242
341,44
342,1758
343,203
344,4824
345,2984
346,529
347,482
348,1524
349,738
350,94
351,3223
352,2673
353,7614
354,2014
355,56
356,876
357,21
358,653
359,1460
360,2068
361,262
362,1757
363,22
364,98
365,744
366,126
367,501
368,109
369,519
370,32
371,759
372,266
373,83
374,70
375,1924
376,2962
377,209
378,370
379,175
380,652
381,2527
382,1838
383,1027
384,1963
385,75
386,1591
387,1928
388,1362
389,410
390,53
391,2844
392,463
393,168
394,54
395,21
396,732
397,43
398,1722
399,2424
400,40
401,808
402,299
403,2249
404,573
405,1636
406,2683
407,402
408,973
409,403
410,44
411,2416
412,1118
413,34
414,1725
415,145
416,107
417,1194
418,717
419,2923
420,1310
421,22
422,109
423,1944
424,462
425,842
426,1314
427,4333
428,233
429,1360
430,55
431,2408
432,219
433,1615
434,1169
435,536
436,2386
437,73
438,204
439,3025
440,166
441,1482
442,716
443,2322
444,1025
445,2975
446,25
447,2876
448,1423
449,529
450,20
451,126
452,53
453,1469
454,307
455,1141
456,77
457,224
458,476
459,165
460,2436
461,764
462,132
463,94
464,95
465,378
466,65
467,3228
468,44
469,35
470,486
471,125
472,2621
473,2115
474,2180
475,286
476,208
477,1045
478,2040
479,2686
480,48
481,2672
482,1583
483,80
484,636
485,1705
486,4351
487,2667
488,43
489,35
490,1955
491,2021
492,2776
493,24
494,65
495,1502
496,1072
497,38
498,2221
499,26
500,89
501,69
502,28
503,446
504,21
505,168
506,1584
507,1201
508,3235
509,108
510,2114
511,270
512,152
513,2841
514,76
515,160
516,648
517,5270
518,39
519,519
520,24
521,2887
522,89
523,223
524,37
525,2646
526,353
527,176
528,323
529,3226
530,550
531,4253
532,93
533,2470
534,1607
535,4172
536,49
537,170
538,24
539,2899
540,184
541,1051
542,988
543,4843
544,127
545,87
546,2032
547,44
548,55
549,538
550,70
551,3367
552,27
553,260
554,38
555,715
556,3541
557,222
558,4037
559,678
560,251
561,890
562,140
563,547
564,177
565,502
566,32
567,439
568,129
569,1522
570,27
571,24
572,122
573,1009
574,22
575,68
576,166
577,33
578,250
579,36
580,20
581,60
582,102
583,20
584,156
585,70
