 ,Area
1,355
2,263
3,1940
4,26
5,141
6,557
7,280
8,111
9,141
10,225
11,326
12,545
13,138
14,697
15,155
16,102
17,4263
18,22
19,472
20,1234
21,274
22,332
23,3678
24,271
25,48
26,2679
27,1442
28,191
29,861
30,178
31,774
32,35
33,238
34,52
35,1152
36,2869
37,685
38,59
39,356
40,1101
41,328
42,168
43,4322
44,120
45,54
46,1920
47,135
48,168
49,457
50,241
51,219
52,306
53,49
54,1596
55,882
56,27
57,191
58,3144
59,31
60,127
61,3680
62,110
63,175
64,46
65,22
66,143
67,2090
68,4698
69,834
70,1594
71,472
72,745
73,59
74,116
75,2138
76,2284
77,194
78,3357
79,1816
80,332
81,97
82,35
83,1355
84,171
85,775
86,124
87,109
88,201
89,59
90,157
91,194
92,3077
93,2738
94,46
95,86
96,751
97,238
98,65
99,200
100,925
101,1301
102,998
103,376
104,814
105,109
106,949
107,85
108,117
109,3977
110,1077
111,141
112,4151
113,697
114,1417
115,179
116,599
117,153
118,3584
119,2610
120,3013
121,138
122,51
123,445
124,65
125,31
126,1336
127,24
128,587
129,421
130,96
131,666
132,3430
133,22
134,1067
135,38
136,663
137,59
138,253
139,230
140,990
141,92
142,282
143,551
144,735
145,342
146,53
147,115
148,2019
149,2109
150,135
151,1704
152,189
153,487
154,3265
155,2031
156,163
157,202
158,333
159,46
160,1666
161,68
162,3255
163,173
164,1059
165,208
166,209
167,96
168,22
169,430
170,252
171,4632
172,302
173,3423
174,50
175,1296
176,138
177,121
178,45
179,449
180,1642
181,4729
182,72
183,1352
184,158
185,507
186,25
187,552
188,4254
189,520
190,548
191,595
192,405
193,215
194,1165
195,210
196,2746
197,1278
198,658
199,2254
200,1885
201,93
202,304
203,1914
204,705
205,447
206,278
207,178
208,86
209,60
210,156
211,103
212,249
213,137
214,363
215,333
216,58
217,230
218,200
219,341
220,307
221,123
222,806
223,1839
224,1025
225,3943
226,22
227,851
228,549
229,290
230,44
231,1550
232,61
233,4096
234,975
235,2456
236,66
237,207
238,331
239,1239
240,244
241,87
242,1986
243,826
244,1321
245,3808
246,1917
247,3637
248,168
249,1929
250,2996
251,225
252,956
253,95
254,171
255,184
256,84
257,473
258,159
259,512
260,116
261,200
262,336
263,353
264,103
265,1064
266,778
267,90
268,3590
269,38
270,227
271,108
272,177
273,579
274,1506
275,2916
276,174
277,35
278,3668
279,1711
280,260
281,64
282,59
283,187
284,217
285,105
286,113
287,1658
288,1142
289,45
290,305
291,887
292,1462
293,2819
294,2543
295,5135
296,471
297,6741
298,62
299,680
300,535
301,26
302,930
303,25
304,113
305,462
306,228
307,667
308,38
309,129
310,1253
311,195
312,3736
313,90
314,1837
315,2710
316,207
317,141
318,443
319,544
320,287
321,2684
322,256
323,178
324,170
325,159
326,1198
327,840
328,781
329,842
330,313
331,23
332,567
333,99
334,857
335,4630
336,220
337,1714
338,4520
339,34
340,39
341,54
342,336
343,2021
344,663
345,2432
346,744
347,366
348,1418
349,522
350,132
351,82
352,681
353,175
354,243
355,1005
356,430
357,23
358,5162
359,610
360,1837
361,776
362,1453
363,37
364,158
365,492
366,44
367,152
368,239
369,29
370,57
371,55
372,114
373,2857
374,161
375,398
376,375
377,88
378,31
379,226
380,227
381,437
382,34
383,85
384,29
385,47
386,1357
387,209
388,3339
389,185
390,31
391,49
392,1562
393,165
394,1090
395,247
396,512
397,93
398,329
399,4244
400,38
401,2844
402,249
403,195
404,2937
405,847
406,833
407,401
408,157
409,3108
410,377
411,1244
412,61
413,455
414,49
415,23
416,290
417,1548
418,3711
419,521
420,53
421,340
422,267
423,244
424,674
425,138
426,2672
427,48
428,628
429,70
430,1181
431,973
432,271
433,521
434,36
435,1110
436,1147
437,661
438,120
439,21
440,85
441,855
442,107
443,2620
444,1091
445,611
446,134
447,1168
448,1164
449,338
450,279
451,196
452,536
453,114
454,135
455,284
456,3753
457,476
458,1525
459,231
460,47
461,3537
462,344
463,183
464,2334
465,82
466,2079
467,429
468,3269
469,353
470,60
471,1685
472,245
473,404
474,35
475,34
476,201
477,1145
478,4126
479,248
480,81
481,116
482,276
483,29
484,618
485,91
486,322
487,187
488,433
489,1220
490,905
491,3947
492,5090
493,1703
494,277
495,161
496,541
497,195
498,37
499,144
500,2139
501,54
502,375
503,724
504,481
505,104
506,86
507,743
508,1160
509,1003
510,157
511,29
512,445
513,1543
514,282
515,617
516,1576
517,391
518,660
519,125
520,3353
521,347
522,47
523,157
524,5991
525,1352
526,289
527,47
528,501
529,67
530,720
531,242
532,279
533,2014
534,477
535,40
536,1144
537,214
538,526
539,180
540,459
541,134
542,950
543,25
544,49
545,22
546,1281
547,246
548,45
549,2040
550,217
551,1692
552,1213
553,2715
554,551
555,154
556,114
557,558
558,538
559,140
560,113
561,103
562,191
563,3703
564,272
565,80
566,176
567,1064
568,27
569,5393
570,406
571,340
572,322
573,412
574,760
575,4644
576,1876
577,2911
578,669
579,872
580,715
581,1064
582,2746
583,167
584,888
585,649
586,59
587,477
588,311
589,2602
590,741
591,34
592,296
593,100
594,703
595,304
596,415
597,50
598,293
599,87
600,225
601,61
602,543
603,2024
604,54
605,2990
606,2647
607,722
608,1647
609,984
610,1050
611,223
612,2181
613,142
614,2578
615,920
616,80
617,1079
618,1901
619,247
620,967
621,2649
622,174
623,138
624,27
625,97
626,30
627,48
628,78
629,1076
630,673
631,735
632,454
633,309
634,283
635,602
636,70
637,288
