 ,Area
1,584
2,742
3,669
4,455
5,517
6,857
7,320
8,1053
9,1039
10,2376
11,284
12,986
13,604
14,46
15,139
16,58
17,1348
18,238
19,3619
20,1274
21,1451
22,689
23,415
24,522
25,664
26,1192
27,968
28,591
29,51
30,21
31,1775
32,1164
33,692
34,24
35,272
36,857
37,506
38,1106
39,535
40,591
41,1517
42,1166
43,312
44,399
45,976
46,1376
47,68
48,879
49,2553
50,446
51,835
52,477
53,444
54,465
55,2012
56,534
57,2071
58,793
59,436
60,962
61,2141
62,1855
63,692
64,63
65,3592
66,433
67,440
68,288
69,191
70,2187
71,1626
72,2584
73,504
74,545
75,712
76,232
77,641
78,457
79,473
80,841
81,766
82,651
83,901
84,22
85,698
86,60
87,58
88,1963
89,1654
90,108
91,1522
92,1295
93,145
94,1836
95,807
96,357
97,1884
98,32
99,1188
100,536
101,995
102,455
103,1244
104,1057
105,1447
106,521
107,62
108,804
109,1761
110,400
111,1167
112,41
113,925
114,160
115,60
116,538
117,2382
118,338
119,383
120,31
121,1563
122,27
123,1275
124,203
125,1213
126,831
127,915
128,313
129,1202
130,371
131,1347
132,1653
133,1093
134,889
135,1124
136,848
137,2081
138,385
139,292
140,607
141,408
142,735
143,458
144,986
145,712
146,2393
147,462
148,1556
149,1243
150,208
151,36
152,42
153,771
154,590
155,1422
156,872
157,1935
158,814
159,25
160,706
161,27
162,33
163,92
164,643
165,481
166,352
167,2500
168,109
169,74
170,509
171,547
172,398
173,228
174,770
175,858
176,1038
177,29
178,1584
179,411
180,796
181,299
182,238
183,308
184,765
185,571
186,569
187,470
188,279
189,467
190,50
191,204
192,2932
193,476
194,860
195,406
196,275
197,345
198,276
199,511
200,1129
201,848
202,1165
203,1286
204,529
205,575
206,932
207,333
208,1636
209,166
210,296
211,24
212,656
213,3105
214,2905
215,1095
216,1991
217,523
218,1007
219,1020
220,514
221,95
222,1293
223,382
224,1651
225,498
226,258
227,780
228,1219
229,812
230,806
231,308
232,599
233,130
234,1119
235,264
236,32
237,1390
238,36
239,368
240,104
241,2318
242,1116
243,41
244,78
245,572
246,913
247,1116
248,1129
249,487
250,1027
251,2658
252,793
253,458
254,291
255,450
256,1293
257,560
258,26
259,1267
260,1004
261,173
262,899
263,764
264,1468
265,798
266,1376
267,1045
268,382
269,869
270,1105
271,579
272,820
273,2488
274,394
275,809
276,1143
277,113
278,133
279,1690
280,29
281,641
282,244
283,2023
284,22
285,834
286,418
287,1426
288,1198
289,234
290,631
291,2665
292,1061
293,1018
294,695
295,1395
296,1091
297,21
298,1029
299,946
300,91
301,726
302,302
303,35
304,680
305,165
306,1230
307,681
308,612
309,658
310,325
311,85
312,93
313,2178
314,972
315,496
316,560
317,404
318,235
319,822
320,1530
321,742
322,178
323,203
324,250
325,79
326,110
327,568
328,1400
329,423
330,925
331,479
332,1275
333,1040
334,115
335,1071
336,3280
337,588
338,591
339,282
340,813
341,965
342,364
343,2980
344,495
345,1783
346,450
347,1022
348,26
349,1712
350,1387
351,765
352,570
353,461
354,310
355,652
356,37
357,1291
358,1065
359,359
360,888
361,1409
362,98
363,644
364,564
365,563
366,70
367,1947
368,668
369,874
370,722
371,247
372,1037
373,634
374,821
375,1039
376,309
377,1143
378,696
379,1384
380,557
381,1804
382,242
383,907
384,835
385,348
386,496
387,1780
388,338
389,173
390,978
391,801
392,495
393,463
394,1160
395,311
396,935
397,757
398,627
399,112
400,21
401,548
402,28
403,891
404,20
405,657
406,1184
407,471
408,1121
409,756
410,1448
411,1912
412,415
413,802
414,823
415,1050
416,24
417,781
418,178
419,100
420,82
421,199
422,747
423,286
424,829
425,154
426,402
427,40
428,713
429,413
430,505
431,38
432,20
433,496
434,593
435,489
436,1094
437,279
438,564
439,1468
440,788
441,539
442,272
443,214
444,711
445,1131
446,448
447,1151
448,452
449,719
450,838
451,766
452,1238
453,447
454,235
455,601
456,270
457,772
458,877
459,1456
460,732
461,1243
462,749
463,207
464,454
465,1000
466,949
467,908
468,23
469,1601
470,193
471,184
472,1591
473,70
474,129
475,1394
476,77
477,320
478,823
479,255
480,1329
481,400
482,429
483,446
484,404
485,1501
486,122
487,241
488,386
489,650
490,654
491,227
492,65
493,696
494,497
495,429
496,2400
497,390
498,499
499,765
500,996
501,170
502,210
503,945
504,51
505,264
506,376
507,617
508,581
509,381
510,1030
511,1032
512,1196
513,564
514,461
515,652
516,1215
517,1191
518,1280
519,267
520,945
521,773
522,690
523,30
524,1227
525,1699
526,552
527,212
528,28
529,25
530,878
531,1070
532,753
533,627
534,215
535,1470
536,408
537,417
538,1704
539,1732
540,63
541,764
542,470
543,1058
544,251
545,1499
546,440
547,347
548,567
549,637
550,214
551,68
552,525
553,700
554,719
555,223
556,26
557,77
558,1154
559,566
560,167
561,275
562,1174
563,771
564,461
565,649
566,651
567,1534
568,70
569,506
570,856
571,284
572,337
573,689
574,921
575,1445
576,625
577,20
578,695
579,604
580,604
581,375
582,412
583,108
584,222
585,167
586,556
587,246
588,68
589,507
590,2617
591,483
592,310
593,2293
594,726
595,854
596,660
597,323
598,646
599,1145
600,716
601,477
602,575
603,1993
